,Val1,Val2,Val3,T12,fpeak,gain,fimg,img,fhimg,himg
896,6.18,1.7,27.3,3.4,458000000.0,10.009100826073,358000000.0,62.84158347353,433000000.0,20.439639259129002
897,6.18,1.7,27.3,3.5,461000000.0,9.6086568787076,361000000.0,61.772603831012596,436000000.0,20.082327155345602
898,6.18,1.7,27.3,3.6,463000000.0,9.2367284210347,363000000.0,60.2282570468437,438000000.0,20.5151832786107
900,6.18,1.82,26.7,3.2,456000000.0,9.9037511014955,356000000.0,64.8275791226905,431000000.0,18.5642929345256
901,6.18,1.82,26.7,3.3,459000000.0,9.5610183587482,359000000.0,63.6746842296832,434000000.0,18.3048634444045
902,6.18,1.82,26.7,3.4,462000000.0,9.2013999973507,362000000.0,62.5595865896507,437000000.0,18.024483237059798
903,6.18,1.82,26.7,3.5,465000000.0,8.826467457969,365000000.0,61.47961930617,440000000.0,17.7265609159464
904,6.18,1.82,26.7,3.6,468000000.0,8.4395894704438,368000000.0,60.4344900633988,443000000.0,17.4165749217928
906,6.18,1.82,26.82,3.2,455000000.0,10.071862594319,355000000.0,64.579413673103,430000000.0,19.0173432939145
907,6.18,1.82,26.82,3.3,458000000.0,9.7306903656529,358000000.0,63.4451177133859,433000000.0,18.7539215342441
908,6.18,1.82,26.82,3.4,461000000.0,9.3713859382754,361000000.0,62.3449537987504,436000000.0,18.4674743343792
909,6.18,1.82,26.82,3.5,464000000.0,8.994960381934,364000000.0,61.27604042107,439000000.0,18.1607655837881
910,6.18,1.82,26.82,3.6,467000000.0,8.6040262263387,367000000.0,60.2376142576567,442000000.0,17.8384342458439
912,6.18,1.82,26.94,3.2,454000000.0,10.237925588424,354000000.0,64.36110928967601,429000000.0,19.4798730482274
913,6.18,1.82,26.94,3.3,457000000.0,9.8983666033752,357000000.0,63.2435651546652,432000000.0,19.212766508687
914,6.18,1.82,26.94,3.4,460000000.0,9.5395097073802,360000000.0,62.156830111498195,435000000.0,18.9206723476141
915,6.18,1.82,26.94,3.5,463000000.0,9.1618785006203,363000000.0,61.0978361669093,438000000.0,18.6057822308049
916,6.18,1.82,26.94,3.6,466000000.0,8.7674180575336,366000000.0,60.0654025878526,441000000.0,18.2719817702214
918,6.18,1.82,27.06,3.2,453000000.0,10.40208651448,353000000.0,64.169502725697,428000000.0,19.951678883380403
919,6.18,1.82,27.06,3.3,456000000.0,10.064223000261,356000000.0,63.067177446223,431000000.0,19.681219294795298
920,6.18,1.82,27.06,3.4,459000000.0,9.7059427237823,359000000.0,61.9926006247173,434000000.0,19.3838884832674
921,6.18,1.82,27.06,3.5,462000000.0,9.3273497968215,362000000.0,60.9425497381045,437000000.0,19.061374046165398
922,6.18,1.82,27.06,3.6,464000000.0,8.9375224522361,364000000.0,59.3711543268801,439000000.0,19.484357866731102
924,6.18,1.82,27.18,3.2,452000000.0,10.56443602548,352000000.0,64.001882864695,427000000.0,20.4325166321683
925,6.18,1.82,27.18,3.3,455000000.0,10.228404771656,355000000.0,62.913528027129004,430000000.0,20.1590851154254
926,6.18,1.82,27.18,3.4,458000000.0,9.8708493630296,358000000.0,61.8500520190846,433000000.0,19.8569417739909
927,6.18,1.82,27.18,3.5,461000000.0,9.4915171565118,361000000.0,60.8081111048148,436000000.0,19.5273335376168
928,6.18,1.82,27.18,3.6,463000000.0,9.1077119020926,363000000.0,59.274376856747594,438000000.0,19.9575904238366
930,6.18,1.82,27.3,3.2,451000000.0,10.724984867213,351000000.0,63.855868362782005,426000000.0,20.922079628691
931,6.18,1.82,27.3,3.3,454000000.0,10.391006804195,354000000.0,62.780507632036,429000000.0,20.646136405447997
932,6.18,1.82,27.3,3.4,457000000.0,10.034371315944,357000000.0,61.727281348393,432000000.0,20.339646048492
933,6.18,1.82,27.3,3.5,460000000.0,9.6545262140063,360000000.0,60.69275741967731,435000000.0,20.0034731073793
934,6.18,1.82,27.3,3.6,462000000.0,9.2748615144007,362000000.0,59.1923984182717,437000000.0,20.439063689754697
936,6.18,1.94,26.7,3.2,455000000.0,9.8566591708235,355000000.0,63.5279586023905,430000000.0,18.3888081260762
937,6.18,1.94,26.7,3.3,458000000.0,9.5296262264886,358000000.0,62.4161798970636,433000000.0,18.1463152757013
938,6.18,1.94,26.7,3.4,461000000.0,9.1846845108479,361000000.0,61.337737855031904,436000000.0,17.8809551547848
939,6.18,1.94,26.7,3.5,464000000.0,8.8229109795307,364000000.0,60.2899333357107,439000000.0,17.5955563672444
940,6.18,1.94,26.7,3.6,467000000.0,8.4470615220741,367000000.0,59.2722424933891,442000000.0,17.2949001997867
942,6.18,1.94,26.82,3.2,454000000.0,10.023769738859,354000000.0,63.317480291639,429000000.0,18.8514381595584
943,6.18,1.94,26.82,3.3,457000000.0,9.6992745799932,357000000.0,62.2229929474142,432000000.0,18.606197339169697
944,6.18,1.94,26.82,3.4,460000000.0,9.3558346629111,360000000.0,61.1586953668051,435000000.0,18.3362516635991
945,6.18,1.94,26.82,3.5,463000000.0,8.9940144382734,363000000.0,60.1216695121924,438000000.0,18.043832960103302
946,6.18,1.94,26.82,3.6,466000000.0,8.6158667824266,366000000.0,59.1109326305476,441000000.0,17.732934013503602
948,6.18,1.94,26.94,3.2,453000000.0,10.188772465888,353000000.0,63.13341853824,428000000.0,19.3234470033799
949,6.18,1.94,26.94,3.3,456000000.0,9.8668211905154,356000000.0,62.054626942938405,431000000.0,19.075709162631902
950,6.18,1.94,26.94,3.4,459000000.0,9.5249574790021,359000000.0,61.0031599410391,434000000.0,18.8015295323414
951,6.18,1.94,26.94,3.5,462000000.0,9.1632993171267,362000000.0,59.9759110294277,437000000.0,18.502609381766902
952,6.18,1.94,26.94,3.6,465000000.0,8.7832802720098,365000000.0,58.9714941143728,440000000.0,18.1822350347459
954,6.18,1.94,27.06,3.2,452000000.0,10.351813182779,352000000.0,62.973113914280006,427000000.0,19.804620074363
955,6.18,1.94,27.06,3.3,455000000.0,10.032444572331,355000000.0,61.908685000895005,430000000.0,19.5546637401553
956,6.18,1.94,27.06,3.4,458000000.0,9.692233545364,358000000.0,60.868930773441996,433000000.0,19.2765985216585
957,6.18,1.94,27.06,3.5,461000000.0,9.3309121149395,361000000.0,59.8505877390685,436000000.0,18.9716562882535
958,6.18,1.94,27.06,3.6,464000000.0,8.9493743926011,364000000.0,58.8519232575411,439000000.0,18.642495894024698
960,6.18,1.94,27.18,3.2,451000000.0,10.51297703488,351000000.0,62.834256342746,426000000.0,20.294699795111498
961,6.18,1.94,27.18,3.3,454000000.0,10.196286805754,354000000.0,61.783101751669,429000000.0,20.042855492730098
962,6.18,1.94,27.18,3.4,457000000.0,9.8578303215914,357000000.0,60.7541272828454,432000000.0,19.761273097493003
963,6.18,1.94,27.18,3.5,460000000.0,9.4970082984753,360000000.0,59.7439431587093,435000000.0,19.450770826227902
964,6.18,1.94,27.18,3.6,463000000.0,9.1142506587951,363000000.0,58.7505263111711,438000000.0,19.1134551517394
966,6.18,1.94,27.3,3.2,450000000.0,10.67226334934,350000000.0,62.714784041923,425000000.0,20.793362919697998
967,6.18,1.94,27.3,3.3,453000000.0,10.358432760334,353000000.0,61.676055927915,428000000.0,20.540041988145
968,6.18,1.94,27.3,3.4,456000000.0,10.021885263933,356000000.0,60.657113078093,431000000.0,20.255358119481
969,6.18,1.94,27.3,3.5,459000000.0,9.6617388677235,359000000.0,59.6544679592025,434000000.0,19.9397658700365
