,Unnamed: 0,Val,VTUNE12,fpeak,gain,fimg,img
218,C1,14.18,2.5,433000000,12.17980948,333000000,72.49463865
219,C1,15.175,2.5,433000000,12.24611517,333000000,72.3809307
220,C1,16.17,2.5,433000000,12.30294179,333000000,72.28313675
221,C1,17.165,2.5,433000000,12.35210402,333000000,72.19858501
222,C1,18.16,2.5,433000000,12.39499384,333000000,72.12510994
223,C1,19.155,2.5,433000000,12.4326944,333000000,72.06094898
224,C1,20.15,2.5,433000000,12.46605945,333000000,72.00466083
225,C1,21.145,2.5,433000000,12.49576992,333000000,71.95506115
226,C1,22.14,2.5,433000000,12.52237469,333000000,71.91117185
227,C1,23.135,2.5,433000000,12.54632057,333000000,71.87218115
228,C1,24.13,2.5,433000000,12.56797454,333000000,71.83741192
229,C1,25.125,2.5,433000000,12.58764055,333000000,71.80629661
230,C1,26.12,2.5,433000000,12.60557221,333000000,71.77835728
231,C1,27.115,2.5,433000000,12.62198269,333000000,71.75318958
232,C1,28.11,2.5,433000000,12.63705229,333000000,71.73044993
233,C1,29.105,2.5,433000000,12.65093449,333000000,71.70984509
234,C1,30.1,2.5,433000000,12.66376065,333000000,71.69112381
235,C1,31.095,2.5,433000000,12.67564381,333000000,71.67406993
236,C1,32.09,2.5,433000000,12.68668173,333000000,71.65849678
237,C1,33.085,2.5,433000000,12.69695934,333000000,71.64424259
238,C1,34.08,2.5,433000000,12.70655079,333000000,71.63116664
239,C1,35.075,2.5,433000000,12.71552102,333000000,71.61914617
240,C1,36.07,2.5,433000000,12.72392718,333000000,71.60807366
241,C1,37.065,2.5,433000000,12.73181972,333000000,71.59785474
242,C1,38.06,2.5,433000000,12.73924337,333000000,71.58840627
243,C1,39.055,2.5,433000000,12.74623786,333000000,71.57965482
244,C1,40.05,2.5,433000000,12.75283864,333000000,71.57153536
245,C1,41.045,2.5,433000000,12.75907741,333000000,71.56399015
246,C1,42.04,2.5,433000000,12.76498261,333000000,71.55696777
247,C1,43.035,2.5,433000000,12.77057982,333000000,71.55042236
248,C1,44.03,2.5,433000000,12.77589209,333000000,71.54431289
249,C1,45.025,2.5,433000000,12.78094028,333000000,71.53860259
250,C1,46.02,2.5,433000000,12.78574328,333000000,71.5332584
251,C1,47.015,2.5,433000000,12.79031823,333000000,71.52825058
252,C1,48.01,2.5,433000000,12.79468075,333000000,71.52355232
253,C1,49.005,2.5,433000000,12.79884506,333000000,71.51913934
254,C1,50,2.5,433000000,12.80282418,333000000,71.51498971
255,C1,0.25,3,492000000,-4.196383123,392000000,57.66478
256,C1,1.245,3,444000000,6.927085196,344000000,74.7096851
257,C1,2.24,3,443000000,10.19652233,343000000,72.632771
258,C1,3.235,3,442000000,10.40782752,342000000,69.5215973
259,C1,4.23,3,443000000,9.987596661,343000000,67.63294671
260,C1,5.225,3,444000000,9.745489013,344000000,66.49121498
261,C1,6.22,3,446000000,9.832365524,346000000,66.6579447
262,C1,7.215,3,447000000,10.04953702,347000000,66.70104
263,C1,8.21,3,447000000,10.2429637,347000000,66.25084142
264,C1,9.205,3,448000000,10.41538374,348000000,66.61042667
265,C1,10.2,3,448000000,10.54865774,348000000,66.32681623
266,C1,11.195,3,448000000,10.65176164,348000000,66.08778199
267,C1,12.19,3,448000000,10.73315402,348000000,65.88531553
268,C1,13.185,3,448000000,10.79854243,348000000,65.71286567
269,C1,14.18,3,448000000,10.85188336,348000000,65.56512609
270,C1,15.175,3,448000000,10.89598554,348000000,65.43781457
271,C1,16.17,3,448000000,10.93288557,348000000,65.32747521
272,C1,17.165,3,448000000,10.96408831,348000000,65.23131274
273,C1,18.16,3,448000000,10.9907247,348000000,65.14705793
274,C1,19.155,3,448000000,11.01365776,348000000,65.07286044
275,C1,20.15,3,448000000,11.03355516,348000000,65.00720397
276,C1,21.145,3,448000000,11.05093998,348000000,64.94883954
277,C1,22.14,3,448000000,11.0662267,348000000,64.89673292
278,C1,23.135,3,448000000,11.07974723,348000000,64.85002317
279,C1,24.13,3,448000000,11.09176987,348000000,64.80798991
280,C1,25.125,3,448000000,11.10251349,348000000,64.77002731
281,C1,26.12,3,448000000,11.11215801,348000000,64.73562333
282,C1,27.115,3,448000000,11.12085254,348000000,64.70434319
283,C1,28.11,3,448000000,11.12872147,348000000,64.675816
284,C1,29.105,3,448000000,11.13586926,348000000,64.64972394
285,C1,30.1,3,448000000,11.14238417,348000000,64.6257936
286,C1,31.095,3,448000000,11.14834121,348000000,64.60378872
287,C1,32.09,3,448000000,11.15380445,348000000,64.58350443
288,C1,33.085,3,448000000,11.15882891,348000000,64.56476238
289,C1,34.08,3,448000000,11.16346204,348000000,64.54740675
290,C1,35.075,3,448000000,11.16774495,348000000,64.53130096
291,C1,36.07,3,448000000,11.17171342,348000000,64.5163249
292,C1,37.065,3,448000000,11.17539871,348000000,64.50237259
293,C1,38.06,3,448000000,11.17882822,348000000,64.48935025
294,C1,39.055,3,448000000,11.18202606,348000000,64.47717469
295,C1,40.05,3,448000000,11.18501351,348000000,64.46577185
296,C1,41.045,3,448000000,11.18780944,348000000,64.45507567
297,C1,42.04,3,448000000,11.1904306,348000000,64.44502705
298,C1,43.035,3,448000000,11.19289191,348000000,64.43557301
299,C1,44.03,3,448000000,11.19520671,348000000,64.42666592
300,C1,45.025,3,448000000,11.19738694,348000000,64.41826289
301,C1,46.02,3,448000000,11.19944334,348000000,64.41032518
302,C1,47.015,3,448000000,11.20138557,348000000,64.40281777
303,C1,48.01,3,448000000,11.20322235,348000000,64.3957089
304,C1,49.005,3,448000000,11.20496155,348000000,64.38896973
305,C1,50,3,448000000,11.20661032,348000000,64.382574
306,C1,0.25,3.5,505000000,-3.459912862,405000000,61.14353233
307,C1,1.245,3.5,458000000,4.574733542,358000000,68.07592338
308,C1,2.24,3.5,457000000,8.106511204,357000000,66.38805748
309,C1,3.235,3.5,457000000,8.779121229,357000000,64.23962306
310,C1,4.23,3.5,457000000,8.564612975,357000000,62.12114379
311,C1,5.225,3.5,459000000,8.419094534,359000000,61.45198187
312,C1,6.22,3.5,460000000,8.48621357,360000000,60.96274791
313,C1,7.215,3.5,461000000,8.633406157,361000000,60.82780894
314,C1,8.21,3.5,461000000,8.766058789,361000000,60.33890988
315,C1,9.205,3.5,462000000,8.890764571,362000000,60.51925517
316,C1,10.2,3.5,462000000,8.985590779,362000000,60.21340045
317,C1,11.195,3.5,462000000,9.057118702,362000000,59.95655984
318,C1,12.19,3.5,462000000,9.112254612,362000000,59.73951991
319,C1,13.185,3.5,462000000,9.155555536,362000000,59.55489526
320,C1,14.18,3.5,462000000,9.190117241,362000000,59.3967963
321,C1,15.175,3.5,462000000,9.218097276,362000000,59.26052738
322,C1,16.17,3.5,462000000,9.241033655,362000000,59.14233497
323,C1,17.165,3.5,462000000,9.260044947,362000000,59.03920581
324,C1,18.16,3.5,462000000,9.275959347,362000000,58.9487083
325,C1,19.155,3.5,462000000,9.289399965,362000000,58.86886895
326,C1,20.15,3.5,462000000,9.300842441,362000000,58.79807652
327,C1,21.145,3.5,462000000,9.310654622,362000000,58.7350076
328,C1,22.14,3.5,462000000,9.319124396,362000000,58.67856871
329,C1,23.135,3.5,462000000,9.326479527,362000000,58.62785106
330,C1,24.13,3.5,462000000,9.332902014,362000000,58.58209507
331,C1,25.125,3.5,462000000,9.33853862,362000000,58.54066242
332,C1,26.12,3.5,462000000,9.343508691,362000000,58.50301385
333,C1,27.115,3.5,462000000,9.347910039,362000000,58.46869148
334,C1,28.11,3.5,462000000,9.351823408,362000000,58.43730467
335,C1,29.105,3.5,462000000,9.355315899,362000000,58.40851862
336,C1,30.1,3.5,462000000,9.358443624,362000000,58.38204508
337,C1,31.095,3.5,462000000,9.361253784,362000000,58.35763487
338,C1,32.09,3.5,462000000,9.363786298,362000000,58.33507172
339,C1,33.085,3.5,462000000,9.366075101,362000000,58.31416717
340,C1,34.08,3.5,462000000,9.368149181,362000000,58.29475643
341,C1,35.075,3.5,462000000,9.370033412,362000000,58.27669489
342,C1,36.07,3.5,462000000,9.371749228,362000000,58.25985522
343,C1,37.065,3.5,462000000,9.373315176,362000000,58.24412495
344,C1,38.06,3.5,462000000,9.374747364,362000000,58.22940443
345,C1,39.055,3.5,462000000,9.376059833,362000000,58.21560512
346,C1,40.05,3.5,462000000,9.377264865,362000000,58.20264812
347,C1,41.045,3.5,462000000,9.378373238,362000000,58.19046293
348,C1,42.04,3.5,462000000,9.379394438,362000000,58.17898641
349,C1,43.035,3.5,462000000,9.380336842,362000000,58.16816187
350,C1,44.03,3.5,462000000,9.381207865,362000000,58.15793826
351,C1,45.025,3.5,462000000,9.382014089,362000000,58.14826954
352,C1,46.02,3.5,462000000,9.382761374,362000000,58.13911409
353,C1,47.015,3.5,462000000,9.383454946,362000000,58.13043419
354,C1,48.01,3.5,462000000,9.384099479,362000000,58.12219561
355,C1,49.005,3.5,462000000,9.384699164,362000000,58.1143672
356,C1,50,3.5,462000000,9.385257763,362000000,58.10692058
357,C1,0.25,4,517000000,-2.77434151,417000000,65.63922453
358,C1,1.245,4,508000000,4.738052376,408000000,73.00031338
359,C1,2.24,4,471000000,5.88240639,371000000,60.97940935
360,C1,3.235,4,471000000,6.81275578,371000000,59.11868084
361,C1,4.23,4,472000000,6.767805477,372000000,57.56144307
362,C1,5.225,4,473000000,6.706779222,373000000,56.54165281
363,C1,6.22,4,474000000,6.776817973,374000000,56.02116653
364,C1,7.215,4,475000000,6.903752094,375000000,55.82155314
365,C1,8.21,4,475000000,7.016597827,375000000,55.33329972
366,C1,9.205,4,476000000,7.112691761,376000000,55.42642656
367,C1,10.2,4,476000000,7.18968066,376000000,55.11788576
368,C1,11.195,4,476000000,7.24603738,376000000,54.85882372
369,C1,12.19,4,476000000,7.288172192,376000000,54.63984317
370,C1,13.185,4,476000000,7.320244104,376000000,54.45344432
371,C1,14.18,4,476000000,7.34503274,376000000,54.29366981
372,C1,15.175,4,476000000,7.364444777,376000000,54.15578585
373,C1,16.17,4,476000000,7.379818393,376000000,54.03601878
374,C1,17.165,4,476000000,7.392112016,376000000,53.93134587
375,C1,18.16,4,476000000,7.402024585,376000000,53.83933207
376,C1,19.155,4,476000000,7.410074099,376000000,53.7580036
377,C1,20.15,4,476000000,7.416650064,376000000,53.68575049
378,C1,21.145,4,476000000,7.422049217,376000000,53.62125114
379,C1,22.14,4,476000000,7.426500316,376000000,53.56341392
380,C1,23.135,4,476000000,7.430181622,376000000,53.51133166
381,C1,24.13,4,476000000,7.433233416,376000000,53.46424605
382,C1,25.125,4,476000000,7.435767088,376000000,53.42151964
383,C1,26.12,4,476000000,7.437871816,376000000,53.38261367
384,C1,27.115,4,476000000,7.439619542,376000000,53.34707046
385,C1,28.11,4,476000000,7.44106871,376000000,53.31449925
386,C1,29.105,4,476000000,7.442267104,376000000,53.28456488
387,C1,30.1,4,476000000,7.443254029,376000000,53.25697858
388,C1,31.095,4,476000000,7.444061994,376000000,53.23149047
389,C1,32.09,4,476000000,7.444718025,376000000,53.20788346
390,C1,33.085,4,476000000,7.445244702,376000000,53.18596821
391,C1,34.08,4,476000000,7.445660967,376000000,53.16557897
392,C1,35.075,4,476000000,7.445982785,376000000,53.14657012
393,C1,36.07,4,476000000,7.446223657,376000000,53.12881332
394,C1,37.065,4,476000000,7.446395044,376000000,53.11219506
395,C1,38.06,4,476000000,7.44650671,376000000,53.09661467
396,C1,39.055,4,476000000,7.446566997,376000000,53.08198258
397,C1,40.05,4,476000000,7.446583052,376000000,53.06821889
398,C1,41.045,4,476000000,7.446561019,376000000,53.05525213
399,C1,42.04,4,476000000,7.446506188,376000000,53.0430182
400,C1,43.035,4,476000000,7.446423129,376000000,53.03145946
401,C1,44.03,4,476000000,7.446315795,376000000,53.02052399
402,C1,45.025,4,476000000,7.446187615,376000000,53.01016487
403,C1,46.02,4,476000000,7.446041567,376000000,53.00033965
404,C1,47.015,4,476000000,7.445880243,376000000,52.9910098
405,C1,48.01,4,476000000,7.445705901,376000000,52.98214032
406,C1,49.005,4,476000000,7.445520512,376000000,52.97369931
407,C1,50,4,476000000,7.445325798,376000000,52.9656577
408,C1,0.25,4.5,529000000,-2.673553436,429000000,69.73652996
409,C1,1.245,4.5,521000000,5.329359677,421000000,79.10831722
410,C1,2.24,4.5,514000000,4.997230246,414000000,95.04473351
411,C1,3.235,4.5,485000000,5.169889762,385000000,55.03277288
412,C1,4.23,4.5,486000000,5.279337139,386000000,53.6345132
413,C1,5.225,4.5,487000000,5.381456285,387000000,52.77798
414,C1,6.22,4.5,489000000,5.588988177,389000000,52.79679183
415,C1,7.215,4.5,489000000,5.786993813,389000000,52.24824646
416,C1,8.21,4.5,490000000,5.942081383,390000000,52.25687607
417,C1,9.205,4.5,490000000,6.048778324,390000000,51.90269553
418,C1,10.2,4.5,490000000,6.122682176,390000000,51.60535273
419,C1,11.195,4.5,490000000,6.174994969,390000000,51.35451032
420,C1,12.19,4.5,490000000,6.212676377,390000000,51.1416047
421,C1,13.185,4.5,490000000,6.2401935,390000000,50.95970238
422,C1,14.18,4.5,490000000,6.260496818,390000000,50.80324278
423,C1,15.175,4.5,490000000,6.275584779,390000000,50.6677773
424,C1,16.17,4.5,490000000,6.286841375,390000000,50.54974156
425,C1,17.165,4.5,490000000,6.295244068,390000000,50.446269
426,C1,18.16,4.5,490000000,6.30149533,390000000,50.35504271
427,C1,19.155,4.5,490000000,6.306107898,390000000,50.27417932
428,C1,20.15,4.5,490000000,6.309461234,390000000,50.20213871
429,C1,21.145,4.5,490000000,6.311839666,390000000,50.1376537
430,C1,22.14,4.5,490000000,6.313458618,390000000,50.07967534
431,C1,23.135,4.5,490000000,6.314482946,390000000,50.02733015
432,C1,24.13,4.5,490000000,6.315039937,390000000,49.97988652
433,C1,25.125,4.5,490000000,6.315228672,390000000,49.9367283
434,C1,26.12,4.5,490000000,6.315126826,390000000,49.89733376
