,Unnamed: 0,Val,VTUNE12,fpeak,gain,fimg,img
0,C1,0.25,0.5,366000000,5.646318434,266000000,123.9643004
1,C1,1.245,0.5,365000000,23.44441825,265000000,132.0243346
2,C1,2.24,0.5,363000000,21.58486093,263000000,136.901031
3,C1,3.235,0.5,362000000,16.2169967,262000000,136.9965187
4,C1,4.23,0.5,363000000,13.14444543,263000000,123.2705659
5,C1,5.225,0.5,364000000,11.73352681,264000000,113.6396357
6,C1,6.22,0.5,370000000,11.87494813,270000000,91.25357256
7,C1,7.215,0.5,371000000,12.65401151,271000000,88.75667502
8,C1,8.21,0.5,372000000,13.31964813,272000000,86.511213
9,C1,9.205,0.5,372000000,13.85936657,272000000,86.40276494
10,C1,10.2,0.5,372000000,14.29429096,272000000,86.30601855
11,C1,11.195,0.5,371000000,14.65381494,271000000,88.33522583
12,C1,12.19,0.5,371000000,14.96988696,271000000,88.28349603
13,C1,13.185,0.5,371000000,15.24110949,271000000,88.24607208
14,C1,14.18,0.5,371000000,15.47586489,271000000,88.22021241
15,C1,15.175,0.5,371000000,15.68063748,271000000,88.20363273
16,C1,16.17,0.5,371000000,15.86051235,271000000,88.19445291
17,C1,17.165,0.5,371000000,16.0195259,271000000,88.19113893
18,C1,18.16,0.5,371000000,16.16091706,271000000,88.19244682
19,C1,19.155,0.5,371000000,16.28731048,271000000,88.19737224
20,C1,20.15,0.5,371000000,16.40085222,271000000,88.2051068
21,C1,21.145,0.5,371000000,16.50331144,271000000,88.21500122
22,C1,22.14,0.5,371000000,16.59615771,271000000,88.22653493
23,C1,23.135,0.5,371000000,16.68062035,271000000,88.23929108
24,C1,24.13,0.5,371000000,16.75773442,271000000,88.25293633
25,C1,25.125,0.5,371000000,16.82837671,271000000,88.2672045
26,C1,26.12,0.5,371000000,16.89329422,271000000,88.28188338
27,C1,27.115,0.5,371000000,16.95312672,271000000,88.29680423
28,C1,28.11,0.5,371000000,17.00842491,271000000,88.3118332
29,C1,29.105,0.5,371000000,17.05966506,271000000,88.32686459
30,C1,30.1,0.5,371000000,17.1072609,271000000,88.34181535
31,C1,31.095,0.5,371000000,17.1515733,271000000,88.35662068
32,C1,32.09,0.5,371000000,17.19291833,271000000,88.3712305
33,C1,33.085,0.5,371000000,17.23157383,271000000,88.3856066
34,C1,34.08,0.5,371000000,17.26778488,271000000,88.39972034
35,C1,35.075,0.5,371000000,17.30176844,271000000,88.41355075
36,C1,36.07,0.5,371000000,17.33371716,271000000,88.42708311
37,C1,37.065,0.5,371000000,17.36380264,271000000,88.44030764
38,C1,38.06,0.5,371000000,17.39217817,271000000,88.45321857
39,C1,39.055,0.5,371000000,17.41898106,271000000,88.46581332
40,C1,40.05,0.5,371000000,17.44433465,271000000,88.47809185
41,C1,41.045,0.5,371000000,17.46834998,271000000,88.49005611
42,C1,42.04,0.5,371000000,17.49112728,271000000,88.50170965
43,C1,43.035,0.5,371000000,17.51275725,271000000,88.51305722
44,C1,44.03,0.5,371000000,17.53332209,271000000,88.52410451
45,C1,45.025,0.5,371000000,17.55289652,271000000,88.53485793
46,C1,46.02,0.5,371000000,17.57154856,271000000,88.54532439
47,C1,47.015,0.5,371000000,17.58934027,271000000,88.55551116
48,C1,48.01,0.5,371000000,17.60632835,271000000,88.56542575
49,C1,49.005,0.5,371000000,17.62256475,271000000,88.57507583
50,C1,50,0.5,371000000,17.6380971,271000000,88.58446909
51,C1,0.25,1,382000000,5.937903488,282000000,133.5880051
52,C1,1.245,1,381000000,21.82935011,281000000,130.5080766
53,C1,2.24,1,380000000,19.56498722,280000000,119.3742598
54,C1,3.235,1,379000000,15.32432009,279000000,109.0431275
55,C1,4.23,1,380000000,12.88788845,280000000,107.5992862
56,C1,5.225,1,382000000,11.80325671,282000000,113.9139383
57,C1,6.22,1,386000000,11.99475817,286000000,113.9730312
58,C1,7.215,1,387000000,12.66518933,287000000,107.1319346
59,C1,8.21,1,388000000,13.24249275,288000000,101.771488
60,C1,9.205,1,388000000,13.71176954,288000000,101.6263299
61,C1,10.2,1,388000000,14.08790182,288000000,101.4997615
62,C1,11.195,1,388000000,14.39334436,288000000,101.3902068
63,C1,12.19,1,388000000,14.64432544,288000000,101.2958029
64,C1,13.185,1,387000000,14.8579148,287000000,106.3910934
65,C1,14.18,1,387000000,15.05269006,287000000,106.3396189
66,C1,15.175,1,387000000,15.22221417,287000000,106.2996122
67,C1,16.17,1,387000000,15.37089897,287000000,106.2689073
68,C1,17.165,1,387000000,15.5022128,287000000,106.2457417
69,C1,18.16,1,387000000,15.61891528,287000000,106.2286848
70,C1,19.155,1,387000000,15.72322618,287000000,106.2165767
71,C1,20.15,1,387000000,15.81694888,287000000,106.2084772
72,C1,21.145,1,387000000,15.90156178,287000000,106.2036234
73,C1,22.14,1,387000000,15.97828704,287000000,106.2013957
74,C1,23.135,1,387000000,16.04814279,287000000,106.20129
75,C1,24.13,1,387000000,16.11198322,287000000,106.2028958
76,C1,25.125,1,387000000,16.17052977,287000000,106.2058778
77,C1,26.12,1,387000000,16.22439547,287000000,106.209962
78,C1,27.115,1,387000000,16.27410424,287000000,106.214924
79,C1,28.11,1,387000000,16.32010628,287000000,106.2205797
80,C1,29.105,1,387000000,16.36279033,287000000,106.2267779
81,C1,30.1,1,387000000,16.4024937,287000000,106.2333944
82,C1,31.095,1,387000000,16.43951034,287000000,106.2403269
83,C1,32.09,1,387000000,16.47409751,287000000,106.2474913
84,C1,33.085,1,387000000,16.50648124,287000000,106.2548184
85,C1,34.08,1,387000000,16.53686084,287000000,106.2622511
86,C1,35.075,1,387000000,16.56541271,287000000,106.2697427
87,C1,36.07,1,387000000,16.5922935,287000000,106.2772547
88,C1,37.065,1,387000000,16.61764272,287000000,106.2847557
89,C1,38.06,1,387000000,16.64158503,287000000,106.2922199
90,C1,39.055,1,387000000,16.66423213,287000000,106.2996267
91,C1,40.05,1,387000000,16.68568438,287000000,106.306959
92,C1,41.045,1,387000000,16.70603217,287000000,106.3142035
93,C1,42.04,1,387000000,16.72535715,287000000,106.3213495
94,C1,43.035,1,387000000,16.74373321,287000000,106.3283884
95,C1,44.03,1,387000000,16.76122739,287000000,106.335314
96,C1,45.025,1,387000000,16.77790065,287000000,106.3421214
97,C1,46.02,1,387000000,16.79380853,287000000,106.3488071
98,C1,47.015,1,387000000,16.80900173,287000000,106.3553687
99,C1,48.01,1,387000000,16.82352662,287000000,106.3618049
100,C1,49.005,1,387000000,16.8374257,287000000,106.3681151
101,C1,50,1,387000000,16.85073799,287000000,106.3742992
102,C1,0.25,1.5,399000000,4.656358221,299000000,110.9477655
103,C1,1.245,1.5,398000000,16.46290447,298000000,107.0164421
104,C1,2.24,1.5,397000000,16.27699167,297000000,100.2710502
105,C1,3.235,1.5,396000000,14.28354648,296000000,93.90098063
106,C1,4.23,1.5,396000000,12.45255284,296000000,90.02269258
107,C1,5.225,1.5,398000000,11.64076202,298000000,90.71955055
108,C1,6.22,1.5,401000000,11.81208378,301000000,96.41780872
109,C1,7.215,1.5,403000000,12.35074456,303000000,103.3085665
110,C1,8.21,1.5,403000000,12.82911749,303000000,103.0619147
111,C1,9.205,1.5,403000000,13.20826986,303000000,102.8556806
112,C1,10.2,1.5,403000000,13.51451143,303000000,102.6838757
113,C1,11.195,1.5,403000000,13.76590646,303000000,102.5409721
114,C1,12.19,1.5,403000000,13.97520673,303000000,102.4221156
115,C1,13.185,1.5,403000000,14.15162879,303000000,102.3231692
116,C1,14.18,1.5,403000000,14.30197193,303000000,102.2406718
117,C1,15.175,1.5,403000000,14.43134353,303000000,102.1717595
118,C1,16.17,1.5,403000000,14.54364226,303000000,102.1140781
119,C1,17.165,1.5,403000000,14.64188735,303000000,102.065699
120,C1,18.16,1.5,403000000,14.72844769,303000000,102.0250436
121,C1,19.155,1.5,403000000,14.80520402,303000000,101.9908193
122,C1,20.15,1.5,403000000,14.87366575,303000000,101.9619664
123,C1,21.145,1.5,403000000,14.93505633,303000000,101.9376137
124,C1,22.14,1.5,403000000,14.99037645,303000000,101.9170438
125,C1,23.135,1.5,403000000,15.04045152,303000000,101.8996632
126,C1,24.13,1.5,403000000,15.08596767,303000000,101.8849801
127,C1,25.125,1.5,403000000,15.12749934,303000000,101.8725853
128,C1,26.12,1.5,403000000,15.16553071,303000000,101.862137
129,C1,27.115,1.5,403000000,15.20047242,303000000,101.8533491
130,C1,28.11,1.5,403000000,15.23267478,303000000,101.8459811
131,C1,29.105,1.5,403000000,15.26243824,303000000,101.8398301
132,C1,30.1,1.5,403000000,15.29002183,303000000,101.8347246
133,C1,31.095,1.5,403000000,15.31564991,303000000,101.830519
134,C1,32.09,1.5,403000000,15.33951772,303000000,101.8270894
135,C1,33.085,1.5,403000000,15.36179586,303000000,101.8243301
136,C1,34.08,1.5,403000000,15.382634,303000000,101.8221507
137,C1,35.075,1.5,403000000,15.40216396,303000000,101.8204734
138,C1,36.07,1.5,403000000,15.42050224,303000000,101.8192315
139,C1,37.065,1.5,403000000,15.43775215,303000000,101.8183675
140,C1,38.06,1.5,403000000,15.4540056,303000000,101.8178314
141,C1,39.055,1.5,403000000,15.46934462,303000000,101.8175803
142,C1,40.05,1.5,403000000,15.48384263,303000000,101.8175766
143,C1,41.045,1.5,403000000,15.49756552,303000000,101.8177879
144,C1,42.04,1.5,403000000,15.51057257,303000000,101.8181859
145,C1,43.035,1.5,403000000,15.52291727,303000000,101.8187458
146,C1,44.03,1.5,403000000,15.53464799,303000000,101.8194459
147,C1,45.025,1.5,403000000,15.54580857,303000000,101.8202675
148,C1,46.02,1.5,403000000,15.55643884,303000000,101.8211938
149,C1,47.015,1.5,403000000,15.56657504,303000000,101.8222103
150,C1,48.01,1.5,403000000,15.57625025,303000000,101.8233044
151,C1,49.005,1.5,403000000,15.58549469,303000000,101.8244646
152,C1,50,1.5,403000000,15.59433602,303000000,101.8256812
153,C1,0.25,2,414000000,-0.021285528,314000000,94.0564989
154,C1,1.245,2,413000000,12.75872544,313000000,92.05443295
155,C1,2.24,2,412000000,14.16424872,312000000,87.69778233
156,C1,3.235,2,412000000,13.09507786,312000000,83.70534654
157,C1,4.23,2,412000000,11.82632623,312000000,80.42926805
158,C1,5.225,2,414000000,11.25823975,314000000,80.1927669
159,C1,6.22,2,417000000,11.39766884,317000000,82.77818924
160,C1,7.215,2,418000000,11.82059988,318000000,83.83901446
161,C1,8.21,2,418000000,12.18991739,318000000,83.51343897
162,C1,9.205,2,419000000,12.48445653,319000000,84.98824962
163,C1,10.2,2,419000000,12.72612285,319000000,84.77532205
164,C1,11.195,2,419000000,12.91823696,319000000,84.59332005
165,C1,12.19,2,419000000,13.07343997,319000000,84.43764111
166,C1,13.185,2,419000000,13.20062644,319000000,84.30419449
167,C1,14.18,2,419000000,13.30618654,319000000,84.18945798
168,C1,15.175,2,419000000,13.39479828,319000000,84.09045397
169,C1,16.17,2,418000000,13.47223534,318000000,82.25793473
170,C1,17.165,2,418000000,13.54435265,318000000,82.1898843
171,C1,18.16,2,418000000,13.60785994,318000000,82.13154214
172,C1,19.155,2,418000000,13.66416602,318000000,82.08132027
173,C1,20.15,2,418000000,13.71439484,318000000,82.03792098
174,C1,21.145,2,418000000,13.75945286,318000000,82.00027949
175,C1,22.14,2,418000000,13.8000784,318000000,81.96751844
176,C1,23.135,2,418000000,13.83687833,318000000,81.93891176
177,C1,24.13,2,418000000,13.8703556,318000000,81.91385592
178,C1,25.125,2,418000000,13.9009303,318000000,81.89184712
179,C1,26.12,2,418000000,13.92895578,318000000,81.87246295
180,C1,27.115,2,418000000,13.95473124,318000000,81.8553478
181,C1,28.11,2,418000000,13.97851157,318000000,81.84020107
182,C1,29.105,2,418000000,14.00051517,318000000,81.82676765
183,C1,30.1,2,418000000,14.02093017,318000000,81.81483022
184,C1,31.095,2,418000000,14.03991942,318000000,81.80420296
185,C1,32.09,2,418000000,14.05762458,318000000,81.79472644
186,C1,33.085,2,418000000,14.07416939,318000000,81.78626338
187,C1,34.08,2,418000000,14.0896624,318000000,81.77869524
188,C1,35.075,2,418000000,14.1041992,318000000,81.77191925
189,C1,36.07,2,418000000,14.11786431,318000000,81.76584615
190,C1,37.065,2,418000000,14.13073265,318000000,81.76039809
191,C1,38.06,2,418000000,14.14287093,318000000,81.75550707
192,C1,39.055,2,418000000,14.15433869,318000000,81.75111347
193,C1,40.05,2,418000000,14.16518923,318000000,81.74716492
194,C1,41.045,2,418000000,14.17547043,318000000,81.74361528
195,C1,42.04,2,418000000,14.18522536,318000000,81.74042384
196,C1,43.035,2,418000000,14.19449293,318000000,81.73755456
197,C1,44.03,2,418000000,14.20330834,318000000,81.7349755
198,C1,45.025,2,418000000,14.21170349,318000000,81.73265824
199,C1,46.02,2,418000000,14.21970739,318000000,81.73057752
200,C1,47.015,2,418000000,14.22734648,318000000,81.72871079
201,C1,48.01,2,418000000,14.23464487,318000000,81.72703788
202,C1,49.005,2,418000000,14.24162462,318000000,81.72554075
203,C1,50,2,418000000,14.24830593,318000000,81.72420322
204,C1,0.25,2.5,430000000,-3.992020957,330000000,83.44863735
205,C1,1.245,2.5,429000000,9.68323295,329000000,82.61628201
206,C1,2.24,2.5,428000000,12.21216895,328000000,79.63043379
207,C1,3.235,2.5,427000000,11.810096,327000000,75.75028538
208,C1,4.23,2.5,428000000,11.02779387,328000000,73.58667129
209,C1,5.225,2.5,429000000,10.64592989,329000000,72.40851671
210,C1,6.22,2.5,431000000,10.76424987,331000000,72.90524379
211,C1,7.215,2.5,433000000,11.06996557,333000000,74.14019164
212,C1,8.21,2.5,433000000,11.36101861,333000000,73.76355158
213,C1,9.205,2.5,433000000,11.58302363,333000000,73.44979823
214,C1,10.2,2.5,433000000,11.75667153,333000000,73.18790911
215,C1,11.195,2.5,433000000,11.89541633,333000000,72.96850207
216,C1,12.19,2.5,433000000,12.00830921,333000000,72.78382455
217,C1,13.185,2.5,433000000,12.10162109,333000000,72.62756842
