Ref,Val,T12,fpeak,gain,fimg,img,fhimg,himg
C102,27.115,3,448000000,11.12085254,348000000,64.70434319,398000000,37.82775327
C102,9.205,4.5,490000000,6.048778324,390000000,51.90269553,440000000,37.82666122
C102,26.12,3,448000000,11.11215801,348000000,64.73562333,398000000,37.81608789
C102,50,3.5,462000000,9.385257763,362000000,58.10692058,412000000,37.81080877
C102,21.145,2,418000000,13.75945286,318000000,82.00027949,368000000,37.80942832
C102,49.005,3.5,462000000,9.384699164,362000000,58.1143672,412000000,37.80664926
C102,25.125,3,448000000,11.10251349,348000000,64.77002731,398000000,37.8044194
C102,13.185,3,448000000,10.79854243,348000000,65.71286567,398000000,37.80350668
C102,48.01,3.5,462000000,9.384099479,362000000,58.12219561,412000000,37.80238209
C102,36.07,1,387000000,16.5922935,287000000,106.2772547,337000000,37.80205737
C102,47.015,3.5,462000000,9.383454946,362000000,58.13043419,412000000,37.79800483
C102,33.085,1.5,403000000,15.36179586,303000000,101.8243301,353000000,37.79410885
C102,46.02,3.5,462000000,9.382761374,362000000,58.13911409,412000000,37.79351531
C102,24.13,3,448000000,11.09176987,348000000,64.80798991,398000000,37.79287003
C102,45.025,3.5,462000000,9.382014089,362000000,58.14826954,412000000,37.78891158
C102,44.03,3.5,462000000,9.381207865,362000000,58.15793826,412000000,37.78419207
C102,14.18,3.5,462000000,9.190117241,362000000,59.3967963,412000000,37.78348812
C102,23.135,3,448000000,11.07974723,348000000,64.85002317,398000000,37.78160424
C102,43.035,3.5,462000000,9.380336842,362000000,58.16816187,412000000,37.77935566
C102,42.04,3.5,462000000,9.379394438,362000000,58.17898641,412000000,37.77440184
C102,14.18,3,448000000,10.85188336,348000000,65.56512609,398000000,37.77202834
C102,22.14,3,448000000,11.0662267,348000000,64.89673292,398000000,37.77084269
C102,41.045,3.5,462000000,9.378373238,362000000,58.19046293,412000000,37.76933082
C102,20.15,2,418000000,13.71439484,318000000,82.03792098,368000000,37.76538761
C102,40.05,3.5,462000000,9.377264865,362000000,58.20264812,412000000,37.76414379
C102,21.145,3,448000000,11.05093998,348000000,64.94883954,398000000,37.76088099
C102,35.075,1,387000000,16.56541271,287000000,106.2697427,337000000,37.75941045
C102,39.055,3.5,462000000,9.376059833,362000000,58.21560512,412000000,37.75884308
C102,32.09,1.5,403000000,15.33951772,303000000,101.8270894,353000000,37.75835229
C102,38.06,3.5,462000000,9.374747364,362000000,58.22940443,412000000,37.75343257
C102,15.175,3,448000000,10.89598554,348000000,65.43781457,398000000,37.75294812
C102,20.15,3,448000000,11.03355516,348000000,65.00720397,398000000,37.75211546
C102,37.065,3.5,462000000,9.373315176,362000000,58.24412495,412000000,37.74791794
C102,15.175,3.5,462000000,9.218097276,362000000,59.26052738,412000000,37.74599803
C102,19.155,3,448000000,11.01365776,348000000,65.07286044,398000000,37.74507835
C102,16.17,3,448000000,10.93288557,348000000,65.32747521,398000000,37.74286419
C102,36.07,3.5,462000000,9.371749228,362000000,58.25985522,412000000,37.74230725
C102,18.16,3,448000000,10.9907247,348000000,65.14705793,398000000,37.74048658
C102,17.165,3,448000000,10.96408831,348000000,65.23131274,398000000,37.73930959
C102,35.075,3.5,462000000,9.370033412,362000000,58.27669489,412000000,37.73661141
C102,34.08,3.5,462000000,9.368149181,362000000,58.29475643,412000000,37.73084498
C102,33.085,3.5,462000000,9.366075101,362000000,58.31416717,412000000,37.72502705
C102,31.095,1.5,403000000,15.31564991,303000000,101.830519,353000000,37.72073576
C102,19.155,2,418000000,13.66416602,318000000,82.08132027,368000000,37.72025546
C102,16.17,3.5,462000000,9.241033655,362000000,59.14233497,412000000,37.71920521
C102,32.09,3.5,462000000,9.363786298,362000000,58.33507172,412000000,37.71918236
C102,34.08,1,387000000,16.53686084,287000000,106.2622511,337000000,37.71458451
C102,31.095,3.5,462000000,9.361253784,362000000,58.35763487,412000000,37.71334275
C102,30.1,3.5,462000000,9.358443624,362000000,58.38204508,412000000,37.707549
C102,29.105,3.5,462000000,9.355315899,362000000,58.40851862,412000000,37.70185314
C102,17.165,3.5,462000000,9.260044947,362000000,59.03920581,412000000,37.70045024
C102,28.11,3.5,462000000,9.351823408,362000000,58.43730467,412000000,37.69632146
C102,27.115,3.5,462000000,9.347910039,362000000,58.46869148,412000000,37.69103832
C102,8.21,2,418000000,12.18991739,318000000,83.51343897,368000000,37.68986695
C102,18.16,3.5,462000000,9.275959347,362000000,58.9487083,412000000,37.68776596
C102,26.12,3.5,462000000,9.343508691,362000000,58.50301385,412000000,37.68611117
C102,25.125,3.5,462000000,9.33853862,362000000,58.54066242,412000000,37.68167705
C102,30.1,1.5,403000000,15.29002183,303000000,101.8347246,353000000,37.6811291
C102,19.155,3.5,462000000,9.289399965,362000000,58.86886895,412000000,37.67968649
C102,10.2,4,476000000,7.18968066,376000000,55.11788576,426000000,37.6779395
C102,24.13,3.5,462000000,9.332902014,362000000,58.58209507,412000000,37.67791108
C102,20.15,3.5,462000000,9.300842441,362000000,58.79807652,412000000,37.67511144
C102,23.135,3.5,462000000,9.326479527,362000000,58.62785106,412000000,37.67503778
C102,18.16,2,418000000,13.60785994,318000000,82.13154214,368000000,37.6744669
C102,22.14,3.5,462000000,9.319124396,362000000,58.67856871,412000000,37.67334599
C102,21.145,3.5,462000000,9.310654622,362000000,58.7350076,412000000,37.67320896
C102,33.085,1,387000000,16.50648124,287000000,106.2548184,337000000,37.66742094
C102,10.2,4.5,490000000,6.122682176,390000000,51.60535273,440000000,37.64498564
C102,29.105,1.5,403000000,15.26243824,303000000,101.8398301,353000000,37.63939322
C102,17.165,2,418000000,13.54435265,318000000,82.1898843,368000000,37.62869013
C102,32.09,1,387000000,16.47409751,287000000,106.2474913,337000000,37.61774733
C102,28.11,1.5,403000000,15.23267478,303000000,101.8459811,353000000,37.59538025
C102,50,0.5,371000000,17.6380971,271000000,88.58446909,321000000,37.59053648
C102,16.17,2,418000000,13.47223534,318000000,82.25793473,368000000,37.58392791
C102,31.095,1,387000000,16.43951034,287000000,106.2403269,337000000,37.56537635
C102,49.005,0.5,371000000,17.62256475,271000000,88.57507583,321000000,37.56297083
C102,27.115,1.5,403000000,15.20047242,303000000,101.8533491,353000000,37.54893418
C102,11.195,4,476000000,7.24603738,376000000,54.85882372,426000000,37.536235
C102,48.01,0.5,371000000,17.60632835,271000000,88.56542575,321000000,37.53429189
C102,30.1,1,387000000,16.4024937,287000000,106.2333944,337000000,37.51010469
C102,11.195,4.5,490000000,6.174994969,390000000,51.35451032,440000000,37.50721794
C102,47.015,0.5,371000000,17.58934027,271000000,88.55551116,321000000,37.50443282
C102,26.12,1.5,403000000,15.16553071,303000000,101.862137,353000000,37.49989217
C102,46.02,0.5,371000000,17.57154856,271000000,88.54532439,321000000,37.47332148
C102,29.105,1,387000000,16.36279033,287000000,106.2267779,337000000,37.45171206
C102,25.125,1.5,403000000,15.12749934,303000000,101.8725853,353000000,37.44808685
C102,45.025,0.5,371000000,17.55289652,271000000,88.53485793,321000000,37.44087993
C102,12.19,4,476000000,7.288172192,376000000,54.63984317,426000000,37.42985498
C102,44.03,0.5,371000000,17.53332209,271000000,88.52410451,321000000,37.40702389
C102,12.19,4.5,490000000,6.212676377,390000000,51.1416047,440000000,37.40207313
C102,24.13,1.5,403000000,15.08596767,303000000,101.8849801,353000000,37.3933501
C102,28.11,1,387000000,16.32010628,287000000,106.2205797,337000000,37.3899604
C102,43.035,0.5,371000000,17.51275725,271000000,88.51305722,321000000,37.37166212
C102,13.185,4,476000000,7.320244104,376000000,54.45344432,426000000,37.34964502
C102,23.135,1.5,403000000,15.04045152,303000000,101.8996632,353000000,37.33551906
C102,42.04,0.5,371000000,17.49112728,271000000,88.50170965,321000000,37.33469567
C102,27.115,1,387000000,16.27410424,287000000,106.214924,337000000,37.32459338
C102,13.185,4.5,490000000,6.2401935,390000000,50.95970238,440000000,37.3212846
C102,41.045,0.5,371000000,17.46834998,271000000,88.49005611,321000000,37.29601716
C102,14.18,4,476000000,7.34503274,376000000,54.29366981,426000000,37.28895105
C102,22.14,1.5,403000000,14.99037645,303000000,101.9170438,353000000,37.2744453
C102,14.18,4.5,490000000,6.260496818,390000000,50.80324278,440000000,37.25880962
C102,40.05,0.5,371000000,17.44433465,271000000,88.47809185,321000000,37.25550988
C102,26.12,1,387000000,16.22439547,287000000,106.209962,337000000,37.25533663
C102,15.175,4,476000000,7.364444777,376000000,54.15578585,426000000,37.24292034
C102,39.055,0.5,371000000,17.41898106,271000000,88.46581332,321000000,37.21304687
C102,15.175,4.5,490000000,6.275584779,390000000,50.6677773,440000000,37.21021709
C102,21.145,1.5,403000000,14.93505633,303000000,101.9376137,353000000,37.21000867
C102,16.17,4,476000000,7.379818393,376000000,54.03601878,426000000,37.20799251
C102,25.125,1,387000000,16.17052977,287000000,106.2058778,337000000,37.18189872
C102,50,4,476000000,7.445325798,376000000,52.9656577,426000000,37.18174574
C102,17.165,4,476000000,7.392112016,376000000,53.93134587,426000000,37.18153579
C102,49.005,4,476000000,7.445520512,376000000,52.97369931,426000000,37.17897993
C102,48.01,4,476000000,7.445705901,376000000,52.98214032,426000000,37.17616046
C102,47.015,4,476000000,7.445880243,376000000,52.9910098,426000000,37.17328804
C102,16.17,4.5,490000000,6.286841375,390000000,50.54974156,440000000,37.1722377
C102,46.02,4,476000000,7.446041567,376000000,53.00033965,426000000,37.17036386
C102,38.06,0.5,371000000,17.39217817,271000000,88.45321857,321000000,37.16848979
C102,45.025,4,476000000,7.446187615,376000000,53.01016487,426000000,37.16738959
C102,44.03,4,476000000,7.446315795,376000000,53.02052399,426000000,37.16436756
C102,18.16,4,476000000,7.402024585,376000000,53.83933207,426000000,37.1615889
C102,43.035,4,476000000,7.446423129,376000000,53.03145946,426000000,37.16130089
C102,42.04,4,476000000,7.446506188,376000000,53.0430182,426000000,37.1581936
C102,41.045,4,476000000,7.446561019,376000000,53.05525213,426000000,37.15505085
C102,40.05,4,476000000,7.446583052,376000000,53.06821889,426000000,37.15187915
C102,39.055,4,476000000,7.446566997,376000000,53.08198258,426000000,37.14868668
C102,19.155,4,476000000,7.410074099,376000000,53.7580036,426000000,37.14667796
C102,38.06,4,476000000,7.44650671,376000000,53.09661467,426000000,37.14548356
C102,17.165,4.5,490000000,6.295244068,390000000,50.446269,440000000,37.14244069
C102,37.065,4,476000000,7.446395044,376000000,53.11219506,426000000,37.14228235
C102,20.15,1.5,403000000,14.87366575,303000000,101.9619664,353000000,37.14213807
C102,36.07,4,476000000,7.446223657,376000000,53.12881332,426000000,37.13909852
C102,35.075,4,476000000,7.445982785,376000000,53.14657012,426000000,37.13595113
C102,20.15,4,476000000,7.416650064,376000000,53.68575049,426000000,37.13568616
C102,34.08,4,476000000,7.445660967,376000000,53.16557897,426000000,37.13286356
C102,33.085,4,476000000,7.445244702,376000000,53.18596821,426000000,37.12986452
C102,21.145,4,476000000,7.422049217,376000000,53.62125114,426000000,37.12776045
C102,32.09,4,476000000,7.444718025,376000000,53.20788346,426000000,37.1269893
C102,31.095,4,476000000,7.444061994,376000000,53.23149047,426000000,37.12428122
C102,22.14,4,476000000,7.426500316,376000000,53.56341392,426000000,37.12224427
C102,30.1,4,476000000,7.443254029,376000000,53.25697858,426000000,37.12179359
C102,37.065,0.5,371000000,17.36380264,271000000,88.44030764,321000000,37.12168781
C102,29.105,4,476000000,7.442267104,376000000,53.28456488,426000000,37.11959214
C102,18.16,4.5,490000000,6.30149533,390000000,50.35504271,440000000,37.11900338
C102,23.135,4,476000000,7.430181622,376000000,53.51133166,426000000,37.11862862
C102,28.11,4,476000000,7.44106871,376000000,53.31449925,426000000,37.11775806
C102,24.13,4,476000000,7.433233416,376000000,53.46424605,426000000,37.11651625
C102,27.115,4,476000000,7.439619542,376000000,53.34707046,426000000,37.11639198
C102,26.12,4,476000000,7.437871816,376000000,53.38261367,426000000,37.11561897
C102,25.125,4,476000000,7.435767088,376000000,53.42151964,426000000,37.11559517
C102,24.13,1,387000000,16.11198322,287000000,106.2028958,337000000,37.10397375
C102,19.155,4.5,490000000,6.306107898,390000000,50.27417932,440000000,37.1005471
C102,20.15,4.5,490000000,6.309461234,390000000,50.20213871,440000000,37.08601999
C102,21.145,4.5,490000000,6.311839666,390000000,50.1376537,440000000,37.07461268
C102,36.07,0.5,371000000,17.33371716,271000000,88.42708311,321000000,37.07247623
C102,19.155,1.5,403000000,14.80520402,303000000,101.9908193,353000000,37.07084232
C102,50,4.5,490000000,6.293064944,390000000,49.46683974,440000000,37.06887826
C102,49.005,4.5,490000000,6.293970533,390000000,49.47535049,440000000,37.06724126
C102,22.14,4.5,490000000,6.313458618,390000000,50.07967534,440000000,37.0656974
C102,48.01,4.5,490000000,6.294893725,390000000,49.48427133,440000000,37.06559037
C102,47.015,4.5,490000000,6.295834331,390000000,49.49363149,440000000,37.06392835
C102,46.02,4.5,490000000,6.29679203,390000000,49.503463,440000000,37.06225852
C102,45.025,4.5,490000000,6.29776634,390000000,49.51380095,440000000,37.06058484
C102,44.03,4.5,490000000,6.298756586,390000000,49.5246839,440000000,37.05891209
C102,23.135,4.5,490000000,6.314482946,390000000,50.02733015,440000000,37.05878345
C102,43.035,4.5,490000000,6.299761858,390000000,49.53615432,440000000,37.05724596
C102,42.04,4.5,490000000,6.300780963,390000000,49.54825904,440000000,37.05559322
C102,41.045,4.5,490000000,6.301812367,390000000,49.56104985,440000000,37.05396195
C102,24.13,4.5,490000000,6.315039937,390000000,49.97988652,440000000,37.05348449
C102,40.05,4.5,490000000,6.302854122,390000000,49.5745841,440000000,37.05236178
C102,39.055,4.5,490000000,6.303903782,390000000,49.58892554,440000000,37.05080413
C102,25.125,4.5,490000000,6.315228672,390000000,49.9367283,440000000,37.04949428
C102,38.06,4.5,490000000,6.304958294,390000000,49.6041451,440000000,37.04930264
C102,37.065,4.5,490000000,6.306013872,390000000,49.62032199,440000000,37.04787352
C102,26.12,4.5,490000000,6.315126826,390000000,49.89733376,440000000,37.04656853
C102,36.07,4.5,490000000,6.307065835,390000000,49.63754483,440000000,37.04653615
C102,35.075,4.5,490000000,6.308108412,390000000,49.6559131,440000000,37.04531363
C102,27.115,4.5,490000000,6.314795696,390000000,49.86125887,440000000,37.04451119
C102,34.08,4.5,490000000,6.309134498,390000000,49.67553878,440000000,37.04423361
C102,33.085,4.5,490000000,6.310135353,390000000,49.69654831,440000000,37.04332924
C102,28.11,4.5,490000000,6.314283925,390000000,49.82812386,440000000,37.04316407
C102,32.09,4.5,490000000,6.311100225,390000000,49.71908486,440000000,37.04264036
C102,29.105,4.5,490000000,6.313630317,390000000,49.79760241,440000000,37.04239886
C102,31.095,4.5,490000000,6.312015872,390000000,49.74331119,440000000,37.04221495
C102,30.1,4.5,490000000,6.312865963,390000000,49.7694129,440000000,37.04211101
C102,23.135,1,387000000,16.04814279,287000000,106.20129,337000000,37.02124608
C102,35.075,0.5,371000000,17.30176844,271000000,88.41355075,321000000,37.02067508
C102,18.16,1.5,403000000,14.72844769,303000000,102.0250436,353000000,36.99625572
C102,34.08,0.5,371000000,17.26778488,271000000,88.39972034,321000000,36.96608749
C102,22.14,1,387000000,15.97828704,287000000,106.2013957,337000000,36.93339852
C102,17.165,1.5,403000000,14.64188735,303000000,102.065699,353000000,36.91870543
C102,33.085,0.5,371000000,17.23157383,271000000,88.3856066,321000000,36.90849795
C102,32.09,0.5,371000000,17.19291833,271000000,88.3712305,321000000,36.84767044
C102,21.145,1,387000000,15.90156178,287000000,106.2036234,337000000,36.84012552
C102,16.17,1.5,403000000,14.54364226,303000000,102.1140781,353000000,36.83881059
C102,15.175,2,419000000,13.39479828,319000000,84.09045397,369000000,36.79523097
C102,31.095,0.5,371000000,17.1515733,271000000,88.35662068,321000000,36.78334634
C102,9.205,2,419000000,12.48445653,319000000,84.98824962,369000000,36.7763586
C102,14.18,2,419000000,13.30618654,319000000,84.18945798,369000000,36.75939951
C102,15.175,1.5,403000000,14.43134353,303000000,102.1717595,353000000,36.75762773
C102,20.15,1,387000000,15.81694888,287000000,106.2084772,337000000,36.74115409
C102,13.185,2,419000000,13.20062644,319000000,84.30419449,369000000,36.72956431
C102,10.2,2,419000000,12.72612285,319000000,84.77532205,369000000,36.72349014
C102,30.1,0.5,371000000,17.1072609,271000000,88.34181535,321000000,36.71524232
C102,12.19,2,419000000,13.07343997,319000000,84.43764111,369000000,36.70955273
C102,11.195,2,419000000,12.91823696,319000000,84.59332005,369000000,36.70489753
C102,14.18,1.5,403000000,14.30197193,303000000,102.2406718,353000000,36.676863
C102,29.105,0.5,371000000,17.05966506,271000000,88.32686459,321000000,36.64304811
C102,19.155,1,387000000,15.72322618,287000000,106.2165767,337000000,36.63627609
C102,7.215,1.5,403000000,12.35074456,303000000,103.3085665,353000000,36.61110353
C102,13.185,1.5,403000000,14.15162879,303000000,102.3231692,353000000,36.59917876
C102,28.11,0.5,371000000,17.00842491,271000000,88.3118332,321000000,36.56642429
C102,6.22,1,386000000,11.99475817,286000000,113.9730312,336000000,36.5371636
C102,12.19,1.5,403000000,13.97520673,303000000,102.4221156,353000000,36.52862944
C102,18.16,1,387000000,15.61891528,287000000,106.2286848,337000000,36.52539752
C102,8.21,1.5,403000000,12.82911749,303000000,103.0619147,353000000,36.48609301
C102,27.115,0.5,371000000,16.95312672,271000000,88.29680423,321000000,36.48500026
C102,11.195,1.5,403000000,13.76590646,303000000,102.5409721,353000000,36.47126298
C102,10.2,1.5,403000000,13.51451143,303000000,102.6838757,353000000,36.43590943
C102,9.205,1.5,403000000,13.20826986,303000000,102.8556806,353000000,36.4351217
C102,17.165,1,387000000,15.5022128,287000000,106.2457417,337000000,36.40861306
C102,26.12,0.5,371000000,16.89329422,271000000,88.28188338,321000000,36.39837261
C102,25.125,0.5,371000000,16.82837671,271000000,88.2672045,321000000,36.30610417
C102,16.17,1,387000000,15.37089897,287000000,106.2689073,337000000,36.28631811
C102,24.13,0.5,371000000,16.75773442,271000000,88.25293633,321000000,36.20772439
C102,15.175,1,387000000,15.22221417,287000000,106.2996122,337000000,36.15937566
C102,23.135,0.5,371000000,16.68062035,271000000,88.23929108,321000000,36.10273184
C102,14.18,1,387000000,15.05269006,287000000,106.3396189,337000000,36.02936266
C102,22.14,0.5,371000000,16.59615771,271000000,88.22653493,321000000,35.99060003
C102,13.185,1,387000000,14.8579148,287000000,106.3910934,337000000,35.89892899
C102,21.145,0.5,371000000,16.50331144,271000000,88.21500122,321000000,35.87078861
C102,20.15,0.5,371000000,16.40085222,271000000,88.2051068,321000000,35.74276282
C102,19.155,0.5,371000000,16.28731048,271000000,88.19737224,321000000,35.60602551
C102,7.215,1,387000000,12.66518933,287000000,107.1319346,337000000,35.55725257
C102,18.16,0.5,371000000,16.16091706,271000000,88.19244682,321000000,35.4601686
C102,17.165,0.5,371000000,16.0195259,271000000,88.19113893,321000000,35.30495386
C102,16.17,0.5,371000000,15.86051235,271000000,88.19445291,321000000,35.14043777
C102,12.19,1,388000000,14.64432544,288000000,101.2958029,338000000,35.07454196
C102,15.175,0.5,371000000,15.68063748,271000000,88.20363273,321000000,34.96716217
C102,11.195,1,388000000,14.39334436,288000000,101.3902068,338000000,34.96266228
C102,10.2,1,388000000,14.08790182,288000000,101.4997615,338000000,34.86391223
C102,9.205,1,388000000,13.71176954,288000000,101.6263299,338000000,34.78979977
C102,14.18,0.5,371000000,15.47586489,271000000,88.22021241,321000000,34.78644097
C102,6.22,0.5,370000000,11.87494813,270000000,91.25357256,320000000,34.77026255
C102,8.21,1,388000000,13.24249275,288000000,101.771488,338000000,34.756333
C102,13.185,0.5,371000000,15.24110949,271000000,88.24607208,321000000,34.60078338
C102,12.19,0.5,371000000,14.96988696,271000000,88.28349603,321000000,34.41450146
C102,11.195,0.5,371000000,14.65381494,271000000,88.33522583,321000000,34.23454426
C102,7.215,0.5,371000000,12.65401151,271000000,88.75667502,321000000,33.86809533
C102,10.2,0.5,372000000,14.29429096,272000000,86.30601855,322000000,33.3740005
C102,9.205,0.5,372000000,13.85936657,272000000,86.40276494,322000000,33.23933932
C102,8.21,0.5,372000000,13.31964813,272000000,86.511213,322000000,33.14451981
C102,2.24,4.5,514000000,4.997230246,414000000,95.04473351,464000000,24.94352542
C102,1.245,4.5,521000000,5.329359677,421000000,79.10831722,471000000,24.70713735
C102,0.25,4.5,529000000,-2.673553436,429000000,69.73652996,479000000,22.91231913
C102,1.245,4,508000000,4.738052376,408000000,73.00031338,458000000,22.04853658
C102,0.25,4,517000000,-2.77434151,417000000,65.63922453,467000000,18.90351337
C102,0.25,3.5,505000000,-3.459912862,405000000,61.14353233,455000000,13.13145627
C102,0.25,3,492000000,-4.196383123,392000000,57.66478,442000000,7.751628966
C103,13.185,1,386000000,21.48065111,286000000,95.47022379,336000000,80.06579399
C103,13.185,0.5,370000000,26.88451388,270000000,91.21202412,320000000,79.15610676
C103,12.19,0.5,370000000,25.7382834,270000000,89.10339922,320000000,71.10801
C103,14.18,2.5,433000000,12.77147199,333000000,64.07495781,383000000,69.68787385
C103,14.18,2,418000000,15.14148475,318000000,72.17366554,368000000,69.23747945
C103,13.185,1.5,402000000,18.00065912,302000000,83.13146755,352000000,69.08314706
C103,11.195,0.5,371000000,29.81119479,271000000,91.0755652,321000000,67.72696355
C103,14.18,1.5,402000000,17.9097294,302000000,83.80635668,352000000,67.0252807
C103,12.19,1,387000000,23.34042956,287000000,93.15233756,337000000,66.7475387
C103,14.18,1,386000000,20.81094824,286000000,95.68177372,336000000,65.12971806
C103,15.175,3,447000000,10.76305627,347000000,58.30903911,397000000,64.49617983
C103,5.225,0.5,373000000,40.35008007,273000000,94.84313955,323000000,64.25519772
C103,15.175,3.5,462000000,8.593223107,362000000,53.25666804,412000000,64.19141236
C103,11.195,1,387000000,26.26302518,287000000,95.26782633,337000000,63.47757245
C103,14.18,3,448000000,10.36861182,348000000,57.74859352,398000000,63.27486156
C103,14.18,0.5,370000000,22.96201734,270000000,88.3325277,320000000,63.10581683
C103,13.185,2,418000000,15.12187251,318000000,71.47106578,368000000,62.88696102
C103,15.175,4,476000000,6.409782256,376000000,48.60382075,426000000,61.94284095
C103,16.17,4.5,489000000,5.479616788,389000000,45.92516107,439000000,60.01024029
C103,15.175,2.5,433000000,12.92402351,333000000,64.84528388,383000000,60.00374545
C103,12.19,1.5,403000000,18.24254797,303000000,84.61473237,353000000,59.97396686
C103,15.175,2,417000000,14.93881918,317000000,71.88797767,367000000,59.96605739
C103,15.175,1.5,402000000,17.32406578,302000000,84.02073198,352000000,58.07780591
C103,15.175,4.5,489000000,5.057882029,389000000,45.09432903,439000000,57.62341693
C103,13.185,2.5,433000000,12.29054953,333000000,62.98572895,383000000,57.5590649
C103,15.175,1,386000000,19.48899116,286000000,95.29893562,336000000,57.52190953
C103,14.18,3.5,462000000,8.077635334,362000000,52.24134489,412000000,57.34959475
C103,15.175,0.5,369000000,20.65966064,269000000,88.37896749,319000000,56.98021636
C103,16.17,4,476000000,6.771909596,376000000,49.41883194,426000000,56.70351033
C103,9.205,1,388000000,25.47435338,288000000,90.2876554,338000000,56.3175799
C103,16.17,3,447000000,11.03071775,347000000,59.12160515,397000000,56.14269199
C103,16.17,3.5,462000000,8.899131204,362000000,54.06070106,412000000,55.75174377
C103,10.2,0.5,371000000,22.01119451,271000000,82.42067754,321000000,55.72063762
C103,11.195,1.5,403000000,18.20920017,303000000,83.85611559,353000000,54.94151328
C103,12.19,2,418000000,14.43344753,318000000,70.11712595,368000000,54.89113189
C103,16.17,2,417000000,14.84355655,317000000,72.49701542,367000000,54.51796369
C103,16.17,2.5,433000000,12.92074218,333000000,65.47081314,383000000,53.94237765
C103,17.165,4.5,489000000,5.753308282,389000000,46.60081748,439000000,53.80466504
C103,13.185,3,448000000,9.728821672,348000000,56.5550151,398000000,53.7314441
C103,14.18,4,476000000,5.840816025,376000000,47.57695613,426000000,53.43919585
C103,16.17,1.5,402000000,16.69757168,302000000,84.2340477,352000000,53.27452163
C103,16.17,1,386000000,18.36129165,286000000,95.17960496,336000000,52.80463964
C103,16.17,0.5,369000000,19.47132813,269000000,88.4107647,319000000,52.52255778
C103,17.165,3,447000000,11.14224073,347000000,59.78154657,397000000,51.85397286
C103,6.22,1,389000000,26.2824519,289000000,86.79882532,339000000,51.81693409
C103,10.2,1,388000000,18.24952632,288000000,83.80925844,338000000,51.71636033
C103,17.165,2.5,432000000,12.90869455,332000000,65.56347935,382000000,51.69296098
C103,14.18,4.5,490000000,4.507344066,390000000,44.39272397,440000000,51.47416384
C103,17.165,4,476000000,7.001143562,376000000,50.09650224,426000000,51.30582853
C103,17.165,3.5,462000000,9.07580813,362000000,54.73456832,412000000,51.09692955
C103,17.165,2,417000000,14.6173783,317000000,72.99860194,367000000,51.04866516
C103,12.19,2.5,433000000,11.1722171,333000000,61.26714805,383000000,50.92358085
C103,13.185,3.5,462000000,7.225191102,362000000,50.886881,412000000,50.17894103
C103,4.23,0.5,373000000,27.06304708,273000000,80.91878146,323000000,49.96561122
C103,17.165,1.5,402000000,16.14745173,302000000,84.57036353,352000000,49.95523365
C103,18.16,4.5,489000000,5.929302718,389000000,47.17216305,439000000,49.87855129
C103,18.16,4,475000000,7.151494685,375000000,50.36495557,425000000,49.56961522
C103,18.16,3.5,461000000,9.191206603,361000000,54.9835422,411000000,49.53752696
C103,17.165,1,386000000,17.48865921,286000000,95.39956716,336000000,49.42781448
C103,11.195,2,419000000,12.90105395,319000000,68.76991412,369000000,49.30209993
C103,17.165,0.5,369000000,18.35762576,269000000,88.66324511,319000000,49.05604942
C103,18.16,3,447000000,11.16552067,347000000,60.35773364,397000000,49.02420518
C103,18.16,2.5,432000000,12.82199839,332000000,66.11099574,382000000,49.02076641
C103,18.16,2,417000000,14.35541476,317000000,73.49145921,367000000,48.47897899
C103,10.2,1.5,403000000,14.4338458,303000000,79.38025713,353000000,47.98987764
C103,12.19,3,448000000,8.571664509,348000000,54.84602761,398000000,47.93143279
C103,13.185,4,476000000,4.950938829,376000000,46.22357561,426000000,47.43633063
C103,18.16,1.5,402000000,15.68668291,302000000,85.05125248,352000000,47.43577203
C103,6.22,0.5,373000000,22.35153864,273000000,77.51219854,323000000,47.42992449
C103,5.225,1,389000000,22.96959382,289000000,82.84195607,339000000,47.35305356
C103,19.155,3.5,461000000,9.250891427,361000000,55.52426106,411000000,47.25230571
C103,19.155,4.5,489000000,6.040619791,389000000,47.6727024,439000000,47.24174121
C103,19.155,4,475000000,7.254061398,375000000,50.89471295,425000000,47.08775966
C103,19.155,2.5,432000000,12.69847128,332000000,66.63616012,382000000,46.95824354
C103,19.155,3,447000000,11.14030302,347000000,60.89094864,397000000,46.91160963
C103,18.16,1,386000000,16.8131186,286000000,95.92108019,336000000,46.83910832
C103,19.155,2,417000000,14.09753337,317000000,74.01972344,367000000,46.4425543
C103,18.16,0.5,369000000,17.45286129,269000000,89.31815282,319000000,46.32142424
C103,13.185,4.5,490000000,3.695922003,390000000,43.14618938,440000000,46.13051857
C103,11.195,2.5,434000000,9.642564079,334000000,59.63949351,384000000,45.87027048
C103,2.24,0.5,374000000,24.74961878,274000000,76.34911565,324000000,45.60758551
C103,20.15,3.5,461000000,9.266020272,361000000,56.02046156,411000000,45.47840913
C103,19.155,1.5,402000000,15.30359074,302000000,85.67601611,352000000,45.42416675
C103,3.235,0.5,373000000,23.37830156,273000000,76.62423434,323000000,45.41136437
C103,20.15,4.5,489000000,6.108868808,389000000,48.12449915,439000000,45.28289429
C103,20.15,2.5,432000000,12.5626171,332000000,67.16565482,382000000,45.28246833
C103,20.15,3,447000000,11.08944623,347000000,61.40516015,397000000,45.22870919
C103,20.15,4,475000000,7.307286904,375000000,51.37154853,425000000,45.21023744
C103,12.19,3.5,463000000,5.949897494,363000000,49.41636696,413000000,45.11497509
