Ref,Val,T12,fpeak,gain,fimg,img,fhimg,himg
C101,8.21,4.5,490000000,6.210994574,390000000,51.15077671,440000000,37.40777916
C101,9.205,4.5,490000000,6.210994634,390000000,51.15077633,440000000,37.407779
C101,10.2,4.5,490000000,6.210994683,390000000,51.15077603,440000000,37.40777888
C101,11.195,4.5,490000000,6.210994722,390000000,51.15077578,440000000,37.40777877
C101,12.19,4.5,490000000,6.210994756,390000000,51.15077556,440000000,37.40777868
C101,13.185,4.5,490000000,6.210994784,390000000,51.15077539,440000000,37.4077786
C101,14.18,4.5,490000000,6.210994808,390000000,51.15077523,440000000,37.40777854
C101,15.175,4.5,490000000,6.210994829,390000000,51.1507751,440000000,37.40777848
C101,16.17,4.5,490000000,6.210994848,390000000,51.15077498,440000000,37.40777843
C101,17.165,4.5,490000000,6.210994864,390000000,51.15077488,440000000,37.40777839
C101,18.16,4.5,490000000,6.210994879,390000000,51.15077478,440000000,37.40777835
C101,19.155,4.5,490000000,6.210994892,390000000,51.1507747,440000000,37.40777832
C101,20.15,4.5,490000000,6.210994904,390000000,51.15077463,440000000,37.40777829
C101,21.145,4.5,490000000,6.210994914,390000000,51.15077456,440000000,37.40777826
C101,22.14,4.5,490000000,6.210994924,390000000,51.1507745,440000000,37.40777823
C101,23.135,4.5,490000000,6.210994932,390000000,51.15077445,440000000,37.40777821
C101,24.13,4.5,490000000,6.210994941,390000000,51.15077439,440000000,37.40777819
C101,25.125,4.5,490000000,6.210994948,390000000,51.15077434,440000000,37.40777817
C101,26.12,4.5,490000000,6.210994955,390000000,51.1507743,440000000,37.40777815
C101,27.115,4.5,490000000,6.210994962,390000000,51.15077426,440000000,37.40777813
C101,28.11,4.5,490000000,6.210994967,390000000,51.15077422,440000000,37.40777812
C101,29.105,4.5,490000000,6.210994972,390000000,51.15077419,440000000,37.4077781
C101,30.1,4.5,490000000,6.210994978,390000000,51.15077416,440000000,37.40777809
C101,31.095,4.5,490000000,6.210994983,390000000,51.15077412,440000000,37.40777807
C101,32.09,4.5,490000000,6.210994988,390000000,51.1507741,440000000,37.40777806
C101,33.085,4.5,490000000,6.210994992,390000000,51.15077407,440000000,37.40777805
C101,34.08,4.5,490000000,6.210994995,390000000,51.15077404,440000000,37.40777804
C101,35.075,4.5,490000000,6.210994999,390000000,51.15077402,440000000,37.40777803
C101,36.07,4.5,490000000,6.210995003,390000000,51.150774,440000000,37.40777802
C101,37.065,4.5,490000000,6.210995007,390000000,51.15077398,440000000,37.40777801
C101,38.06,4.5,490000000,6.21099501,390000000,51.15077395,440000000,37.407778
C101,39.055,4.5,490000000,6.210995013,390000000,51.15077393,440000000,37.407778
C101,40.05,4.5,490000000,6.210995016,390000000,51.15077392,440000000,37.40777799
C101,41.045,4.5,490000000,6.210995018,390000000,51.15077389,440000000,37.40777798
C101,42.04,4.5,490000000,6.210995021,390000000,51.15077388,440000000,37.40777797
C101,43.035,4.5,490000000,6.210995024,390000000,51.15077387,440000000,37.40777797
C101,44.03,4.5,490000000,6.210995027,390000000,51.15077385,440000000,37.40777796
C101,45.025,4.5,490000000,6.21099503,390000000,51.15077383,440000000,37.40777795
C101,46.02,4.5,490000000,6.210995032,390000000,51.15077382,440000000,37.40777795
C101,47.015,4.5,490000000,6.210995034,390000000,51.15077381,440000000,37.40777794
C101,48.01,4.5,490000000,6.210995036,390000000,51.1507738,440000000,37.40777794
C101,49.005,4.5,490000000,6.210995038,390000000,51.15077379,440000000,37.40777793
C101,50,4.5,490000000,6.21099504,390000000,51.15077377,440000000,37.40777793
C101,48.01,2,419000000,13.06678013,319000000,84.44414846,369000000,36.71054897
C101,50,2,419000000,13.06678015,319000000,84.44414844,369000000,36.71054897
C101,49.005,2,419000000,13.06678014,319000000,84.44414844,369000000,36.71054897
C101,46.02,2,419000000,13.06678011,319000000,84.44414847,369000000,36.71054896
C101,47.015,2,419000000,13.06678012,319000000,84.44414847,369000000,36.71054896
C101,44.03,2,419000000,13.06678009,319000000,84.44414849,369000000,36.71054896
C101,45.025,2,419000000,13.0667801,319000000,84.44414848,369000000,36.71054896
C101,43.035,2,419000000,13.06678008,319000000,84.44414851,369000000,36.71054896
C101,42.04,2,419000000,13.06678007,319000000,84.44414852,369000000,36.71054896
C101,41.045,2,419000000,13.06678006,319000000,84.44414853,369000000,36.71054895
C101,40.05,2,419000000,13.06678005,319000000,84.44414854,369000000,36.71054895
C101,39.055,2,419000000,13.06678003,319000000,84.44414856,369000000,36.71054895
C101,38.06,2,419000000,13.06678002,319000000,84.44414857,369000000,36.71054895
C101,37.065,2,419000000,13.06678001,319000000,84.44414859,369000000,36.71054895
C101,36.07,2,419000000,13.06677999,319000000,84.4441486,369000000,36.71054894
C101,35.075,2,419000000,13.06677997,319000000,84.44414862,369000000,36.71054894
C101,34.08,2,419000000,13.06677996,319000000,84.44414864,369000000,36.71054894
C101,33.085,2,419000000,13.06677994,319000000,84.44414866,369000000,36.71054893
C101,32.09,2,419000000,13.06677992,319000000,84.44414868,369000000,36.71054893
C101,31.095,2,419000000,13.0667799,319000000,84.4441487,369000000,36.71054893
C101,30.1,2,419000000,13.06677988,319000000,84.44414872,369000000,36.71054892
C101,29.105,2,419000000,13.06677985,319000000,84.44414874,369000000,36.71054892
C101,28.11,2,419000000,13.06677983,319000000,84.44414877,369000000,36.71054892
C101,27.115,2,419000000,13.0667798,319000000,84.4441488,369000000,36.71054891
C101,26.12,2,419000000,13.06677977,319000000,84.44414883,369000000,36.71054891
C101,25.125,2,419000000,13.06677974,319000000,84.44414886,369000000,36.7105489
C101,24.13,2,419000000,13.06677971,319000000,84.4441489,369000000,36.7105489
C101,23.135,2,419000000,13.06677967,319000000,84.44414893,369000000,36.71054889
C101,22.14,2,419000000,13.06677963,319000000,84.44414898,369000000,36.71054888
C101,21.145,2,419000000,13.06677959,319000000,84.44414902,369000000,36.71054887
C101,20.15,2,419000000,13.06677954,319000000,84.44414907,369000000,36.71054887
C101,19.155,2,419000000,13.06677949,319000000,84.44414913,369000000,36.71054886
C101,18.16,2,419000000,13.06677943,319000000,84.44414919,369000000,36.71054885
C101,17.165,2,419000000,13.06677936,319000000,84.44414925,369000000,36.71054884
C101,16.17,2,419000000,13.06677929,319000000,84.44414933,369000000,36.71054882
C101,15.175,2,419000000,13.06677921,319000000,84.44414942,369000000,36.71054881
C101,14.18,2,419000000,13.06677911,319000000,84.44414952,369000000,36.71054879
C101,13.185,2,419000000,13.066779,319000000,84.44414963,369000000,36.71054877
C101,12.19,2,419000000,13.06677888,319000000,84.44414976,369000000,36.71054875
C101,11.195,2,419000000,13.06677873,319000000,84.44414992,369000000,36.71054873
C101,10.2,2,419000000,13.06677855,319000000,84.4441501,369000000,36.7105487
C101,9.205,2,419000000,13.06677833,319000000,84.44415033,369000000,36.71054866
C101,8.21,2,419000000,13.06677806,319000000,84.44415061,369000000,36.71054862
C101,7.215,2,419000000,13.06677771,319000000,84.44415097,369000000,36.71054856
C101,6.22,2,419000000,13.06677726,319000000,84.44415145,369000000,36.71054848
C101,5.225,2,419000000,13.06677663,319000000,84.4441521,369000000,36.71054837
C101,4.23,2,419000000,13.06677571,319000000,84.44415306,369000000,36.71054822
C101,3.235,2,419000000,13.06677422,319000000,84.44415462,369000000,36.71054796
C101,2.24,2,419000000,13.0667714,319000000,84.44415756,369000000,36.71054749
C101,1.245,2,419000000,13.06676408,319000000,84.44416519,369000000,36.71054625
C101,0.25,2,419000000,13.06669848,319000000,84.44423356,369000000,36.71053515
C101,50,1.5,403000000,13.96661062,303000000,102.4273562,353000000,36.52771772
C101,49.005,1.5,403000000,13.96661061,303000000,102.4273562,353000000,36.52771771
C101,48.01,1.5,403000000,13.9666106,303000000,102.4273562,353000000,36.52771771
C101,47.015,1.5,403000000,13.96661058,303000000,102.4273562,353000000,36.5277177
C101,46.02,1.5,403000000,13.96661057,303000000,102.4273563,353000000,36.5277177
C101,45.025,1.5,403000000,13.96661056,303000000,102.4273563,353000000,36.52771769
C101,44.03,1.5,403000000,13.96661054,303000000,102.4273563,353000000,36.52771769
C101,43.035,1.5,403000000,13.96661053,303000000,102.4273563,353000000,36.52771768
C101,42.04,1.5,403000000,13.96661052,303000000,102.4273563,353000000,36.52771768
C101,41.045,1.5,403000000,13.9666105,303000000,102.4273563,353000000,36.52771767
C101,40.05,1.5,403000000,13.96661048,303000000,102.4273563,353000000,36.52771766
C101,39.055,1.5,403000000,13.96661046,303000000,102.4273563,353000000,36.52771765
C101,38.06,1.5,403000000,13.96661044,303000000,102.4273563,353000000,36.52771765
C101,37.065,1.5,403000000,13.96661042,303000000,102.4273563,353000000,36.52771763
C101,36.07,1.5,403000000,13.9666104,303000000,102.4273564,353000000,36.52771763
C101,35.075,1.5,403000000,13.96661038,303000000,102.4273564,353000000,36.52771762
C101,34.08,1.5,403000000,13.96661035,303000000,102.4273564,353000000,36.52771761
C101,33.085,1.5,403000000,13.96661033,303000000,102.4273564,353000000,36.5277176
C101,32.09,1.5,403000000,13.9666103,303000000,102.4273564,353000000,36.52771759
C101,31.095,1.5,403000000,13.96661027,303000000,102.4273564,353000000,36.52771758
C101,30.1,1.5,403000000,13.96661024,303000000,102.4273564,353000000,36.52771756
C101,29.105,1.5,403000000,13.96661021,303000000,102.4273565,353000000,36.52771755
C101,28.11,1.5,403000000,13.96661018,303000000,102.4273565,353000000,36.52771754
C101,27.115,1.5,403000000,13.96661014,303000000,102.4273565,353000000,36.52771752
C101,26.12,1.5,403000000,13.9666101,303000000,102.4273565,353000000,36.52771751
C101,25.125,1.5,403000000,13.96661006,303000000,102.4273565,353000000,36.52771749
C101,24.13,1.5,403000000,13.96661001,303000000,102.4273566,353000000,36.52771747
C101,23.135,1.5,403000000,13.96660996,303000000,102.4273566,353000000,36.52771745
C101,22.14,1.5,403000000,13.9666099,303000000,102.4273566,353000000,36.52771743
C101,21.145,1.5,403000000,13.96660984,303000000,102.4273567,353000000,36.5277174
C101,20.15,1.5,403000000,13.96660978,303000000,102.4273567,353000000,36.52771738
C101,19.155,1.5,403000000,13.9666097,303000000,102.4273567,353000000,36.52771735
C101,18.16,1.5,403000000,13.96660962,303000000,102.4273568,353000000,36.52771731
C101,17.165,1.5,403000000,13.96660953,303000000,102.4273568,353000000,36.52771728
C101,16.17,1.5,403000000,13.96660943,303000000,102.4273569,353000000,36.52771724
C101,15.175,1.5,403000000,13.96660931,303000000,102.427357,353000000,36.52771719
C101,14.18,1.5,403000000,13.96660918,303000000,102.427357,353000000,36.52771714
C101,13.185,1.5,403000000,13.96660903,303000000,102.4273571,353000000,36.52771707
C101,12.19,1.5,403000000,13.96660885,303000000,102.4273572,353000000,36.527717
