,Val1,Val2,Val3,T12,fpeak,gain,fimg,img
414,26.82,6.3,27.06,2.2,422000000,12.939106768559,322000000,76.232591479991
415,26.82,6.3,27.06,2.3,425000000,12.723553379082,325000000,74.489988325892
416,26.82,6.3,27.06,2.4,428000000,12.501823396979,328000000,72.870219294815
417,26.82,6.3,27.06,2.5,431000000,12.272823609986,331000000,71.354226943794
418,26.82,6.3,27.06,2.6,434000000,12.035204373248,334000000,69.926477850848
420,26.82,6.3,27.18,2.2,421000000,13.086876598809,321000000,75.799469380151
421,26.82,6.3,27.18,2.3,424000000,12.871435917263,324000000,74.111711229508
422,26.82,6.3,27.18,2.4,427000000,12.650214189699,327000000,72.537800186768
423,26.82,6.3,27.18,2.5,430000000,12.422010884621,330000000,71.060524591148
424,26.82,6.3,27.18,2.6,433000000,12.18537457583,333000000,69.665695456973
426,26.82,6.3,27.3,2.2,420000000,13.234970980479,320000000,75.416678848765
427,26.82,6.3,27.3,2.3,423000000,13.01979408005,323000000,73.77783334926
428,26.82,6.3,27.3,2.4,426000000,12.799237442865,326000000,72.245116620925
429,26.82,6.3,27.3,2.5,429000000,12.571978765724,329000000,70.802822762741
430,26.82,6.3,27.3,2.6,432000000,12.336449988231,332000000,69.437865268047
432,26.94,5.7,26.7,2.2,429000000,12.027601140066,329000000,84.492136589683
433,26.94,5.7,26.7,2.3,432000000,11.822367968291,332000000,81.739468833403
434,26.94,5.7,26.7,2.4,435000000,11.60809566325,335000000,79.320168834386
435,26.94,5.7,26.7,2.5,438000000,11.383710483121,338000000,77.157862620109
436,26.94,5.7,26.7,2.6,441000000,11.147955404071,341000000,75.198625888963
438,26.94,5.7,26.82,2.2,428000000,12.167966604334,328000000,83.194191428846
439,26.94,5.7,26.82,2.3,431000000,11.964192427005,331000000,80.646381567671
440,26.94,5.7,26.82,2.4,434000000,11.751668186765,334000000,78.3828899126
441,26.94,5.7,26.82,2.5,437000000,11.529264355713,337000000,76.342416350304
442,26.94,5.7,26.82,2.6,440000000,11.295670170035,340000000,74.480607714363
444,26.94,5.7,26.94,2.2,427000000,12.308682434907,327000000,82.090004440943
445,26.94,5.7,26.94,2.3,430000000,12.106300725464,330000000,79.706578448739
446,26.94,5.7,26.94,2.4,433000000,11.895428938605,333000000,77.57060156479
447,26.94,5.7,26.94,2.5,436000000,11.674878863252,336000000,75.631444328722
448,26.94,5.7,26.94,2.6,439000000,11.443284596123,339000000,73.851705535916
450,26.94,5.7,27.06,2.2,426000000,12.449894474601,326000000,81.13771592864
451,26.94,5.7,27.06,2.3,429000000,12.248882615426,329000000,78.889657341832
452,26.94,5.7,27.06,2.4,432000000,12.039610345832,332000000,76.860405803983
453,26.94,5.7,27.06,2.5,435000000,11.820826678094,335000000,75.007156328018
454,26.94,5.7,27.06,2.6,438000000,11.591107746158,338000000,73.297728961399
456,26.94,5.7,27.18,2.2,425000000,12.591675368984,325000000,80.307556580817
457,26.94,5.7,27.18,2.3,428000000,12.392064537889,328000000,78.173452521202
458,26.94,5.7,27.18,2.4,431000000,12.184391769983,331000000,76.235244782257
459,26.94,5.7,27.18,2.5,434000000,11.967337842782,334000000,74.456059538774
460,26.94,5.7,27.18,2.6,437000000,11.739416513279,337000000,72.807756209367
462,26.94,5.7,27.3,2.2,424000000,12.733997876667,324000000,79.5777070662
463,26.94,5.7,27.3,2.3,427000000,12.535885376539,327000000,77.541337770494
464,26.94,5.7,27.3,2.4,430000000,12.329877816554,330000000,75.682077281867
465,26.94,5.7,27.3,2.5,433000000,12.114580698902,333000000,73.967677935815
