,Val1,Val2,Val3,T12,fpeak,gain,fimg,img
466,26.94,5.7,27.3,2.6,436000000,11.888439169977,336000000,72.373202921428
468,26.94,5.82,26.7,2.2,428000000,12.122546955618,328000000,82.465410232994
469,26.94,5.82,26.7,2.3,431000000,11.91591783642,331000000,79.981705244568
470,26.94,5.82,26.7,2.4,434000000,11.70104029592,334000000,77.768861301141
471,26.94,5.82,26.7,2.5,437000000,11.47683709005,337000000,75.769428165382
472,26.94,5.82,26.7,2.6,440000000,11.242031991541,340000000,73.941626522631
474,26.94,5.82,26.82,2.2,427000000,12.262956622117,327000000,81.389911771574
475,26.94,5.82,26.82,2.3,430000000,12.057798933494,330000000,79.065560293913
476,26.94,5.82,26.82,2.4,433000000,11.844701617167,333000000,76.976609014962
477,26.94,5.82,26.82,2.5,436000000,11.622527072372,336000000,75.075830377602
478,26.94,5.82,26.82,2.6,439000000,11.389941604414,339000000,73.32811709156
480,26.94,5.82,26.94,2.2,427000000,12.404499172373,327000000,82.18856960219
481,26.94,5.82,26.94,2.3,429000000,12.19993150333,329000000,78.271033542316
482,26.94,5.82,26.94,2.4,432000000,11.988539433134,332000000,76.285439302548
483,26.94,5.82,26.94,2.5,435000000,11.768289016536,335000000,74.468079419884
484,26.94,5.82,26.94,2.6,438000000,11.537786164725,338000000,72.788818732774
486,26.94,5.82,27.06,2.2,426000000,12.549048207576,326000000,81.239852314912
487,26.94,5.82,27.06,2.3,428000000,12.342427079183,328000000,77.575990189149
488,26.94,5.82,27.06,2.4,431000000,12.132715913231,331000000,75.678303268316
489,26.94,5.82,27.06,2.5,434000000,11.914334213963,334000000,73.932678022384
490,26.94,5.82,27.06,2.6,437000000,11.685823025185,337000000,72.312797089504
492,26.94,5.82,27.18,2.2,425000000,12.696229612424,325000000,80.415330224037
493,26.94,5.82,27.18,2.3,427000000,12.485306663569,327000000,76.963831109742
494,26.94,5.82,27.18,2.4,430000000,12.277314899529,330000000,75.142165251526
495,26.94,5.82,27.18,2.5,433000000,12.060808187385,333000000,73.459142277105
496,26.94,5.82,27.18,2.6,436000000,11.834256477594,336000000,71.891451619405
498,26.94,5.82,27.3,2.2,424000000,12.846354427682,324000000,79.693522205698
499,26.94,5.82,27.3,2.3,427000000,12.634374561573,327000000,77.643900570489
500,26.94,5.82,27.3,2.4,429000000,12.422313640364,329000000,74.666793305153
501,26.94,5.82,27.3,2.5,432000000,12.207765498335,332000000,73.039131306602
502,26.94,5.82,27.3,2.6,435000000,11.983215690613,335000000,71.517868386314
504,26.94,5.94,26.7,2.2,428000000,12.227830139352,328000000,82.573701531641
505,26.94,5.94,26.7,2.3,431000000,12.017019948929,331000000,80.086454538062
506,26.94,5.94,26.7,2.4,434000000,11.795764835565,334000000,77.867844733869
507,26.94,5.94,26.7,2.5,437000000,11.563269159632,337000000,75.860704095874
508,26.94,5.94,26.7,2.6,439000000,11.329394616808,339000000,72.827609869233
510,26.94,5.94,26.82,2.2,427000000,12.369777479258,327000000,81.499966715149
511,26.94,5.94,26.82,2.3,430000000,12.158803002091,330000000,79.170431713899
512,26.94,5.94,26.82,2.4,433000000,11.937690674383,333000000,77.074071490998
513,26.94,5.94,26.82,2.5,435000000,11.708795583522,335000000,73.953955626377
514,26.94,5.94,26.82,2.6,438000000,11.477315631159,338000000,72.301454435
516,26.94,5.94,26.94,2.2,426000000,12.513827797226,326000000,80.578282729874
517,26.94,5.94,26.94,2.3,429000000,12.302501517083,329000000,78.377693726768
518,26.94,5.94,26.94,2.4,432000000,12.081315687574,332000000,76.382906199806
519,26.94,5.94,26.94,2.5,434000000,11.854342158301,334000000,73.432426614733
520,26.94,5.94,26.94,2.6,437000000,11.625087222494,337000000,71.837884601732
522,26.94,5.94,27.06,2.2,425000000,12.660323314691,325000000,79.779229309767
523,26.94,5.94,27.06,2.3,428000000,12.448488692061,328000000,77.686367367477
524,26.94,5.94,27.06,2.4,431000000,12.22704275475,331000000,75.777540602315
525,26.94,5.94,27.06,2.5,433000000,11.999959128993,333000000,72.971963280641
526,26.94,5.94,27.06,2.6,436000000,11.772884112816,336000000,71.42827420426
528,26.94,5.94,27.18,2.2,424000000,12.809558848177,324000000,79.081385629883
529,26.94,5.94,27.18,2.3,427000000,12.59709924271,327000000,77.080167151497
530,26.94,5.94,27.18,2.4,430000000,12.375245389971,330000000,75.24522863756
531,26.94,5.94,27.18,2.5,432000000,12.145666998506,332000000,72.564200290169
532,26.94,5.94,27.18,2.6,435000000,11.920799970755,335000000,71.06567847602
534,26.94,5.94,27.3,2.2,423000000,12.961756722441,323000000,78.468711882254
535,26.94,5.94,27.3,2.3,426000000,12.748607219705,326000000,76.546658828653
536,26.94,5.94,27.3,2.4,429000000,12.526248494179,329000000,74.776085939325
537,26.94,5.94,27.3,2.5,432000000,12.293570843322,332000000,73.130852407449
538,26.94,5.94,27.3,2.6,434000000,12.068818277474,334000000,70.744368284059
540,26.94,6.06,26.7,2.2,427000000,12.332332747674,327000000,80.860975224288
541,26.94,6.06,26.7,2.3,430000000,12.120179127373,330000000,78.584069037755
542,26.94,6.06,26.7,2.4,433000000,11.89827495693,333000000,76.53021314208
543,26.94,6.06,26.7,2.5,436000000,11.665839964559,336000000,74.655226493921
544,26.94,6.06,26.7,2.6,439000000,11.421856471133,339000000,72.926161543378
546,26.94,6.06,26.82,2.2,426000000,12.475884633953,326000000,79.96256734342
547,26.94,6.06,26.82,2.3,429000000,12.263539510946,329000000,77.810921227656
548,26.94,6.06,26.82,2.4,432000000,12.041769900648,332000000,75.855959413016
549,26.94,6.06,26.82,2.5,435000000,11.809735414733,335000000,74.060636914046
550,26.94,6.06,26.82,2.6,438000000,11.566363570583,338000000,72.396793206187
552,26.94,6.06,26.94,2.2,425000000,12.621648520844,325000000,79.185478568292
553,26.94,6.06,26.94,2.3,428000000,12.408933907133,328000000,77.138142477837
554,26.94,6.06,26.94,2.4,431000000,12.187096213162,331000000,75.266644650417
555,26.94,6.06,26.94,2.5,434000000,11.955230588652,334000000,73.539265463433
556,26.94,6.06,26.94,2.6,437000000,11.712206648133,337000000,71.931498591999
558,26.94,6.06,27.06,2.2,424000000,12.769896772182,324000000,78.508317491429
559,26.94,6.06,27.06,2.3,427000000,12.556672473436,327000000,76.549452758855
560,26.94,6.06,27.06,2.4,430000000,12.334601684918,330000000,74.749514053847
561,26.94,6.06,27.06,2.5,433000000,12.102709325903,333000000,73.080875462202
562,26.94,6.06,27.06,2.6,436000000,11.85980243619,336000000,71.521893476556
564,26.94,6.06,27.18,2.2,423000000,12.920824160455,323000000,77.915066973299
565,26.94,6.06,27.18,2.3,426000000,12.706998942422,326000000,76.032417221325
566,26.94,6.06,27.18,2.4,429000000,12.484579244628,329000000,74.294668610164
567,26.94,6.06,27.18,2.5,432000000,12.252512303982,332000000,72.677421680998
568,26.94,6.06,27.18,2.6,435000000,12.009536088139,335000000,71.16132450884
570,26.94,6.06,27.3,2.2,422000000,13.074513716022,322000000,77.393391803072
571,26.94,6.06,27.3,2.3,425000000,12.860060018849,325000000,75.577292062501
572,26.94,6.06,27.3,2.4,428000000,12.637239984083,328000000,73.894245522903
573,26.94,6.06,27.3,2.5,431000000,12.404913699729,331000000,72.322447744232
574,26.94,6.06,27.3,2.6,434000000,12.161741405651,334000000,70.844412807511
576,26.94,6.18,26.7,2.2,426000000,12.434122154077,326000000,79.385432148635
577,26.94,6.18,26.7,2.3,429000000,12.220238255755,329000000,77.276284644547
578,26.94,6.18,26.7,2.4,432000000,11.997403321087,332000000,75.356192240876
579,26.94,6.18,26.7,2.5,435000000,11.764850904045,335000000,73.59013794331
580,26.94,6.18,26.7,2.6,438000000,11.521558491679,338000000,71.951381043287
582,26.94,6.18,26.82,2.2,425000000,12.579100426725,325000000,78.62741612599
583,26.94,6.18,26.82,2.3,428000000,12.365019560814,328000000,76.619787083389
584,26.94,6.18,26.82,2.4,431000000,12.142343365968,331000000,74.781116749055
585,26.94,6.18,26.82,2.5,434000000,11.910238287845,334000000,73.081505763319
586,26.94,6.18,26.82,2.6,437000000,11.667620190427,337000000,71.49772949709
588,26.94,6.18,26.94,2.2,424000000,12.726251010003,324000000,77.968198595056
589,26.94,6.18,26.94,2.3,427000000,12.511809967159,327000000,76.046434675834
590,26.94,6.18,26.94,2.4,430000000,12.289110938548,330000000,74.277410420358
591,26.94,6.18,26.94,2.5,433000000,12.057247365719,333000000,72.635134464339
592,26.94,6.18,26.94,2.6,436000000,11.815068508647,336000000,71.099120005054
594,26.94,6.18,27.06,2.2,423000000,12.875733433812,323000000,77.391761495633
595,26.94,6.18,27.06,2.3,426000000,12.660815497728,326000000,75.543774732031
596,26.94,6.18,27.06,2.4,429000000,12.437959885833,329000000,73.835146221951
597,26.94,6.18,27.06,2.5,432000000,12.20617948132,332000000,72.242945029296
598,26.94,6.18,27.06,2.6,435000000,11.96425013128,335000000,70.748862763436
600,26.94,6.18,27.18,2.2,422000000,13.027588241322,322000000,76.885760660017
601,26.94,6.18,27.18,2.3,425000000,12.812137128951,325000000,75.102037622811
602,26.94,6.18,27.18,2.4,428000000,12.589053610978,328000000,73.446425145076
603,26.94,6.18,27.18,2.5,431000000,12.357260489708,331000000,71.898438882559
604,26.94,6.18,27.18,2.6,434000000,12.115451246024,334000000,70.441533919042
606,26.94,6.18,27.3,2.2,421000000,13.18169119651,321000000,76.440394018137
607,26.94,6.18,27.3,2.3,424000000,12.965729273044,324000000,74.713340573409
608,26.94,6.18,27.3,2.4,427000000,12.742427965643,327000000,73.104794572891
609,26.94,6.18,27.3,2.5,430000000,12.51060812694,330000000,71.596259352876
610,26.94,6.18,27.3,2.6,433000000,12.268869373439,333000000,70.172636088934
612,26.94,6.3,26.7,2.2,425000000,12.531284623408,325000000,78.09904448186
613,26.94,6.3,26.7,2.3,428000000,12.315184082368,328000000,76.126008669153
614,26.94,6.3,26.7,2.4,431000000,12.091066243167,331000000,74.316134900047
615,26.94,6.3,26.7,2.5,434000000,11.858175840151,334000000,72.641056224169
616,26.94,6.3,26.7,2.6,437000000,11.615481020624,337000000,71.078640099664
618,26.94,6.3,26.82,2.2,424000000,12.677208576899,324000000,77.455448789982
619,26.94,6.3,26.82,2.3,427000000,12.460927880118,327000000,75.566126126905
620,26.94,6.3,26.82,2.4,430000000,12.237029440129,330000000,73.824324792602
621,26.94,6.3,26.82,2.5,433000000,12.004682767988,333000000,72.205438947857
622,26.94,6.3,26.82,2.6,436000000,11.762786024704,336000000,70.689973483517
624,26.94,6.3,26.94,2.2,423000000,12.825048257704,323000000,76.893584730153
625,26.94,6.3,26.94,2.3,426000000,12.608445556244,326000000,75.076015337054
626,26.94,6.3,26.94,2.4,429000000,12.38461527398,329000000,73.393127913532
627,26.94,6.3,26.94,2.5,432000000,12.152644089322,332000000,71.8232448901
628,26.94,6.3,26.94,2.6,435000000,11.911353116348,335000000,70.34895812243
630,26.94,6.3,27.06,2.2,422000000,12.974792586523,322000000,76.401079563034
631,26.94,6.3,27.06,2.3,425000000,12.757783507039,325000000,74.645865361971
632,26.94,6.3,27.06,2.4,428000000,12.533930843655,328000000,73.014596134726
633,26.94,6.3,27.06,2.5,431000000,12.302228922574,331000000,71.487922040699
634,26.94,6.3,27.06,2.6,434000000,12.061412638874,334000000,70.050115096208
636,26.94,6.3,27.18,2.2,421000000,13.126256183274,321000000,75.968092830581
637,26.94,6.3,27.18,2.3,424000000,12.90883110816,324000000,74.267741865995
638,26.94,6.3,27.18,2.4,427000000,12.684944485023,327000000,72.682216939343
639,26.94,6.3,27.18,2.5,430000000,12.45348651692,330000000,71.194049064576
640,26.94,6.3,27.18,2.6,433000000,12.213094229906,333000000,69.788880458279
642,26.94,6.3,27.3,2.2,420000000,13.279019314329,320000000,75.586526522513
643,26.94,6.3,27.3,2.3,423000000,13.06126568662,323000000,73.935012724955
644,26.94,6.3,27.3,2.4,426000000,12.837435956337,326000000,72.390481030276
645,26.94,6.3,27.3,2.5,429000000,12.606301787115,329000000,70.937000464176
646,26.94,6.3,27.3,2.6,432000000,12.366387766299,332000000,69.561339959065
648,27.06,5.7,26.7,2.2,429000000,12.062910955568,329000000,84.755716146591
649,27.06,5.7,26.7,2.3,432000000,11.856415814962,332000000,81.973839637112
650,27.06,5.7,26.7,2.4,435000000,11.640521434962,335000000,79.531103744378
651,27.06,5.7,26.7,2.5,438000000,11.414203896535,338000000,77.349416007808
652,27.06,5.7,26.7,2.6,441000000,11.176252723144,341000000,75.373742817808
654,27.06,5.7,26.82,2.2,428000000,12.203782145659,328000000,83.449498598014
655,27.06,5.7,26.82,2.3,431000000,11.998435654591,331000000,80.874085124025
656,27.06,5.7,26.82,2.4,434000000,11.783979274802,334000000,78.588201911705
657,27.06,5.7,26.82,2.5,437000000,11.559334553466,337000000,76.529028701138
658,27.06,5.7,26.82,2.6,440000000,11.323238910715,340000000,74.651223321961
660,27.06,5.7,26.94,2.2,427000000,12.345340889653,327000000,82.337818689248
661,27.06,5.7,26.94,2.3,430000000,12.141050466044,330000000,79.928219855024
662,27.06,5.7,26.94,2.4,433000000,11.927909848053,333000000,77.770775765084
663,27.06,5.7,26.94,2.5,436000000,11.704783362329,336000000,75.813512801306
664,27.06,5.7,26.94,2.6,439000000,11.470355212396,339000000,74.01814879696
666,27.06,5.7,27.06,2.2,426000000,12.48778377509,326000000,81.378843931068
667,27.06,5.7,27.06,2.3,429000000,12.284497251671,329000000,79.105876711734
668,27.06,5.7,27.06,2.4,432000000,12.07258910658,332000000,77.055964803647
669,27.06,5.7,27.06,2.5,435000000,11.850862583532,335000000,75.185115086176
670,27.06,5.7,27.06,2.6,438000000,11.61794617177,338000000,73.460363700956
672,27.06,5.7,27.18,2.2,425000000,12.631243651033,325000000,80.542842137363
673,27.06,5.7,27.18,2.3,428000000,12.428958741441,328000000,78.384933997439
674,27.06,5.7,27.18,2.4,431000000,12.218248478501,331000000,76.426756968922
675,27.06,5.7,27.18,2.5,434000000,11.997849815951,334000000,74.63038741022
676,27.06,5.7,27.18,2.6,437000000,11.766331484599,337000000,72.966988110814
678,27.06,5.7,27.3,2.2,424000000,12.775764409845,324000000,79.8080428453
679,27.06,5.7,27.3,2.3,427000000,12.574540656458,327000000,77.748820245297
680,27.06,5.7,27.3,2.4,430000000,12.365054699321,330000000,75.870166782384
681,27.06,5.7,27.3,2.5,433000000,12.145970429361,333000000,74.138907657783
682,27.06,5.7,27.3,2.6,436000000,11.915791003675,336000000,72.529488046515
684,27.06,5.82,26.7,2.2,428000000,12.161075845481,328000000,82.704769703194
685,27.06,5.82,26.7,2.3,431000000,11.953212807455,331000000,80.197231879969
686,27.06,5.82,26.7,2.4,434000000,11.736699624092,334000000,77.964776994163
687,27.06,5.82,26.7,2.5,437000000,11.510513250282,337000000,75.948756543113
688,27.06,5.82,26.7,2.6,440000000,11.273428234501,340000000,74.106600772184
690,27.06,5.82,26.82,2.2,427000000,12.302338764755,327000000,81.623099838253
691,27.06,5.82,26.82,2.3,430000000,12.095617910429,330000000,79.276010831286
692,27.06,5.82,26.82,2.4,433000000,11.88055431657,333000000,77.168150197083
693,27.06,5.82,26.82,2.5,436000000,11.65606577363,336000000,75.25122418073
694,27.06,5.82,26.82,2.6,439000000,11.420870983585,339000000,73.489417659944
696,27.06,5.82,26.94,2.2,426000000,12.444300887229,326000000,80.692389684537
697,27.06,5.82,26.94,2.3,429000000,12.238643916245,329000000,78.476991237763
698,27.06,5.82,26.94,2.4,432000000,12.024925318996,332000000,76.473094162556
699,27.06,5.82,26.94,2.5,435000000,11.801999827176,335000000,74.639952859071
700,27.06,5.82,26.94,2.6,438000000,11.568527649095,338000000,72.946799127252
702,27.06,5.82,27.06,2.2,425000000,12.587083827583,325000000,79.882983699045
703,27.06,5.82,27.06,2.3,428000000,12.382459491024,328000000,77.778087909788
704,27.06,5.82,27.06,2.4,431000000,12.170027865205,331000000,75.862609529611
705,27.06,5.82,27.06,2.5,434000000,11.948575431533,334000000,74.101492758455
706,27.06,5.82,27.06,2.6,437000000,11.71669974049,337000000,72.467854978074
708,27.06,5.82,27.18,2.2,424000000,12.730717899885,324000000,79.173182156378
709,27.06,5.82,27.18,2.3,427000000,12.527153274081,327000000,77.162761759787
710,27.06,5.82,27.18,2.4,430000000,12.316008897756,330000000,75.323719991745
711,27.06,5.82,27.18,2.5,433000000,12.095996313198,333000000,73.62541663854
712,27.06,5.82,27.18,2.6,436000000,11.865644525382,336000000,72.044037395582
714,27.06,5.82,27.3,2.2,423000000,12.875109563302,323000000,78.546615414035
715,27.06,5.82,27.3,2.3,426000000,12.672704209367,326000000,76.618275930168
716,27.06,5.82,27.3,2.4,429000000,12.462920420087,329000000,74.846264466984
717,27.06,5.82,27.3,2.5,432000000,12.24438636068,332000000,73.203451207333
718,27.06,5.82,27.3,2.6,435000000,12.015554607621,335000000,71.668495411232
720,27.06,5.94,26.7,2.2,427000000,12.253957496092,327000000,80.957729735332
721,27.06,5.94,26.7,2.3,430000000,12.044495797764,330000000,78.664233950463
722,27.06,5.94,26.7,2.4,433000000,11.82721923874,333000000,76.599326343107
723,27.06,5.94,26.7,2.5,436000000,11.601104772169,336000000,74.717670055076
724,27.06,5.94,26.7,2.6,439000000,11.364910563632,339000000,72.985464666525
726,27.06,5.94,26.82,2.2,426000000,12.395364734803,326000000,80.051216189943
727,27.06,5.94,26.82,2.3,429000000,12.187063653372,329000000,77.885424854166
728,27.06,5.94,26.82,2.4,432000000,11.971281591721,332000000,75.921581436766
729,27.06,5.94,26.82,2.5,435000000,11.746930833993,335000000,74.121569897145
730,27.06,5.94,26.82,2.6,438000000,11.512708689412,338000000,72.456427560018
732,27.06,5.94,26.94,2.2,425000000,12.537344885865,325000000,79.264610065593
733,27.06,5.94,26.94,2.3,428000000,12.330145303534,328000000,77.205620853698
734,27.06,5.94,26.94,2.4,431000000,12.115777429647,331000000,75.327486806997
735,27.06,5.94,26.94,2.5,434000000,11.893083711055,334000000,73.59749201833
736,27.06,5.94,26.94,2.6,437000000,11.660696329555,337000000,71.990372219191
738,27.06,5.94,27.06,2.2,424000000,12.679908218271,324000000,78.576248720824
739,27.06,5.94,27.06,2.3,427000000,12.473806080634,327000000,76.60829259506
740,27.06,5.94,27.06,2.4,430000000,12.260827917725,330000000,74.804059131157
741,27.06,5.94,27.06,2.5,433000000,12.039739741915,333000000,73.134991825531
742,27.06,5.94,27.06,2.6,436000000,11.809102664025,336000000,71.578727307358
744,27.06,5.94,27.18,2.2,423000000,12.82293762554,323000000,77.969794093861
745,27.06,5.94,27.18,2.3,426000000,12.617997314996,326000000,76.080708207123
746,27.06,5.94,27.18,2.4,429000000,12.406454282329,329000000,74.341125597174
747,27.06,5.94,27.18,2.5,432000000,12.186989856849,332000000,72.725773712353
748,27.06,5.94,27.18,2.6,435000000,11.958086218201,335000000,71.214613076491
750,27.06,5.94,27.3,2.2,423000000,12.972806993451,323000000,78.648332042666
751,27.06,5.94,27.3,2.3,425000000,12.762518125059,325000000,75.612771624296
752,27.06,5.94,27.3,2.4,428000000,12.552543077566,328000000,73.930496621353
753,27.06,5.94,27.3,2.5,431000000,12.334808468055,331000000,72.363080725308
754,27.06,5.94,27.3,2.6,434000000,12.107707460058,334000000,70.892377358622
756,27.06,6.06,26.7,2.2,427000000,12.343626218358,327000000,81.050966652921
757,27.06,6.06,26.7,2.3,430000000,12.131500126558,330000000,78.755443045028
758,27.06,6.06,26.7,2.4,432000000,11.910356779059,332000000,75.39589974989
759,27.06,6.06,26.7,2.5,435000000,11.684221942817,335000000,73.625003643559
760,27.06,6.06,26.7,2.6,438000000,11.448930158281,338000000,71.984678337054
762,27.06,6.06,26.82,2.2,426000000,12.487358299738,326000000,80.147001680746
763,27.06,6.06,26.82,2.3,429000000,12.274724339415,329000000,77.977508291603
764,27.06,6.06,26.82,2.4,431000000,12.054185609777,331000000,74.816221061025
765,27.06,6.06,26.82,2.5,434000000,11.829927212378,334000000,73.113697268417
766,27.06,6.06,26.82,2.6,437000000,11.596745193654,337000000,71.530183372347
768,27.06,6.06,26.94,2.2,425000000,12.633674152832,325000000,79.364957524827
769,27.06,6.06,26.94,2.3,428000000,12.420323425811,328000000,77.300442298597
770,27.06,6.06,26.94,2.4,430000000,12.198186733297,330000000,74.30633945348
771,27.06,6.06,26.94,2.5,433000000,11.975736056732,333000000,72.663192715678
772,27.06,6.06,26.94,2.6,436000000,11.744568608771,336000000,71.129394085441
774,27.06,6.06,27.06,2.2,424000000,12.782912141368,324000000,78.683499565202
775,27.06,6.06,27.06,2.3,427000000,12.568667944803,327000000,76.708020866309
776,27.06,6.06,27.06,2.4,430000000,12.345048665812,330000000,74.893739034096
777,27.06,6.06,27.06,2.5,432000000,12.121699696498,332000000,72.265160912752
778,27.06,6.06,27.06,2.6,435000000,11.892518269093,335000000,70.775392494226
780,27.06,6.06,27.18,2.2,423000000,12.935347598714,323000000,78.086682107202
781,27.06,6.06,27.18,2.3,426000000,12.720075569293,326000000,76.18787839425
782,27.06,6.06,27.18,2.4,429000000,12.495675438116,329000000,74.436025993465
783,27.06,6.06,27.18,2.5,431000000,12.267745680392,331000000,71.91280486037
784,27.06,6.06,27.18,2.6,434000000,12.040606247541,334000000,70.462481098582
786,27.06,6.06,27.3,2.2,422000000,13.091161544354,322000000,77.562258994371
787,27.06,6.06,27.3,2.3,425000000,12.874783245207,325000000,75.730356572853
788,27.06,6.06,27.3,2.4,428000000,12.649498572001,328000000,74.033353862676
789,27.06,6.06,27.3,2.5,431000000,12.41425145831,331000000,72.448981526203
790,27.06,6.06,27.3,2.6,433000000,12.188702789376,333000000,70.185835552261
792,27.06,6.18,26.7,2.2,426000000,12.449727555887,326000000,79.561766944086
793,27.06,6.18,26.7,2.3,429000000,12.235936151892,329000000,77.437059680254
794,27.06,6.18,26.7,2.4,432000000,12.012614577957,332000000,75.503654929001
795,27.06,6.18,26.7,2.5,435000000,11.779068396119,335000000,73.725925705419
796,27.06,6.18,26.7,2.6,438000000,11.534343797716,338000000,72.076720101603
798,27.06,6.18,26.82,2.2,425000000,12.595337879243,325000000,78.799613128325
799,27.06,6.18,26.82,2.3,428000000,12.381009521051,328000000,76.776931986454
800,27.06,6.18,26.82,2.4,431000000,12.157501324253,331000000,74.925243726613
801,27.06,6.18,26.82,2.5,434000000,11.924054716138,334000000,73.214104594014
802,27.06,6.18,26.82,2.6,437000000,11.679657428215,337000000,71.619922727238
804,27.06,6.18,26.94,2.2,424000000,12.743579552066,324000000,78.136888213127
805,27.06,6.18,26.94,2.3,427000000,12.528515737757,327000000,76.200493462489
806,27.06,6.18,26.94,2.4,430000000,12.304602947693,330000000,74.418674754583
807,27.06,6.18,26.94,2.5,433000000,12.071012967628,333000000,72.764956272656
808,27.06,6.18,26.94,2.6,436000000,11.826670552158,336000000,71.218524800649
810,27.06,6.18,27.06,2.2,423000000,12.894694559196,323000000,77.557650838853
811,27.06,6.18,27.06,2.3,426000000,12.67873692042,326000000,75.695364790065
812,27.06,6.18,27.06,2.4,429000000,12.454242833044,329000000,73.974089520243
813,27.06,6.18,27.06,2.5,432000000,12.220307299654,332000000,72.370464527924
814,27.06,6.18,27.06,2.6,435000000,11.975785801024,335000000,70.865893037313
816,27.06,6.18,27.18,2.2,422000000,13.048823277607,322000000,77.049650904307
817,27.06,6.18,27.18,2.3,425000000,12.831866442423,325000000,75.251865874884
818,27.06,6.18,27.18,2.4,428000000,12.606669089023,328000000,73.583672542873
819,27.06,6.18,27.18,2.5,431000000,12.372240341108,331000000,72.024207371784
820,27.06,6.18,27.18,2.6,434000000,12.127358012443,334000000,70.556672633672
822,27.06,6.18,27.3,2.2,421000000,13.205961730877,321000000,76.603200871878
823,27.06,6.18,27.3,2.3,424000000,12.987970418151,324000000,74.862222685746
824,27.06,6.18,27.3,2.4,427000000,12.762020375605,327000000,73.241072688094
825,27.06,6.18,27.3,2.5,430000000,12.527023402596,330000000,71.72092136056
826,27.06,6.18,27.3,2.6,433000000,12.281668751106,333000000,70.286450495086
828,27.06,6.3,26.7,2.2,425000000,12.552686402596,325000000,78.266237709394
829,27.06,6.3,26.7,2.3,428000000,12.336724283153,328000000,76.28000503651
830,27.06,6.3,26.7,2.4,431000000,12.112100305739,331000000,74.458568486367
831,27.06,6.3,26.7,2.5,434000000,11.878138338998,334000000,72.773118665067
832,27.06,6.3,26.7,2.6,437000000,11.63388193609,337000000,71.201224215808
834,27.06,6.3,26.82,2.2,424000000,12.699831611746,324000000,77.61983718604
835,27.06,6.3,26.82,2.3,427000000,12.483322484977,327000000,75.717625381421
836,27.06,6.3,26.82,2.4,430000000,12.258542272088,330000000,73.964403352308
837,27.06,6.3,26.82,2.5,433000000,12.024742676348,333000000,72.335170918347
838,27.06,6.3,26.82,2.6,436000000,11.7809005256,336000000,70.810167433832
840,27.06,6.3,26.94,2.2,423000000,12.849459780894,323000000,77.055865757265
841,27.06,6.3,26.94,2.3,426000000,12.632221503945,326000000,75.225637054968
842,27.06,6.3,26.94,2.4,429000000,12.407092061237,329000000,73.531403332985
843,27.06,6.3,26.94,2.5,432000000,12.173243735258,332000000,71.951137050794
844,27.06,6.3,26.94,2.6,435000000,11.929580011257,335000000,70.467195746121
846,27.06,6.3,27.06,2.2,422000000,13.001661446673,322000000,76.562048723454
847,27.06,6.3,27.06,2.3,425000000,12.783562245419,325000000,74.794322069622
848,27.06,6.3,27.06,2.4,428000000,12.557943962022,328000000,73.151707096188
849,27.06,6.3,27.06,2.5,431000000,12.323890281059,331000000,71.614544982613
850,27.06,6.3,27.06,2.6,434000000,12.080222635781,334000000,70.166902806763
852,27.06,6.3,27.18,2.2,421000000,13.156372869514,321000000,76.128663620116
853,27.06,6.3,27.18,2.3,424000000,12.937347571538,324000000,74.415857876726
854,27.06,6.3,27.18,2.4,427000000,12.711171378511,327000000,72.818906639357
855,27.06,6.3,27.18,2.5,430000000,12.476827910534,330000000,71.320069853
856,27.06,6.3,27.18,2.6,433000000,12.233045365703,333000000,69.904812528405
858,27.06,6.3,27.3,2.2,420000000,13.313318782659,320000000,75.747753222763
859,27.06,6.3,27.3,2.3,423000000,13.093390156038,323000000,74.083745888133
860,27.06,6.3,27.3,2.4,426000000,12.866679955391,326000000,72.527617860587
861,27.06,6.3,27.3,2.5,429000000,12.632057543428,329000000,71.063202156195
862,27.06,6.3,27.3,2.6,432000000,12.38814375763,332000000,69.677116739644
864,27.18,5.7,26.7,2.2,429000000,12.092594711225,329000000,85.018253756049
865,27.18,5.7,26.7,2.3,432000000,11.885053173244,332000000,82.206218685355
866,27.18,5.7,26.7,2.4,435000000,11.667745568304,335000000,79.739454853666
867,27.18,5.7,26.7,2.5,438000000,11.439698474552,338000000,77.538018907036
868,27.18,5.7,26.7,2.6,441000000,11.199748620837,341000000,75.545689881257
870,27.18,5.7,26.82,2.2,428000000,12.233788307519,328000000,83.70320322891
871,27.18,5.7,26.82,2.3,431000000,12.027093341713,331000000,81.099362604926
872,27.18,5.7,26.82,2.4,434000000,11.81092242375,334000000,78.790579185817
873,27.18,5.7,26.82,2.5,437000000,11.584249062449,337000000,76.712398181292
874,27.18,5.7,26.82,2.6,440000000,11.345859678493,340000000,74.818420411126
876,27.18,5.7,26.94,2.2,427000000,12.375987785776,327000000,82.58348258144
877,27.18,5.7,26.94,2.3,430000000,12.170021070556,330000000,80.147001752187
878,27.18,5.7,26.94,2.4,433000000,11.954838407432,333000000,77.967658566342
879,27.18,5.7,26.94,2.5,436000000,11.72935778373,336000000,75.992036602829
880,27.18,5.7,26.94,2.6,439000000,11.492314500697,339000000,74.180913562283
882,27.18,5.7,27.06,2.2,426000000,12.519438733206,326000000,81.617282268208
883,27.18,5.7,27.06,2.3,429000000,12.314118678666,329000000,79.318800730501
884,27.18,5.7,27.06,2.4,432000000,12.099810908161,332000000,77.247867154296
