,Val1,Val2,Val3,VTUNE12,fpeak,gain,fimg,img
80,5.7,26.94,1.82,2.4,435000000,12.143207474676,335000000,82.103015864425
81,5.7,26.94,1.82,2.5,438000000,11.889597925917,338000000,79.786221250773
82,5.7,26.94,1.82,2.6,440000000,11.634479876063,340000000,76.227394946677
84,5.7,26.94,1.94,2.2,428000000,12.435246384843,328000000,84.595133183518
85,5.7,26.94,1.94,2.3,431000000,12.220308971589,331000000,81.943054958575
86,5.7,26.94,1.94,2.4,434000000,11.995169406114,334000000,79.594238170022
87,5.7,26.94,1.94,2.5,437000000,11.758824675545,337000000,77.481697528746
88,5.7,26.94,1.94,2.6,440000000,11.510091983754,340000000,75.557395671782
90,5.7,26.94,2.06,2.2,427000000,12.230553435823,327000000,81.863160609657
91,5.7,26.94,2.06,2.3,430000000,12.030876596247,330000000,79.47101696541
92,5.7,26.94,2.06,2.4,433000000,11.821452142336,333000000,77.327537418731
93,5.7,26.94,2.06,2.5,436000000,11.601233579033,336000000,75.381548000984
94,5.7,26.94,2.06,2.6,439000000,11.368993544052,339000000,73.595328172628
96,5.7,26.94,2.18,2.2,426000000,12.00849300357,326000000,79.421508561922
97,5.7,26.94,2.18,2.3,429000000,11.822978875134,329000000,77.237404271449
98,5.7,26.94,2.18,2.4,432000000,11.628168682511,332000000,75.261553001657
99,5.7,26.94,2.18,2.5,435000000,11.422986890785,335000000,73.453790108199
100,5.7,26.94,2.18,2.6,438000000,11.206176623585,338000000,71.783780087602
102,5.7,26.94,2.3,2.2,425000000,11.773840890838,325000000,77.216054511829
103,5.7,26.94,2.3,2.3,428000000,11.60147182592,328000000,75.201905724635
104,5.7,26.94,2.3,2.4,431000000,11.42024810828,331000000,73.365311396793
105,5.7,26.94,2.3,2.5,434000000,11.229077606217,334000000,71.673999940755
106,5.7,26.94,2.3,2.6,437000000,11.026687161194,337000000,70.103067423861
108,5.7,27.06,1.7,2.2,429000000,12.934094978245,329000000,89.590825373442
109,5.7,27.06,1.7,2.3,432000000,12.683286439208,332000000,86.460678564423
110,5.7,27.06,1.7,2.4,435000000,12.421697220859,335000000,83.740710041478
111,5.7,27.06,1.7,2.5,437000000,12.156602652742,337000000,79.629131598664
112,5.7,27.06,1.7,2.6,440000000,11.893434531135,340000000,77.642392529652
114,5.7,27.06,1.82,2.2,428000000,12.773115371422,328000000,86.324894995067
115,5.7,27.06,1.82,2.3,431000000,12.540885408519,331000000,83.560055904104
116,5.7,27.06,1.82,2.4,434000000,12.298269078599,334000000,81.120202479457
117,5.7,27.06,1.82,2.5,437000000,12.044246423511,337000000,78.931820576523
118,5.7,27.06,1.82,2.6,439000000,11.78974340879,339000000,75.585872809385
120,5.7,27.06,1.94,2.2,427000000,12.582626040713,327000000,83.458359924105
121,5.7,27.06,1.94,2.3,430000000,12.367608871378,330000000,80.976640626085
122,5.7,27.06,1.94,2.4,433000000,12.142623856112,333000000,78.759199925946
123,5.7,27.06,1.94,2.5,436000000,11.906606215185,336000000,76.750434233081
124,5.7,27.06,1.94,2.6,439000000,11.658318097468,339000000,74.909693502495
126,5.7,27.06,2.06,2.2,426000000,12.370033832595,326000000,80.905659909473
127,5.7,27.06,2.06,2.3,429000000,12.170935281731,329000000,78.648890859875
128,5.7,27.06,2.06,2.4,432000000,11.962297568344,332000000,76.61189830867
129,5.7,27.06,2.06,2.5,435000000,11.743025794237,335000000,74.75142291637
130,5.7,27.06,2.06,2.6,438000000,11.511849839721,338000000,73.035027213289
132,5.7,27.06,2.18,2.2,425000000,12.141223834743,325000000,78.606346504384
133,5.7,27.06,2.18,2.3,428000000,11.956839107571,328000000,76.532208541336
134,5.7,27.06,2.18,2.4,431000000,11.763343395087,331000000,74.644334796666
135,5.7,27.06,2.18,2.5,434000000,11.559624519994,334000000,72.908229422349
136,5.7,27.06,2.18,2.6,437000000,11.344393899456,337000000,71.297440250593
138,5.7,27.06,2.3,2.2,424000000,11.900871724266,324000000,76.516483966051
139,5.7,27.06,2.3,2.3,427000000,11.730093363039,327000000,74.5933638318
140,5.7,27.06,2.3,2.4,430000000,11.550623827725,330000000,72.830657094688
141,5.7,27.06,2.3,2.5,433000000,11.361344574309,333000000,71.200265264668
142,5.7,27.06,2.3,2.6,436000000,11.160960529628,336000000,69.680210931481
144,5.7,27.18,1.7,2.2,428000000,13.102914157979,328000000,88.180182369687
145,5.7,27.18,1.7,2.3,431000000,12.850294384945,331000000,85.280757135963
146,5.7,27.18,1.7,2.4,434000000,12.587148390132,334000000,82.73370149068
147,5.7,27.18,1.7,2.5,436000000,12.314660241999,336000000,78.883537028063
148,5.7,27.18,1.7,2.6,439000000,12.053487942909,339000000,76.985184053061
150,5.7,27.18,1.82,2.2,427000000,12.931417927304,327000000,85.156792239599
151,5.7,27.18,1.82,2.3,430000000,12.698280784926,330000000,82.569793917314
152,5.7,27.18,1.82,2.4,433000000,12.454981168611,333000000,80.266366418763
153,5.7,27.18,1.82,2.5,436000000,12.20041745198,336000000,78.185211256742
154,5.7,27.18,1.82,2.6,438000000,11.944385595396,338000000,75.01908339391
156,5.7,27.18,1.94,2.2,426000000,12.731803346653,326000000,82.476964676951
157,5.7,27.18,1.94,2.3,429000000,12.516639478843,329000000,80.135895838794
158,5.7,27.18,1.94,2.4,432000000,12.29170503289,332000000,78.028569550292
159,5.7,27.18,1.94,2.5,435000000,12.05586922325,335000000,76.107827844982
160,5.7,27.18,1.94,2.6,438000000,11.807836706488,338000000,74.338626763316
162,5.7,27.18,2.06,2.2,425000000,12.511381870493,325000000,80.07177673141
163,5.7,27.18,2.06,2.3,428000000,12.312773929373,328000000,77.928788251536
164,5.7,27.18,2.06,2.4,431000000,12.104800347178,331000000,75.982438471615
165,5.7,27.18,2.06,2.5,434000000,11.886314139081,334000000,74.195482294786
166,5.7,27.18,2.06,2.6,437000000,11.656000033873,337000000,72.539580455619
168,5.7,27.18,2.18,2.2,424000000,12.275931229234,324000000,77.891750017801
169,5.7,27.18,2.18,2.3,427000000,12.092570441561,327000000,75.911462499863
170,5.7,27.18,2.18,2.4,430000000,11.900250498209,330000000,74.099474233465
171,5.7,27.18,2.18,2.5,433000000,11.697819344918,333000000,72.425693111641
172,5.7,27.18,2.18,2.6,436000000,11.483954345693,336000000,70.866739881247
174,5.7,27.18,2.3,2.2,423000000,12.030018329118,323000000,75.900328968733
175,5.7,27.18,2.3,2.3,426000000,11.860710482521,326000000,74.05592129323
176,5.7,27.18,2.3,2.4,429000000,11.682843043792,329000000,72.357676092636
177,5.7,27.18,2.3,2.5,432000000,11.495268183602,332000000,70.780801579014
178,5.7,27.18,2.3,2.6,435000000,11.296666612294,335000000,69.305677610724
180,5.7,27.3,1.7,2.2,427000000,13.273593884615,327000000,86.973627583762
181,5.7,27.3,1.7,2.3,430000000,13.01923018186,330000000,84.261832300783
182,5.7,27.3,1.7,2.4,433000000,12.754544214047,333000000,81.857752366447
183,5.7,27.3,1.7,2.5,436000000,12.478371628831,336000000,79.692676821498
184,5.7,27.3,1.7,2.6,438000000,12.212607741072,338000000,76.403130494207
186,5.7,27.3,1.82,2.2,426000000,13.091620922567,326000000,84.146768066838
187,5.7,27.3,1.82,2.3,429000000,12.857601200756,329000000,81.707207101389
188,5.7,27.3,1.82,2.4,432000000,12.613598418249,332000000,79.51852231113
189,5.7,27.3,1.82,2.5,435000000,12.358422738741,335000000,77.528579784729
190,5.7,27.3,1.82,2.6,437000000,12.098385829318,337000000,74.515793624705
192,5.7,27.3,1.94,2.2,425000000,12.882970329257,325000000,81.621162612258
193,5.7,27.3,1.94,2.3,428000000,12.66764709881,328000000,79.398696625218
194,5.7,27.3,1.94,2.4,431000000,12.442710699542,331000000,77.385362297752
195,5.7,27.3,1.94,2.5,434000000,12.206958612507,334000000,75.540474635159
196,5.7,27.3,1.94,2.6,437000000,11.959033956186,337000000,73.833369053751
198,5.7,27.3,2.06,2.2,424000000,12.654846605952,324000000,79.339956857758
199,5.7,27.3,2.06,2.3,427000000,12.456684874058,327000000,77.29433033027
200,5.7,27.3,2.06,2.4,430000000,12.249294706808,330000000,75.426343148094
201,5.7,27.3,2.06,2.5,433000000,12.031472013202,333000000,73.70345366363
202,5.7,27.3,2.06,2.6,436000000,11.801852487986,336000000,72.100583099822
204,5.7,27.3,2.18,2.2,423000000,12.412910933254,323000000,77.261745705139
205,5.7,27.3,2.18,2.3,426000000,12.230503249776,326000000,75.362784618483
206,5.7,27.3,2.18,2.4,429000000,12.039254650812,329000000,73.617125051813
207,5.7,27.3,2.18,2.5,432000000,11.83796878957,332000000,71.998182580321
208,5.7,27.3,2.18,2.6,435000000,11.625285275324,335000000,70.485063289718
210,5.7,27.3,2.3,2.2,422000000,12.161614415333,322000000,75.355500870206
211,5.7,27.3,2.3,2.3,425000000,11.993684687842,325000000,73.580047247782
212,5.7,27.3,2.3,2.4,428000000,11.817295479874,328000000,71.938683686597
213,5.7,27.3,2.3,2.5,431000000,11.631265772882,331000000,70.409295916418
214,5.7,27.3,2.3,2.6,434000000,11.434248541387,334000000,68.974198632025
216,5.82,26.7,1.7,2.2,431000000,12.562913747443,331000000,92.146957477386
217,5.82,26.7,1.7,2.3,434000000,12.314720748301,334000000,88.499266701691
218,5.82,26.7,1.7,2.4,437000000,12.055375379756,337000000,85.404407884941
219,5.82,26.7,1.7,2.5,440000000,11.784192284625,340000000,82.714733157428
220,5.82,26.7,1.7,2.6,442000000,11.51129596472,342000000,78.575666827454
222,5.82,26.7,1.82,2.2,430000000,12.424311438544,330000000,88.353725053078
223,5.82,26.7,1.82,2.3,433000000,12.192466750434,333000000,85.202457202475
224,5.82,26.7,1.82,2.4,436000000,11.949986439956,336000000,82.476058450357
225,5.82,26.7,1.82,2.5,439000000,11.696076204471,339000000,80.068946243661
226,5.82,26.7,1.82,2.6,442000000,11.429734253004,342000000,77.908915173962
228,5.82,26.7,1.94,2.2,429000000,12.252523324879,329000000,85.095376438087
229,5.82,26.7,1.94,2.3,432000000,12.036030889813,332000000,82.317661341279
230,5.82,26.7,1.94,2.4,435000000,11.809417313543,335000000,79.875251042511
231,5.82,26.7,1.94,2.5,438000000,11.571801961953,338000000,77.691098114358
232,5.82,26.7,1.94,2.6,441000000,11.322099662923,341000000,75.710882411168
234,5.82,26.7,2.06,2.2,428000000,12.055403771536,328000000,82.244221840573
235,5.82,26.7,2.06,2.3,431000000,11.853285472058,331000000,79.754429729079
236,5.82,26.7,2.06,2.4,434000000,11.641550081112,334000000,77.536385888314
237,5.82,26.7,2.06,2.5,437000000,11.419251173894,337000000,75.53215498039
238,5.82,26.7,2.06,2.6,440000000,11.185240147659,340000000,73.699671338117
240,5.82,26.7,2.18,2.2,427000000,11.839259211361,327000000,79.711223545257
241,5.82,26.7,2.18,2.3,430000000,11.650576025332,330000000,77.449056217715
242,5.82,26.7,2.18,2.4,433000000,11.452763628405,333000000,75.412301316044
243,5.82,26.7,2.18,2.5,436000000,11.244827912685,336000000,73.55611462804
244,5.82,26.7,2.18,2.6,439000000,11.025574829711,339000000,71.847062982043
246,5.82,26.7,2.3,2.2,426000000,11.609143854728,326000000,77.433711928766
247,5.82,26.7,2.3,2.3,429000000,11.43300912656,329000000,75.355602649205
248,5.82,26.7,2.3,2.4,432000000,11.248213008438,332000000,73.468182670083
249,5.82,26.7,2.3,2.5,435000000,11.053729305742,335000000,71.735840225682
250,5.82,26.7,2.3,2.6,438000000,10.848334330214,338000000,70.131398124347
252,5.82,26.82,1.7,2.2,430000000,12.72770599421,330000000,90.179823201494
253,5.82,26.82,1.7,2.3,433000000,12.477806033399,333000000,86.895757430834
254,5.82,26.82,1.7,2.4,436000000,12.217149736014,336000000,84.064155474495
255,5.82,26.82,1.7,2.5,439000000,11.944957432253,339000000,81.570841446734
256,5.82,26.82,1.7,2.6,441000000,11.672853623382,341000000,77.740859464277
258,5.82,26.82,1.82,2.2,429000000,12.578830419057,329000000,86.771290490324
259,5.82,26.82,1.82,2.3,432000000,12.346271939634,332000000,83.889485520217
260,5.82,26.82,1.82,2.4,435000000,12.10343020606,335000000,81.362557208644
261,5.82,26.82,1.82,2.5,438000000,11.849433571754,338000000,79.107710756612
262,5.82,26.82,1.82,2.6,441000000,11.583207637407,341000000,77.066901619127
264,5.82,26.82,1.94,2.2,428000000,12.398049080494,328000000,83.798030546361
265,5.82,26.82,1.94,2.3,431000000,12.181679341352,331000000,81.224777432542
266,5.82,26.82,1.94,2.4,434000000,11.955503395863,334000000,78.937531456347
267,5.82,26.82,1.94,2.5,437000000,11.718578708903,337000000,76.8744086334
268,5.82,26.82,1.94,2.6,440000000,11.469762190039,340000000,74.99071357158
270,5.82,26.82,2.06,2.2,427000000,12.193142015188,327000000,81.163013815158
271,5.82,26.82,2.06,2.3,430000000,11.991846538565,330000000,78.832624805021
272,5.82,26.82,2.06,2.4,433000000,11.781216293778,333000000,76.738303516723
273,5.82,26.82,2.06,2.5,436000000,11.560256783918,336000000,74.832414011165
274,5.82,26.82,2.06,2.6,439000000,11.327774845216,339000000,73.07961545718
276,5.82,26.82,2.18,2.2,426000000,11.970324932976,326000000,78.798341051344
277,5.82,26.82,2.18,2.3,429000000,11.783048187915,329000000,76.663563785435
278,5.82,26.82,2.18,2.4,432000000,11.586895601633,332000000,74.727621065561
279,5.82,26.82,2.18,2.5,435000000,11.380837204715,335000000,72.952873264264
280,5.82,26.82,2.18,2.6,438000000,11.163646356387,338000000,71.310724584563
282,5.82,26.82,2.3,2.2,425000000,11.734556027063,325000000,76.655231458421
283,5.82,26.82,2.3,2.3,428000000,11.560313172254,328000000,74.681136831775
284,5.82,26.82,2.3,2.4,431000000,11.377636082216,331000000,72.877404333286
285,5.82,26.82,2.3,2.5,434000000,11.185473350456,334000000,71.213612865095
286,5.82,26.82,2.3,2.6,437000000,10.982579280369,337000000,69.66616120396
288,5.82,26.94,1.7,2.2,429000000,12.894123939676,329000000,88.561287806967
289,5.82,26.94,1.7,2.3,432000000,12.642389207607,332000000,85.555674922038
290,5.82,26.94,1.7,2.4,435000000,12.380265167329,335000000,82.929470978033
291,5.82,26.94,1.7,2.5,438000000,12.106873107257,338000000,80.592384066191
292,5.82,26.94,1.7,2.6,440000000,11.833300382526,340000000,77.013998843641
294,5.82,26.94,1.82,2.2,428000000,12.734820177271,328000000,85.446742684109
295,5.82,26.94,1.82,2.3,431000000,12.501418143002,331000000,82.775645127601
296,5.82,26.94,1.82,2.4,434000000,12.258055821274,334000000,80.408072119236
297,5.82,26.94,1.82,2.5,437000000,12.003780391493,337000000,78.277090622514
298,5.82,26.94,1.82,2.6,440000000,11.737443463061,340000000,76.334698365846
300,5.82,26.94,1.94,2.2,427000000,12.544976847304,327000000,82.695717622205
301,5.82,26.94,1.94,2.3,430000000,12.328594394708,330000000,80.286312234241
302,5.82,26.94,1.94,2.4,433000000,12.102691242142,333000000,78.125822676035
303,5.82,26.94,1.94,2.5,436000000,11.866259813516,336000000,76.163114262497
304,5.82,26.94,1.94,2.6,439000000,11.61809778541,339000000,74.360491282361
306,5.82,26.94,2.06,2.2,426000000,12.332282130458,326000000,80.23330337247
307,5.82,26.94,2.06,2.3,429000000,12.131666803812,329000000,78.033545893494
308,5.82,26.94,2.06,2.4,432000000,11.921969778734,332000000,76.042282101495
309,5.82,26.94,2.06,2.5,435000000,11.702145866597,335000000,74.219377300517
310,5.82,26.94,2.06,2.6,438000000,11.470956060404,338000000,72.53451322093
312,5.82,26.94,2.18,2.2,425000000,12.102846388483,325000000,78.006113327197
313,5.82,26.94,2.18,2.3,428000000,11.916825923732,328000000,75.977768118158
314,5.82,26.94,2.18,2.4,431000000,11.722154010859,331000000,74.127207404326
315,5.82,26.94,2.18,2.5,434000000,11.517762587142,334000000,72.422182902328
316,5.82,26.94,2.18,2.6,437000000,11.302391141173,337000000,70.837802477359
318,5.82,26.94,2.3,2.2,424000000,11.86152002497,324000000,75.974977385187
319,5.82,26.94,2.3,2.3,427000000,11.689012031086,327000000,74.089224545721
320,5.82,26.94,2.3,2.4,430000000,11.508268305297,330000000,72.357382162016
321,5.82,26.94,2.3,2.5,433000000,11.318210285417,333000000,70.753011016665
322,5.82,26.94,2.3,2.6,436000000,11.117568972299,336000000,69.255309439883
324,5.82,27.06,1.7,2.2,428000000,13.062306398051,328000000,87.203903286277
325,5.82,27.06,1.7,2.3,431000000,12.808671900417,331000000,84.417111604755
326,5.82,27.06,1.7,2.4,434000000,12.544980791171,334000000,81.955653249367
327,5.82,27.06,1.7,2.5,437000000,12.270249027973,337000000,79.74605343924
328,5.82,27.06,1.7,2.6,439000000,11.992635921248,339000000,76.375906293018
330,5.82,27.06,1.82,2.2,427000000,12.892476631758,327000000,84.319593855832
331,5.82,27.06,1.82,2.3,430000000,12.658151837349,330000000,81.818012839535
332,5.82,27.06,1.82,2.4,433000000,12.4141568799,333000000,79.581031308156
333,5.82,27.06,1.82,2.5,436000000,12.159452515765,336000000,77.553072181449
334,5.82,27.06,1.82,2.6,439000000,11.892813436447,339000000,75.693498091887
336,5.82,27.06,1.94,2.2,426000000,12.693552128694,326000000,81.746667295574
337,5.82,27.06,1.94,2.3,429000000,12.477062090965,329000000,79.471954501306
338,5.82,27.06,1.94,2.4,432000000,12.251305415679,332000000,77.417316176928
339,5.82,27.06,1.94,2.5,435000000,12.015205073752,335000000,75.53951074868
340,5.82,27.06,1.94,2.6,438000000,11.767496760419,338000000,73.806106104867
342,5.82,27.06,2.06,2.2,425000000,12.47311181213,325000000,79.425608077274
343,5.82,27.06,2.06,2.3,428000000,12.273066396909,328000000,77.335262861875
344,5.82,27.06,2.06,2.4,431000000,12.064162152908,331000000,75.431460361761
345,5.82,27.06,2.06,2.5,434000000,11.845299453806,334000000,73.679716671704
346,5.82,27.06,2.06,2.6,437000000,11.615190856712,337000000,72.053580016218
348,5.82,27.06,2.18,2.2,424000000,12.237146602444,324000000,77.313194687071
349,5.82,27.06,2.18,2.3,427000000,12.052258174212,327000000,75.37542566991
350,5.82,27.06,2.18,2.4,430000000,11.858913568036,330000000,73.598331638638
351,5.82,27.06,2.18,2.5,433000000,11.656003409678,333000000,71.953822413286
352,5.82,27.06,2.18,2.6,436000000,11.442230856017,336000000,70.419917915408
354,5.82,27.06,2.3,2.2,423000000,11.990388068441,323000000,75.377121540414
355,5.82,27.06,2.3,2.3,426000000,11.819478600234,326000000,73.567578968364
356,5.82,27.06,2.3,2.4,429000000,11.640503705393,329000000,71.898329325969
357,5.82,27.06,2.3,2.5,432000000,11.452354868469,332000000,70.346069701104
358,5.82,27.06,2.3,2.6,435000000,11.253737437805,335000000,68.892241353515
360,5.82,27.18,1.7,2.2,427000000,13.232303273486,327000000,86.046848280569
361,5.82,27.18,1.7,2.3,430000000,12.97678389605,330000000,83.436917720752
362,5.82,27.18,1.7,2.4,433000000,12.711500154235,333000000,81.110976950811
363,5.82,27.18,1.7,2.5,436000000,12.43535462658,336000000,79.007733587794
364,5.82,27.18,1.7,2.6,438000000,12.150754283975,338000000,75.811964235603
366,5.82,27.18,1.82,2.2,426000000,13.051922298936,326000000,83.347824494188
367,5.82,27.18,1.82,2.3,429000000,12.81665943379,329000000,80.986105163971
368,5.82,27.18,1.82,2.4,432000000,12.571979986411,332000000,78.858506642738
369,5.82,27.18,1.82,2.5,435000000,12.316751415328,335000000,76.917869529598
370,5.82,27.18,1.82,2.6,438000000,12.049666843935,338000000,75.129138124722
372,5.82,27.18,1.94,2.2,425000000,12.843959075738,325000000,80.921211068465
373,5.82,27.18,1.94,2.3,428000000,12.627317622652,328000000,78.759641534452
374,5.82,27.18,1.94,2.4,431000000,12.401630228089,331000000,76.795056089721
375,5.82,27.18,1.94,2.5,434000000,12.165744529337,334000000,74.990203865959
376,5.82,27.18,1.94,2.6,437000000,11.918329878155,337000000,73.316729607992
378,5.82,27.18,2.06,2.2,424000000,12.615866688048,324000000,78.718440662978
379,5.82,27.18,2.06,2.3,427000000,12.416321714463,327000000,76.721428158412
380,5.82,27.18,2.06,2.4,430000000,12.208109963622,330000000,74.893033490228
381,5.82,27.18,2.06,2.5,433000000,11.990072321015,333000000,73.203156750943
382,5.82,27.18,2.06,2.6,436000000,11.760868834898,336000000,71.628400553677
384,5.82,27.18,2.18,2.2,423000000,12.373503627976,323000000,76.703646742786
385,5.82,27.18,2.18,2.3,426000000,12.189655561166,326000000,74.844166334409
386,5.82,27.18,2.18,2.4,429000000,11.997517801427,329000000,73.131144574192
387,5.82,27.18,2.18,2.5,432000000,11.795935302721,332000000,71.539781539407
388,5.82,27.18,2.18,2.6,435000000,11.583571091998,335000000,70.050438478104
390,5.82,27.18,2.3,2.2,422000000,12.121472768332,322000000,74.84958931718
391,5.82,27.18,2.3,2.3,425000000,11.952051489962,325000000,73.106667209031
392,5.82,27.18,2.3,2.4,428000000,11.774707933448,328000000,71.492549109422
393,5.82,27.18,2.3,2.5,431000000,11.588299845992,331000000,69.986457838012
394,5.82,27.18,2.3,2.6,434000000,11.391503381225,334000000,68.57166654686
396,5.82,27.3,1.7,2.2,426000000,13.404040742095,326000000,85.047719813425
397,5.82,27.3,1.7,2.3,429000000,13.146753195063,329000000,82.584341827438
398,5.82,27.3,1.7,2.4,432000000,12.879945985513,332000000,80.372325976304
399,5.82,27.3,1.7,2.5,435000000,12.60239823415,335000000,78.359508265787
400,5.82,27.3,1.7,2.6,438000000,12.312738378945,338000000,76.507538343209
402,5.82,27.3,1.82,2.2,425000000,13.213175993364,325000000,82.50147819735
403,5.82,27.3,1.82,2.3,428000000,12.977040813764,328000000,80.257652540275
404,5.82,27.3,1.82,2.4,431000000,12.731702068205,331000000,78.223392944254
405,5.82,27.3,1.82,2.5,434000000,12.475925142062,334000000,76.357982231067
406,5.82,27.3,1.82,2.6,437000000,12.208314961408,337000000,74.630717197977
408,5.82,27.3,1.94,2.2,424000000,12.996293671154,324000000,80.197642227494
409,5.82,27.3,1.94,2.3,427000000,12.779521566883,327000000,78.132862994627
410,5.82,27.3,1.94,2.4,430000000,12.553889047249,330000000,76.246116826837
411,5.82,27.3,1.94,2.5,433000000,12.318160807832,333000000,74.50483028396
412,5.82,27.3,1.94,2.6,436000000,12.070933631337,336000000,72.883884963666
414,5.82,27.3,2.06,2.2,423000000,12.760706194455,323000000,78.095691530556
415,5.82,27.3,2.06,2.3,426000000,12.561643742213,326000000,76.179540814614
