,Val1,Val2,Val3,T12,fpeak,gain,fimg,img
84,26.7,5.94,26.94,1,389000000,14.371809345526,289000000,98.686419291244
85,26.7,5.94,26.94,1.1,392000000,14.263995635788,292000000,104.672938559947
86,26.7,5.94,26.94,1.2,395000000,14.13620196747,295000000,112.747525471718
87,26.7,5.94,26.94,1.3,398000000,13.992622463701,298000000,118.587393798721
88,26.7,5.94,26.94,1.4,402000000,13.855784092082,302000000,117.357017281552
90,26.7,5.94,27.06,1,388000000,14.538932499889,288000000,101.963302332157
91,26.7,5.94,27.06,1.1,391000000,14.421640638427,291000000,109.009523923332
92,26.7,5.94,27.06,1.2,394000000,14.285957217592,294000000,118.113562982262
93,26.7,5.94,27.06,1.3,398000000,14.147071066126,298000000,118.875514828806
94,26.7,5.94,27.06,1.4,401000000,14.017882023478,301000000,115.813190890008
96,26.7,5.94,27.18,1,387000000,14.703670586259,287000000,105.799507137839
97,26.7,5.94,27.18,1.1,390000000,14.576727977272,290000000,114.2371420497
98,26.7,5.94,27.18,1.2,394000000,14.437067782588,294000000,116.037941223188
99,26.7,5.94,27.18,1.3,397000000,14.317199229071,297000000,120.207776979101
100,26.7,5.94,27.18,1.4,400000000,14.181835922052,300000000,111.600787355696
102,26.7,5.94,27.3,1,386000000,14.864767761649,286000000,110.43063588602
103,26.7,5.94,27.3,1.1,389000000,14.728029505839,289000000,119.678416472769
104,26.7,5.94,27.3,1.2,393000000,14.61628021046,293000000,120.29712668268
105,26.7,5.94,27.3,1.3,396000000,14.488912039843,296000000,116.842265335863
106,26.7,5.94,27.3,1.4,399000000,14.347313253047,299000000,107.811253338316
108,26.7,6.06,26.7,1,390000000,14.187899407367,290000000,97.112998941474
109,26.7,6.06,26.7,1.1,393000000,14.089877978961,293000000,102.863251771092
110,26.7,6.06,26.7,1.2,396000000,13.968417896662,296000000,110.280360427573
111,26.7,6.06,26.7,1.3,399000000,13.828109756542,299000000,113.910461099332
112,26.7,6.06,26.7,1.4,402000000,13.672955707651,302000000,112.928052258091
114,26.7,6.06,26.82,1,389000000,14.359117944332,289000000,100.097956628005
115,26.7,6.06,26.82,1.1,392000000,14.251208332811,292000000,106.698132446322
116,26.7,6.06,26.82,1.2,395000000,14.121391848495,295000000,114.683742614585
117,26.7,6.06,26.82,1.3,398000000,13.974230976917,298000000,116.716759230887
118,26.7,6.06,26.82,1.4,402000000,13.82851415821,302000000,115.21061428692
120,26.7,6.06,26.94,1,388000000,14.52934980236,288000000,103.503304230704
121,26.7,6.06,26.94,1.1,391000000,14.411253973453,291000000,111.20990425064
122,26.7,6.06,26.94,1.2,394000000,14.272872061148,294000000,119.147057887818
123,26.7,6.06,26.94,1.3,398000000,14.120069581366,298000000,118.712434521506
124,26.7,6.06,26.94,1.4,401000000,13.990904432833,301000000,113.611020075696
126,26.7,6.06,27.06,1,387000000,14.69770493822,287000000,107.491330687474
127,26.7,6.06,27.06,1.1,390000000,14.569135046406,290000000,116.557005125106
128,26.7,6.06,27.06,1.2,393000000,14.421995905689,293000000,121.476633776709
129,26.7,6.06,27.06,1.3,397000000,14.291081653788,297000000,118.870336844868
130,26.7,6.06,27.06,1.4,400000000,14.155285941333,300000000,109.504843840936
132,26.7,6.06,27.18,1,386000000,14.8629885574,286000000,112.299749444088
133,26.7,6.06,27.18,1.1,389000000,14.723670798818,289000000,121.910417922088
134,26.7,6.06,27.18,1.2,393000000,14.59088242772,293000000,121.9448297134
135,26.7,6.06,27.18,1.3,396000000,14.463929338149,296000000,114.840223552329
136,26.7,6.06,27.18,1.4,399000000,14.32135335064,299000000,105.880432158703
138,26.7,6.06,27.3,1,385000000,15.023624654416,285000000,117.978346174306
139,26.7,6.06,27.3,1.1,389000000,14.890739188159,289000000,119.837756539919
140,26.7,6.06,27.3,1.2,392000000,14.773301735837,292000000,120.053403487787
141,26.7,6.06,27.3,1.3,395000000,14.638063737214,295000000,110.726716992977
142,26.7,6.06,27.3,1.4,398000000,14.488571931537,298000000,102.981950517408
144,26.7,6.18,26.7,1,389000000,14.34167819615,289000000,101.730515286918
145,26.7,6.18,26.7,1.1,392000000,14.233642031065,292000000,108.99740611095
146,26.7,6.18,26.7,1.2,395000000,14.101607055078,295000000,114.839934549158
147,26.7,6.18,26.7,1.3,398000000,13.950533562876,298000000,114.479632283856
148,26.7,6.18,26.7,1.4,402000000,13.799928085545,302000000,113.053688857033
150,26.7,6.18,26.82,1,388000000,14.514332615755,288000000,105.296377276254
