,Val1,Val2,Val3,VTUNE12,fpeak,gain,fimg,img
481,5.94,26.82,1.94,1.1,393000000,14.373239797081,293000000,99.990331544741
482,5.94,26.82,1.94,1.2,396000000,14.245912402801,296000000,106.389979936714
483,5.94,26.82,1.94,1.3,399000000,14.099969833081,299000000,114.499391972301
484,5.94,26.82,1.94,1.4,402000000,13.939477913864,302000000,117.545014699514
486,5.94,26.82,2.06,1,389000000,14.112460889697,289000000,98.163488034345
487,5.94,26.82,2.06,1.1,392000000,14.011312082164,292000000,104.198952979962
488,5.94,26.82,2.06,1.2,395000000,13.890145122518,295000000,112.341021680048
489,5.94,26.82,2.06,1.3,398000000,13.752991923574,298000000,118.012505997864
490,5.94,26.82,2.06,1.4,402000000,13.621417021489,302000000,116.700652943959
492,5.94,26.82,2.18,1,388000000,13.743560926409,288000000,101.946810313874
493,5.94,26.82,2.18,1.1,391000000,13.645669603817,291000000,109.723108401726
494,5.94,26.82,2.18,1.2,394000000,13.530598138782,294000000,117.651366558172
495,5.94,26.82,2.18,1.3,398000000,13.415236724278,298000000,117.177169232518
496,5.94,26.82,2.18,1.4,401000000,13.3022337499,301000000,112.001270053429
498,5.94,26.82,2.3,1,387000000,13.374022194673,287000000,106.899137816928
499,5.94,26.82,2.3,1.1,390000000,13.279711034587,290000000,116.063385907437
500,5.94,26.82,2.3,1.2,394000000,13.179268286292,294000000,116.828421556532
501,5.94,26.82,2.3,1.3,397000000,13.084040152727,297000000,114.155806906637
502,5.94,26.82,2.3,1.4,400000000,12.97594986818,300000000,105.187072455353
504,5.94,26.94,1.7,1,391000000,15.404377507243,291000000,93.074618315781
505,5.94,26.94,1.7,1.1,394000000,15.279245437812,294000000,96.738786696259
506,5.94,26.94,1.7,1.2,397000000,15.124653881577,297000000,101.347822268621
507,5.94,26.94,1.7,1.3,400000000,14.947085711314,300000000,107.424729940855
508,5.94,26.94,1.7,1.4,403000000,14.752156325299,303000000,115.294219227149
510,5.94,26.94,1.82,1,390000000,15.036327402302,290000000,95.270433146072
511,5.94,26.94,1.82,1.1,393000000,14.916327023557,293000000,99.704524671361
512,5.94,26.94,1.82,1.2,396000000,14.771048762101,296000000,105.527594559427
513,5.94,26.94,1.82,1.3,399000000,14.605999827753,299000000,113.363098884986
514,5.94,26.94,1.82,1.4,402000000,14.425910258877,302000000,119.800082246477
516,5.94,26.94,1.94,1,389000000,14.657366523894,289000000,97.987488014287
517,5.94,26.94,1.94,1.1,392000000,14.542537114411,292000000,103.507742235689
518,5.94,26.94,1.94,1.2,395000000,14.406033524668,295000000,111.053864441389
519,5.94,26.94,1.94,1.3,398000000,14.252531719848,298000000,119.312913663898
520,5.94,26.94,1.94,1.4,402000000,14.098966710636,302000000,118.911915389556
522,5.94,26.94,2.06,1,388000000,14.273184122954,288000000,101.424386709111
523,5.94,26.94,2.06,1.1,391000000,14.163578231812,291000000,108.520688254865
524,5.94,26.94,2.06,1.2,394000000,14.035390945109,294000000,117.673760594929
525,5.94,26.94,2.06,1.3,398000000,13.897789736151,298000000,118.429993035721
526,5.94,26.94,2.06,1.4,401000000,13.774891501261,301000000,115.136080928381
528,5.94,26.94,2.18,1,387000000,13.887946983141,287000000,105.897999625876
529,5.94,26.94,2.18,1.1,390000000,13.783606914459,290000000,115.035747772529
530,5.94,26.94,2.18,1.2,393000000,13.663334781487,293000000,119.929640209347
