,Val1,Val2,Val3,VTUNE12,fpeak,gain,fimg,img
273,1.82,26.82,6.06,1.3,398000000,14.187530857557,298000000,118.859144916777
274,1.82,26.82,6.06,1.4,401000000,14.03996595616,301000000,113.64470793205
276,1.82,26.82,6.18,1,387000000,14.685415078851,287000000,109.583996346019
277,1.82,26.82,6.18,1.1,391000000,14.580523255979,291000000,111.561365942076
278,1.82,26.82,6.18,1.2,394000000,14.460694484884,294000000,119.487269621254
279,1.82,26.82,6.18,1.3,397000000,14.320151659014,297000000,116.763054504804
280,1.82,26.82,6.18,1.4,400000000,14.16319202546,300000000,107.743963301192
282,1.82,26.82,6.3,1,387000000,14.83604582619,287000000,109.730858927276
283,1.82,26.82,6.3,1.1,390000000,14.73205025487,290000000,118.88753780993
284,1.82,26.82,6.3,1.2,393000000,14.601572952997,293000000,119.817150284497
285,1.82,26.82,6.3,1.3,396000000,14.449890463888,296000000,110.80460047898
286,1.82,26.82,6.3,1.4,399000000,14.281694748471,299000000,102.870195336874
288,1.82,26.94,5.7,1,390000000,14.23023937443,290000000,93.79194543602
289,1.82,26.94,5.7,1.1,394000000,14.150179258227,294000000,94.335531249258
290,1.82,26.94,5.7,1.2,397000000,14.05133175877,297000000,99.004208788872
291,1.82,26.94,5.7,1.3,400000000,13.93462315081,300000000,105.145215251784
292,1.82,26.94,5.7,1.4,403000000,13.803201910901,303000000,113.078658021223
294,1.82,26.94,5.82,1,389000000,14.387796059731,289000000,97.60478529033
295,1.82,26.94,5.82,1.1,393000000,14.300530001118,293000000,98.413150777943
296,1.82,26.94,5.82,1.2,396000000,14.195540177226,296000000,104.279472305994
297,1.82,26.94,5.82,1.3,399000000,14.0724146203,299000000,112.158734881289
298,1.82,26.94,5.82,1.4,402000000,13.934517790883,302000000,118.638496429573
300,1.82,26.94,5.94,1,388000000,14.541327664341,288000000,102.103779560147
301,1.82,26.94,5.94,1.1,392000000,14.451599315446,292000000,103.30035582247
302,1.82,26.94,5.94,1.2,395000000,14.33964077134,295000000,110.873082069983
303,1.82,26.94,5.94,1.3,398000000,14.209228689109,298000000,119.156361048849
304,1.82,26.94,5.94,1.4,401000000,14.063978119165,301000000,115.838786969165
306,1.82,26.94,6.06,1,388000000,14.70047190274,288000000,102.257968847358
307,1.82,26.94,6.06,1.1,391000000,14.603663500816,291000000,109.368659377222
308,1.82,26.94,6.06,1.2,394000000,14.483576973206,294000000,118.531855356286
309,1.82,26.94,6.06,1.3,397000000,14.344684506611,297000000,118.969480160721
310,1.82,26.94,6.06,1.4,400000000,14.190893355787,300000000,109.549624170707
312,1.82,26.94,6.18,1,387000000,14.862323508844,287000000,107.77280036634
313,1.82,26.94,6.18,1.1,390000000,14.756572120524,290000000,116.910772827614
314,1.82,26.94,6.18,1.2,393000000,14.626790817524,293000000,121.795874110184
315,1.82,26.94,6.18,1.3,396000000,14.477831717269,296000000,112.743009320835
316,1.82,26.94,6.18,1.4,399000000,14.313944143291,299000000,104.289608890069
318,1.82,26.94,6.3,1,386000000,15.026289721724,286000000,114.733437364599
319,1.82,26.94,6.3,1.1,389000000,14.909598084086,289000000,123.318344506496
320,1.82,26.94,6.3,1.2,392000000,14.768058865934,292000000,116.483049718794
321,1.82,26.94,6.3,1.3,395000000,14.606976725477,295000000,107.013912824779
322,1.82,26.94,6.3,1.4,398000000,14.431002129918,298000000,100.240397866771
324,1.82,27.06,5.7,1,390000000,14.401620462249,290000000,93.017102428164
325,1.82,27.06,5.7,1.1,393000000,14.315889757948,293000000,97.209228871505
326,1.82,27.06,5.7,1.2,396000000,14.209926417035,296000000,102.628516915301
327,1.82,27.06,5.7,1.3,399000000,14.087340109437,299000000,109.918070893006
328,1.82,27.06,5.7,1.4,402000000,13.951207745176,302000000,117.792598932966
330,1.82,27.06,5.82,1,389000000,14.561361334228,289000000,96.665607810918
331,1.82,27.06,5.82,1.1,392000000,14.469297831927,292000000,101.815267691836
332,1.82,27.06,5.82,1.2,395000000,14.356568304642,295000000,108.775632656997
333,1.82,27.06,5.82,1.3,398000000,14.227020143983,298000000,117.491612954333
334,1.82,27.06,5.82,1.4,401000000,14.083946160596,301000000,117.758443194876
336,1.82,27.06,5.94,1,388000000,14.722497148659,288000000,100.93527003833
337,1.82,27.06,5.94,1.1,391000000,14.623249805497,291000000,107.474541805808
338,1.82,27.06,5.94,1.2,394000000,14.502828102566,294000000,116.341777926466
339,1.82,27.06,5.94,1.3,397000000,14.365358482304,297000000,120.390824822504
340,1.82,27.06,5.94,1.4,400000000,14.214385763307,300000000,111.625231522701
342,1.82,27.06,6.06,1,387000000,14.885470845843,287000000,106.10151728157
343,1.82,27.06,6.06,1.1,390000000,14.777818660355,290000000,114.602212974447
344,1.82,27.06,6.06,1.2,393000000,14.6484120568,293000000,122.18302631562
345,1.82,27.06,6.06,1.3,396000000,14.5017071591,296000000,114.92442044867
346,1.82,27.06,6.06,1.4,399000000,14.341543964701,299000000,105.932954546459
348,1.82,27.06,6.18,1,386000000,15.050299816434,286000000,112.586010664718
349,1.82,27.06,6.18,1.1,389000000,14.932563179603,289000000,122.269869678143
350,1.82,27.06,6.18,1.2,392000000,14.792429983893,292000000,118.705652792963
351,1.82,27.06,6.18,1.3,395000000,14.634748060661,295000000,108.773504726293
352,1.82,27.06,6.18,1.4,398000000,14.463703793972,298000000,101.542016759095
354,1.82,27.06,6.3,1,385000000,15.216415166472,285000000,120.569049483032
355,1.82,27.06,6.3,1.1,388000000,15.086348391663,288000000,122.672187742743
356,1.82,27.06,6.3,1.2,391000000,14.933202332503,291000000,112.127163043611
357,1.82,27.06,6.3,1.3,394000000,14.7622920019,294000000,103.995121841871
358,1.82,27.06,6.3,1.4,397000000,14.578209826005,297000000,98.120426304588
360,1.82,27.18,5.7,1,389000000,14.575930716207,289000000,95.686225126252
361,1.82,27.18,5.7,1.1,392000000,14.481713185587,292000000,100.518188667288
362,1.82,27.18,5.7,1.2,395000000,14.368598898955,295000000,106.971615638905
363,1.82,27.18,5.7,1.3,398000000,14.240146751569,298000000,115.207983352659
364,1.82,27.18,5.7,1.4,401000000,14.099348513508,301000000,118.134889824618
366,1.82,27.18,5.82,1,388000000,14.739487385633,288000000,99.767813043711
367,1.82,27.18,5.82,1.1,391000000,14.638165724918,291000000,105.852054968543
368,1.82,27.18,5.82,1.2,394000000,14.517599077816,294000000,114.094154353715
369,1.82,27.18,5.82,1.3,397000000,14.381587307103,297000000,119.780683749253
370,1.82,27.18,5.82,1.4,400000000,14.233337653288,300000000,113.790475908189
