,Val1,Val2,Val3,T12,fpeak,gain,fimg,img,fhimg,himg
61,5.7,1.82,27.18,2.3,430000000.0,12.698280599872,330000000.0,82.56978703673599,405000000.0,18.7378425219493
62,5.7,1.82,27.18,2.4,433000000.0,12.454981032423,333000000.0,80.26636008208499,408000000.0,18.6297582122414
63,5.7,1.82,27.18,2.5,436000000.0,12.200417380224,336000000.0,78.185205374916,411000000.0,18.4995607829035
64,5.7,1.82,27.18,2.6,438000000.0,11.944384405637,338000000.0,75.019077251622,413000000.0,19.0793996669096
66,5.7,1.82,27.3,2.2,426000000.0,13.091620671156,326000000.0,84.146760944537,401000000.0,19.2938156393196
67,5.7,1.82,27.3,2.3,429000000.0,12.857600994477,329000000.0,81.70720058596599,404000000.0,19.2055801770907
68,5.7,1.82,27.3,2.4,432000000.0,12.613598274396,332000000.0,79.518516294691,407000000.0,19.096027204481302
69,5.7,1.82,27.3,2.5,435000000.0,12.358422673513,335000000.0,77.528574193492,410000000.0,18.964063596952897
70,5.7,1.82,27.3,2.6,437000000.0,12.098384602019,337000000.0,74.515787656164,412000000.0,19.5457034719378
72,5.7,1.94,26.7,2.2,430000000.0,12.144833716957,330000000.0,87.52088392667399,405000000.0,16.674390276634302
73,5.7,1.94,26.7,2.3,433000000.0,11.92969121324,333000000.0,84.386861764082,408000000.0,16.6134852135995
74,5.7,1.94,26.7,2.4,436000000.0,11.70377796367,336000000.0,81.67756240217301,411000000.0,16.5320651482485
75,5.7,1.94,26.7,2.5,439000000.0,11.466206742455,339000000.0,79.287302911077,414000000.0,16.4294320022295
76,5.7,1.94,26.7,2.6,442000000.0,11.215903111706,342000000.0,77.14380201287,417000000.0,16.3048169819482
78,5.7,1.94,26.82,2.2,429000000.0,12.28941243188,329000000.0,85.929169771218,404000000.0,17.0895408692046
79,5.7,1.94,26.82,2.3,432000000.0,12.074444727142,332000000.0,83.065508184978,407000000.0,17.0284093915809
80,5.7,1.94,26.82,2.4,435000000.0,11.849006324954,335000000.0,80.556517970182,410000000.0,16.9466343894914
81,5.7,1.94,26.82,2.5,438000000.0,11.612153020599,338000000.0,78.319327858179,413000000.0,16.8434334623765
82,5.7,1.94,26.82,2.6,441000000.0,11.362756056869,341000000.0,76.295837366246,416000000.0,16.7179510677822
84,5.7,1.94,26.94,2.2,428000000.0,12.435246093265,328000000.0,84.595125616525,403000000.0,17.518303092945402
85,5.7,1.94,26.94,2.3,431000000.0,12.220308685111,331000000.0,81.94304803666299,406000000.0,17.4568459277169
86,5.7,1.94,26.94,2.4,434000000.0,11.99516913819,334000000.0,79.594231759944,409000000.0,17.3746011976738
87,5.7,1.94,26.94,2.5,437000000.0,11.758824439196,337000000.0,77.48169153949901,412000000.0,17.2707022316635
88,5.7,1.94,26.94,2.6,440000000.0,11.510091791467,340000000.0,75.55739003943401,415000000.0,17.1442089683326
90,5.7,1.94,27.06,2.2,427000000.0,12.582625749025,327000000.0,83.45835284848499,402000000.0,17.9606025396936
91,5.7,1.94,27.06,2.3,430000000.0,12.367608594286,330000000.0,80.976634118187,405000000.0,17.898747477190902
92,5.7,1.94,27.06,2.4,433000000.0,12.142623607702,333000000.0,78.759193877353,408000000.0,17.8159429403495
93,5.7,1.94,27.06,2.5,436000000.0,11.906606009003,336000000.0,76.75042856925,411000000.0,17.7112367990067
94,5.7,1.94,27.06,2.6,439000000.0,11.658317946404,339000000.0,74.909688170817,414000000.0,17.5836053024992
96,5.7,1.94,27.18,2.2,426000000.0,12.731803044784,326000000.0,82.476958013574,401000000.0,18.4163158296603
97,5.7,1.94,27.18,2.3,429000000.0,12.5166392017,329000000.0,80.13588968340001,404000000.0,18.3540276098065
98,5.7,1.94,27.18,2.4,432000000.0,12.29170479526,332000000.0,78.028563813877,407000000.0,18.2706076759949
99,5.7,1.94,27.18,2.5,435000000.0,12.055869039267,335000000.0,76.107822466026,410000000.0,18.16501584985
100,5.7,1.94,27.18,2.6,438000000.0,11.807836589494,338000000.0,74.338621698536,413000000.0,18.036143987767
102,5.7,1.94,27.3,2.2,425000000.0,12.882970005348,325000000.0,81.62115629669,400000000.0,18.8852554557707
103,5.7,1.94,27.3,2.3,428000000.0,12.667646810481,328000000.0,79.398690770995,403000000.0,18.822548170498198
104,5.7,1.94,27.3,2.4,431000000.0,12.442710462377,331000000.0,77.385356831374,406000000.0,18.7385040185729
105,5.7,1.94,27.3,2.5,434000000.0,12.20695844132,334000000.0,75.54046950591601,409000000.0,18.631990571535
106,5.7,1.94,27.3,2.6,437000000.0,11.959033864833,337000000.0,73.833364225855,412000000.0,18.5018128628484
108,5.7,2.06,26.7,2.2,429000000.0,11.955969990471,329000000.0,84.279361350055,404000000.0,16.2873151360104
109,5.7,2.06,26.7,2.3,432000000.0,11.754742758373,332000000.0,81.517470489611,407000000.0,16.2465564272336
110,5.7,2.06,26.7,2.4,435000000.0,11.543252814028,335000000.0,79.090721691893,410000000.0,16.1853967213437
111,5.7,2.06,26.7,2.5,438000000.0,11.320543866426,338000000.0,76.92198937103001,413000000.0,16.103031710271
112,5.7,2.06,26.7,2.6,441000000.0,11.085472009966,341000000.0,74.95689380022701,416000000.0,15.9985821008992
114,5.7,2.06,26.82,2.2,428000000.0,12.092641856573,328000000.0,82.973827065306,403000000.0,16.703053903669
115,5.7,2.06,26.82,2.3,431000000.0,11.892264640966,331000000.0,80.417125584068,406000000.0,16.6629453317185
116,5.7,2.06,26.82,2.4,434000000.0,11.681898042508,334000000.0,78.14622441628299,409000000.0,16.6022802664362
117,5.7,2.06,26.82,2.5,437000000.0,11.460541432432,337000000.0,76.09918036790499,412000000.0,16.5201852386643
118,5.7,2.06,26.82,2.6,440000000.0,11.227009123012,340000000.0,74.231255281198,415000000.0,16.4157093585134
120,5.7,2.06,26.94,2.2,427000000.0,12.230553063323,327000000.0,81.86315392076,402000000.0,17.1326029960586
121,5.7,2.06,26.94,2.3,430000000.0,12.030876224902,330000000.0,79.471010760843,405000000.0,17.0930224785336
122,5.7,2.06,26.94,2.4,433000000.0,11.8214517841,333000000.0,77.3275316067,408000000.0,17.0327151501825
123,5.7,2.06,26.94,2.5,436000000.0,11.601233245569,336000000.0,75.381542517697,411000000.0,16.9507387012742
124,5.7,2.06,26.94,2.6,439000000.0,11.368993246636,339000000.0,73.59532297268,414000000.0,16.8460726610194
126,5.7,2.06,27.06,2.2,426000000.0,12.370033466756,326000000.0,80.905653614628,401000000.0,17.5758967486902
127,5.7,2.06,27.06,2.3,429000000.0,12.170934925353,329000000.0,78.648884995877,404000000.0,17.536742559106102
128,5.7,2.06,27.06,2.4,432000000.0,11.96229723398,332000000.0,76.611892800492,407000000.0,17.4766751203519
129,5.7,2.06,27.06,2.5,435000000.0,11.743025494079,335000000.0,74.751417711578,410000000.0,17.3946824593121
130,5.7,2.06,27.06,2.6,438000000.0,11.511849585487,338000000.0,73.035022274735,413000000.0,17.289675224585203
132,5.7,2.06,27.18,2.2,425000000.0,12.511381502726,325000000.0,80.071770772442,400000000.0,18.0328294276377
133,5.7,2.06,27.18,2.3,428000000.0,12.312773579835,328000000.0,77.928782681831,403000000.0,17.9940285100761
134,5.7,2.06,27.18,2.4,431000000.0,12.104800029098,331000000.0,75.982433229331,406000000.0,17.9341105530083
135,5.7,2.06,27.18,2.5,434000000.0,11.886313865259,334000000.0,74.195477336819,409000000.0,17.8519918103525
136,5.7,2.06,27.18,2.6,437000000.0,11.65599981652,337000000.0,72.539575751373,412000000.0,17.7465133063871
138,5.7,2.06,27.3,2.2,424000000.0,12.654846226112,324000000.0,79.339951186167,399000000.0,18.5032428886815
139,5.7,2.06,27.3,2.3,427000000.0,12.456684521753,327000000.0,77.294325015091,402000000.0,18.4647611578566
140,5.7,2.06,27.3,2.4,430000000.0,12.249294396036,330000000.0,75.426338138432,405000000.0,18.4049401219481
141,5.7,2.06,27.3,2.5,433000000.0,12.031471757454,333000000.0,73.70344892411,408000000.0,18.322620673154802
142,5.7,2.06,27.3,2.6,436000000.0,11.801852300044,336000000.0,72.100578605483,411000000.0,18.2165718459141
144,5.7,2.18,26.7,2.2,428000000.0,11.747586049951,328000000.0,81.447088838928,403000000.0,15.922133518645499
145,5.7,2.18,26.7,2.3,431000000.0,11.559392100003,331000000.0,78.97178211691799,406000000.0,15.9008991837098
146,5.7,2.18,26.7,2.4,434000000.0,11.361435393672,334000000.0,76.768052759893,409000000.0,15.8593738034192
147,5.7,2.18,26.7,2.5,437000000.0,11.152707912603,337000000.0,74.777903334767,412000000.0,15.7966653128336
148,5.7,2.18,26.7,2.6,440000000.0,10.932013813023,340000000.0,72.95922110773701,415000000.0,15.7118028894264
150,5.7,2.18,26.82,2.2,427000000.0,11.877400990001,327000000.0,80.35861579283201,402000000.0,16.3397782083295
151,5.7,2.18,26.82,2.3,430000000.0,11.690624469469,330000000.0,78.043302974788,405000000.0,16.3199589789751
152,5.7,2.18,26.82,2.4,433000000.0,11.494334289965,333000000.0,75.963852928235,408000000.0,16.2796678544067
153,5.7,2.18,26.82,2.5,436000000.0,11.287489338962,336000000.0,74.072583176136,411000000.0,16.2179574973031
154,5.7,2.18,26.82,2.6,439000000.0,11.068863292767,339000000.0,72.334120197914,414000000.0,16.1337995089672
156,5.7,2.18,26.94,2.2,426000000.0,12.008492568361,326000000.0,79.42150256889201,401000000.0,16.7714766839197
157,5.7,2.18,26.94,2.3,429000000.0,11.822978437736,329000000.0,77.237398648256,404000000.0,16.7529259036076
158,5.7,2.18,26.94,2.4,432000000.0,11.62816825353,332000000.0,75.261547683755,407000000.0,16.7137085504121
159,5.7,2.18,26.94,2.5,435000000.0,11.422986480656,335000000.0,73.453785049993,410000000.0,16.6528224841549
160,5.7,2.18,26.94,2.6,438000000.0,11.206176242477,338000000.0,71.783775256526,413000000.0,16.5691835055697
162,5.7,2.18,27.06,2.2,425000000.0,12.141223411853,325000000.0,78.606340835848,400000000.0,17.2171638086043
163,5.7,2.18,27.06,2.3,428000000.0,11.956838689794,328000000.0,76.532203205004,403000000.0,17.1997500631082
164,5.7,2.18,27.06,2.4,431000000.0,11.763342993595,331000000.0,74.644329739458,406000000.0,17.1614607472996
165,5.7,2.18,27.06,2.5,434000000.0,11.559624145755,334000000.0,72.90822460688099,409000000.0,17.1012383369819
166,5.7,2.18,27.06,2.6,437000000.0,11.344393563098,337000000.0,71.29743565012,412000000.0,17.0179433772414
168,5.7,2.18,27.18,2.2,424000000.0,12.275930811279,324000000.0,77.891744630037,399000000.0,17.6767418264708
169,5.7,2.18,27.18,2.3,427000000.0,12.092570036364,327000000.0,75.911457414611,402000000.0,17.660356120300598
170,5.7,2.18,27.18,2.4,430000000.0,11.900250117586,330000000.0,74.099469407066,405000000.0,17.6228712116325
171,5.7,2.18,27.18,2.5,433000000.0,11.697819000434,333000000.0,72.42568851342399,408000000.0,17.563172433774803
172,5.7,2.18,27.18,2.6,436000000.0,11.483954048497,336000000.0,70.866735489445,411000000.0,17.480064276964402
174,5.7,2.18,27.3,2.2,423000000.0,12.412910511448,323000000.0,77.2617405606,398000000.0,18.1500703458668
175,5.7,2.18,27.3,2.3,426000000.0,12.230502848769,326000000.0,75.362779752861,401000000.0,18.1346348370349
176,5.7,2.18,27.3,2.4,429000000.0,12.039254283162,329000000.0,73.617120429308,404000000.0,18.0978617934709
177,5.7,2.18,27.3,2.5,432000000.0,11.837968467517,332000000.0,71.998178176083,407000000.0,18.0385763057541
178,5.7,2.18,27.3,2.6,435000000.0,11.625285010609,335000000.0,70.485059086254,410000000.0,17.9555245034825
180,5.7,2.3,26.7,2.2,427000000.0,11.524628088545,327000000.0,78.934256500243,402000000.0,15.580989469073401
181,5.7,2.3,26.7,2.3,430000000.0,11.348633124734,330000000.0,76.68533432832999,405000000.0,15.578708493254
182,5.7,2.3,26.7,2.4,433000000.0,11.163361541086,333000000.0,74.661650273639,408000000.0,15.556235283225899
183,5.7,2.3,26.7,2.5,436000000.0,10.967768855892,336000000.0,72.818310122579,411000000.0,15.5126064926772
184,5.7,2.3,26.7,2.6,439000000.0,10.760623026233,339000000.0,71.121843356125,414000000.0,15.4467770177899
186,5.7,2.3,26.82,2.2,426000000.0,11.648556027465,326000000.0,78.01488201744901,401000000.0,16.001793118450898
187,5.7,2.3,26.82,2.3,429000000.0,11.474453985251,329000000.0,75.893830791184,404000000.0,16.0015946477739
188,5.7,2.3,26.82,2.4,432000000.0,11.291301992192,332000000.0,73.971412997806,407000000.0,15.980998811963701
189,5.7,2.3,26.82,2.5,435000000.0,11.098032343372,335000000.0,72.209951900567,410000000.0,15.938999634663098
190,5.7,2.3,26.82,2.6,438000000.0,10.893392566145,338000000.0,70.58082665009199,413000000.0,15.8745073072143
192,5.7,2.3,26.94,2.2,425000000.0,11.773840408201,325000000.0,77.216049084471,400000000.0,16.4369244762061
193,5.7,2.3,26.94,2.3,428000000.0,11.601471338291,328000000.0,75.201900583702,403000000.0,16.438636304685
194,5.7,2.3,26.94,2.4,431000000.0,11.420247625066,331000000.0,73.365306495901,406000000.0,16.419733069211
195,5.7,2.3,26.94,2.5,434000000.0,11.229077136759,334000000.0,71.673995246879,409000000.0,16.3791666856244
196,5.7,2.3,26.94,2.6,437000000.0,11.026686714657,337000000.0,70.103062913167,412000000.0,16.315804149037298
198,5.7,2.3,27.06,2.2,424000000.0,11.90087125862,324000000.0,76.516478812281,399000000.0,16.8863115569624
199,5.7,2.3,27.06,2.3,427000000.0,11.730092898866,327000000.0,74.59335893731,402000000.0,16.8897729706604
200,5.7,2.3,27.06,2.4,430000000.0,11.550623374963,330000000.0,72.83065242135599,405000000.0,16.872389182752897
201,5.7,2.3,27.06,2.5,433000000.0,11.361344142814,333000000.0,71.200260785411,408000000.0,16.833069555326
202,5.7,2.3,27.06,2.6,436000000.0,11.16096012903,336000000.0,69.680206626914,411000000.0,16.7706382510339
204,5.7,2.3,27.18,2.2,423000000.0,12.030017874036,323000000.0,75.900324054751,398000000.0,17.3498562497275
205,5.7,2.3,27.18,2.3,426000000.0,11.860710035624,326000000.0,74.055916616947,401000000.0,17.3549243805218
206,5.7,2.3,27.18,2.4,429000000.0,11.682842615636,329000000.0,72.35767162275,404000000.0,17.3389050969365
207,5.7,2.3,27.18,2.5,432000000.0,11.495267784615,332000000.0,70.78079729354499,407000000.0,17.3006636895989
208,5.7,2.3,27.18,2.6,435000000.0,11.29666625263,335000000.0,69.305673494073,410000000.0,17.2389806066063
210,5.7,2.3,27.3,2.2,422000000.0,12.161613963153,322000000.0,75.355496166161,397000000.0,17.8274262344713
211,5.7,2.3,27.3,2.3,425000000.0,11.993684250841,325000000.0,73.580042764256,400000000.0,17.8339836137526
212,5.7,2.3,27.3,2.4,428000000.0,11.817295069312,328000000.0,71.938679398153,403000000.0,17.8191999897205
213,5.7,2.3,27.3,2.5,431000000.0,11.631265399845,331000000.0,70.409291805419,406000000.0,17.7818938528352
214,5.7,2.3,27.3,2.6,434000000.0,11.434248216641,334000000.0,68.974194686338,409000000.0,17.7207996699288
216,5.82,1.7,26.7,2.2,431000000.0,12.562913669436,331000000.0,92.14694714021,406000000.0,18.0605277979707
217,5.82,1.7,26.7,2.3,434000000.0,12.314720656832,334000000.0,88.49925759447,409000000.0,17.9609097572992
218,5.82,1.7,26.7,2.4,437000000.0,12.055375292153,337000000.0,85.40439969848,412000000.0,17.8407028864383
219,5.82,1.7,26.7,2.5,440000000.0,11.784192217631,340000000.0,82.714725685426,415000000.0,17.6994621264242
220,5.82,1.7,26.7,2.6,442000000.0,11.511294683529,342000000.0,78.57565946946,417000000.0,18.235706713440898
222,5.82,1.7,26.82,2.2,430000000.0,12.727705912865,330000000.0,90.17981382462901,405000000.0,18.4899217583412
223,5.82,1.7,26.82,2.3,433000000.0,12.477805949959,333000000.0,86.89574908247,408000000.0,18.3878204716671
224,5.82,1.7,26.82,2.4,436000000.0,12.217149668472,336000000.0,84.06414790956,411000000.0,18.265112837297302
225,5.82,1.7,26.82,2.5,439000000.0,11.944957397841,339000000.0,81.570834503031,414000000.0,18.1212294099103
226,5.82,1.7,26.82,2.6,441000000.0,11.672852338768,341000000.0,77.740852440387,416000000.0,18.6648225263768
228,5.82,1.7,26.94,2.2,429000000.0,12.894123842761,329000000.0,88.561279190974,404000000.0,18.932549942694898
229,5.82,1.7,26.94,2.3,432000000.0,12.642389120861,332000000.0,85.555667183373,407000000.0,18.827904212872802
230,5.82,1.7,26.94,2.4,435000000.0,12.380265109459,335000000.0,82.929463922357,410000000.0,18.7026207129459
231,5.82,1.7,26.94,2.5,438000000.0,12.106873096025,338000000.0,80.592377564302,413000000.0,18.556002698479
232,5.82,1.7,26.94,2.6,440000000.0,11.833299080508,340000000.0,77.013992095804,415000000.0,19.1043597280683
234,5.82,1.7,27.06,2.2,428000000.0,13.062306271295,328000000.0,87.203895280108,403000000.0,19.388232081459
235,5.82,1.7,27.06,2.3,431000000.0,12.808671797156,331000000.0,84.417104363647,406000000.0,19.2810372054304
236,5.82,1.7,27.06,2.4,434000000.0,12.544980730898,334000000.0,81.955646617136,409000000.0,19.1531541187627
237,5.82,1.7,27.06,2.5,437000000.0,12.270249029021,337000000.0,79.746047311162,412000000.0,19.0037542223079
238,5.82,1.7,27.06,2.6,439000000.0,11.992634585774,339000000.0,76.375899771233,414000000.0,19.5539810118279
240,5.82,1.7,27.18,2.2,427000000.0,13.232303100164,327000000.0,86.046840768487,402000000.0,19.8566926697448
241,5.82,1.7,27.18,2.3,430000000.0,12.9767837608,330000000.0,83.436910889153,405000000.0,19.7470183718676
242,5.82,1.7,27.18,2.4,433000000.0,12.711500077416,333000000.0,81.110970672644,408000000.0,19.6165804464145
243,5.82,1.7,27.18,2.5,436000000.0,12.435354627164,336000000.0,79.007727777426,411000000.0,19.464412035012998
244,5.82,1.7,27.18,2.6,438000000.0,12.150752896572,338000000.0,75.811957894782,413000000.0,20.013244221331398
246,5.82,1.7,27.3,2.2,426000000.0,13.404040502484,326000000.0,85.04771270214499,401000000.0,20.3375300129787
247,5.82,1.7,27.3,2.3,429000000.0,13.146753009574,329000000.0,82.584335331989,404000000.0,20.2255432550531
248,5.82,1.7,27.3,2.4,432000000.0,12.879945875462,332000000.0,80.372319992823,407000000.0,20.092685484697302
249,5.82,1.7,27.3,2.5,435000000.0,12.602398219231,335000000.0,78.35950272399401,410000000.0,19.9378430525824
250,5.82,1.7,27.3,2.6,438000000.0,12.312738477051,338000000.0,76.507533194444,413000000.0,19.7598458172762
252,5.82,1.82,26.7,2.2,430000000.0,12.424311206894,330000000.0,88.353716242659,405000000.0,17.6443660970663
253,5.82,1.82,26.7,2.3,433000000.0,12.192466503519,333000000.0,85.202449276066,408000000.0,17.5670377920669
254,5.82,1.82,26.7,2.4,436000000.0,11.949986193084,336000000.0,82.476051199212,411000000.0,17.4692354832886
255,5.82,1.82,26.7,2.5,439000000.0,11.696075972526,339000000.0,80.06893952848101,414000000.0,17.3503682981442
256,5.82,1.82,26.7,2.6,442000000.0,11.429734050355,342000000.0,77.908908899404,417000000.0,17.2097527755231
258,5.82,1.82,26.82,2.2,429000000.0,12.578830190497,329000000.0,86.771282399987,404000000.0,18.0716975936226
259,5.82,1.82,26.82,2.3,432000000.0,12.346271705787,332000000.0,83.889478176161,407000000.0,17.9930689097521
260,5.82,1.82,26.82,2.4,435000000.0,12.103429982869,335000000.0,81.362550447453,410000000.0,17.8939072492603
261,5.82,1.82,26.82,2.5,438000000.0,11.849433374624,338000000.0,79.10770446865399,413000000.0,17.7735166052177
262,5.82,1.82,26.82,2.6,441000000.0,11.583207481089,341000000.0,77.066895728394,416000000.0,17.6311080365162
264,5.82,1.82,26.94,2.2,428000000.0,12.734819941412,328000000.0,85.446735172026,403000000.0,18.5122966943624
265,5.82,1.82,26.94,2.3,431000000.0,12.501417912499,331000000.0,82.775638260807,406000000.0,18.4322897057746
266,5.82,1.82,26.94,2.4,434000000.0,12.258055612777,334000000.0,80.40806576769499,409000000.0,18.3316769721087
267,5.82,1.82,26.94,2.5,437000000.0,12.003780220971,337000000.0,78.277084698179,412000000.0,18.2096553117348
268,5.82,1.82,26.94,2.6,440000000.0,11.737443345687,340000000.0,76.334692807476,415000000.0,18.0653307932558
270,5.82,1.82,27.06,2.2,427000000.0,12.892476376502,327000000.0,84.319586815834,402000000.0,18.9660156033463
271,5.82,1.82,27.06,2.3,430000000.0,12.658151598877,330000000.0,81.81800636940899,405000000.0,18.8845967310573
272,5.82,1.82,27.06,2.4,433000000.0,12.414156675641,333000000.0,79.58102530283999,408000000.0,18.7824823753838
273,5.82,1.82,27.06,2.5,436000000.0,12.159452362318,336000000.0,77.553066569458,411000000.0,18.6587586212149
274,5.82,1.82,27.06,2.6,439000000.0,11.892813349448,339000000.0,75.693492823362,414000000.0,18.5124253989445
276,5.82,1.82,27.18,2.2,426000000.0,13.051922010068,326000000.0,83.347817843007,401000000.0,19.4326275524848
277,5.82,1.82,27.18,2.3,429000000.0,12.816659174062,329000000.0,80.986099025158,404000000.0,19.349821939863
278,5.82,1.82,27.18,2.4,432000000.0,12.571979774116,332000000.0,78.85850093080201,407000000.0,19.246210632711
279,5.82,1.82,27.18,2.5,435000000.0,12.316751267772,335000000.0,76.917864186195,410000000.0,19.1207636905969
280,5.82,1.82,27.18,2.6,438000000.0,12.04966677727,338000000.0,75.129133109382,413000000.0,18.972371934328
282,5.82,1.82,27.3,2.2,425000000.0,13.213175654129,325000000.0,82.501471865663,400000000.0,19.9118007891103
283,5.82,1.82,27.3,2.3,428000000.0,12.977040517095,328000000.0,80.257646676895,403000000.0,19.8277104908537
284,5.82,1.82,27.3,2.4,431000000.0,12.731701833373,331000000.0,78.22338747937299,406000000.0,19.7226799216427
