,Val1,Val2,Val3,T12,fpeak,gain,fimg,img,fhimg,himg
99,3.7,5.94,27.18,1.3,398000000.0,13.285656704327,298000000.0,114.633358624607,373000000.0,17.9467230121419
100,3.7,5.94,27.18,1.4,401000000.0,13.16069658451,301000000.0,117.57807135815,376000000.0,18.0773515687855
102,3.7,5.94,27.3,1.0,388000000.0,13.73024738624,288000000.0,98.07688925824499,363000000.0,17.8781650064377
103,3.7,5.94,27.3,1.1,391000000.0,13.640262033946,291000000.0,103.814871524662,366000000.0,18.0696007679191
104,3.7,5.94,27.3,1.2,394000000.0,13.534521645972,294000000.0,111.503699905405,369000000.0,18.2384635392496
105,3.7,5.94,27.3,1.3,397000000.0,13.416167940186,297000000.0,117.123704483326,372000000.0,18.387011823916602
106,3.7,5.94,27.3,1.4,400000000.0,13.287808080541,300000000.0,114.638140726711,375000000.0,18.517071533345998
108,3.7,6.06,26.7,1.0,391000000.0,13.119837783532,291000000.0,91.76856620139601,366000000.0,16.8738294654031
109,3.7,6.06,26.7,1.1,395000000.0,13.055501667929,295000000.0,92.30280204977501,370000000.0,16.457025720073702
110,3.7,6.06,26.7,1.2,398000000.0,12.97423354543,298000000.0,96.775457334111,373000000.0,16.6439300273364
111,3.7,6.06,26.7,1.3,401000000.0,12.87408726348,301000000.0,102.59979738844001,376000000.0,16.8054196664932
112,3.7,6.06,26.7,1.4,404000000.0,12.758248770198,304000000.0,109.762220758155,379000000.0,16.9439053756638
114,3.7,6.06,26.82,1.0,391000000.0,13.26712950269,291000000.0,90.92623116359199,366000000.0,16.6572525939505
115,3.7,6.06,26.82,1.1,394000000.0,13.20084746911,294000000.0,94.905037380309,369000000.0,16.8687367061251
116,3.7,6.06,26.82,1.2,397000000.0,13.113299601337,297000000.0,99.979904955433,372000000.0,17.052974328984398
117,3.7,6.06,26.82,1.3,400000000.0,13.008054816167,300000000.0,106.719296986279,375000000.0,17.2126556803423
118,3.7,6.06,26.82,1.4,403000000.0,12.888240927651,303000000.0,114.322389844111,378000000.0,17.350131113828297
120,3.7,6.06,26.94,1.0,390000000.0,13.420041035713,290000000.0,93.350139132456,365000000.0,17.084841767743
121,3.7,6.06,26.94,1.1,393000000.0,13.346162724042,293000000.0,97.835410509384,368000000.0,17.2926174010161
122,3.7,6.06,26.94,1.2,396000000.0,13.252267108913,296000000.0,103.714663386382,371000000.0,17.4740692823786
123,3.7,6.06,26.94,1.3,399000000.0,13.141887377065,299000000.0,111.60862536018101,374000000.0,17.631851519709798
124,3.7,6.06,26.94,1.4,402000000.0,13.018083341405,302000000.0,118.104580802735,377000000.0,17.768246326575998
126,3.7,6.06,27.06,1.0,389000000.0,13.572702946385,289000000.0,96.05190495776901,364000000.0,17.5241862134988
127,3.7,6.06,27.06,1.1,392000000.0,13.49113242895,292000000.0,101.213681472086,367000000.0,17.7280944282621
128,3.7,6.06,27.06,1.2,395000000.0,13.390838885131,295000000.0,108.188190016678,370000000.0,17.9066430743447
129,3.7,6.06,27.06,1.3,398000000.0,13.27530757152,298000000.0,116.92000459721,373000000.0,18.062440133276702
130,3.7,6.06,27.06,1.4,401000000.0,13.147520568848,301000000.0,117.20408387790799,376000000.0,18.1976921315592
132,3.7,6.06,27.18,1.0,388000000.0,13.724641470569,288000000.0,99.128076575183,363000000.0,17.974549708552
133,3.7,6.06,27.18,1.1,391000000.0,13.635297526315,291000000.0,105.225806282084,366000000.0,18.1744303992236
134,3.7,6.06,27.18,1.2,394000000.0,13.52857320384,294000000.0,113.483333621013,369000000.0,18.3499609976793
135,3.7,6.06,27.18,1.3,397000000.0,13.407893593686,297000000.0,119.18689103089599,372000000.0,18.5036934037297
136,3.7,6.06,27.18,1.4,400000000.0,13.276153581005,300000000.0,113.21500543288201,375000000.0,18.637751207184
138,3.7,6.06,27.3,1.0,387000000.0,13.875197336647,287000000.0,102.731328595419,362000000.0,18.4349935950334
139,3.7,6.06,27.3,1.1,390000000.0,13.778012686142,290000000.0,110.09024696248001,365000000.0,18.630686345603202
140,3.7,6.06,27.3,1.2,393000000.0,13.664841861429,293000000.0,117.64319297015899,368000000.0,18.8030882983647
141,3.7,6.06,27.3,1.3,396000000.0,13.539037662458,296000000.0,117.019810871568,371000000.0,18.9546854773413
142,3.7,6.06,27.3,1.4,400000000.0,13.409974399299,300000000.0,114.757723248799,375000000.0,18.401645785811
144,3.7,6.18,26.7,1.0,390000000.0,13.252550209807,290000000.0,95.39383973067899,365000000.0,17.390409124537697
145,3.7,6.18,26.7,1.1,394000000.0,13.182616468788,294000000.0,96.178111131522,369000000.0,16.9695183051264
146,3.7,6.18,26.7,1.2,397000000.0,13.096053543294,297000000.0,101.75046188112401,372000000.0,17.1626510363613
147,3.7,6.18,26.7,1.3,400000000.0,12.990198168441,300000000.0,109.023271338116,375000000.0,17.3294777809076
148,3.7,6.18,26.7,1.4,403000000.0,12.868456430349,303000000.0,114.212047058259,378000000.0,17.472638424593598
150,3.7,6.18,26.82,1.0,390000000.0,13.401439106576,290000000.0,94.37235424276301,365000000.0,17.1762053334545
151,3.7,6.18,26.82,1.1,393000000.0,13.329929020183,293000000.0,99.20784580342401,368000000.0,17.394346663618002
152,3.7,6.18,26.82,1.2,396000000.0,13.236567351332,296000000.0,105.645317539646,371000000.0,17.584168234027203
153,3.7,6.18,26.82,1.3,399000000.0,13.125156190981,299000000.0,113.792570571461,374000000.0,17.748604276977503
154,3.7,6.18,26.82,1.4,402000000.0,12.999044304093,302000000.0,116.876380836143,377000000.0,17.8902369922951
156,3.7,6.18,26.94,1.0,389000000.0,13.556976134096,289000000.0,97.14346386756901,364000000.0,17.6174627299945
157,3.7,6.18,26.94,1.1,392000000.0,13.477234796742,292000000.0,102.70282224654599,367000000.0,17.8311177059769
158,3.7,6.18,26.94,1.2,395000000.0,13.376953528955,295000000.0,110.288925607119,370000000.0,18.0174384981678
159,3.7,6.18,26.94,1.3,398000000.0,13.259902789102,298000000.0,118.587376848242,373000000.0,18.1793292572221
160,3.7,6.18,26.94,1.4,401000000.0,13.129364305213,301000000.0,115.286468813163,376000000.0,18.3193069502765
162,3.7,6.18,27.06,1.0,388000000.0,13.71225635292,288000000.0,100.30039789877901,363000000.0,18.070216871011
163,3.7,6.18,27.06,1.1,391000000.0,13.624119544212,291000000.0,106.852282641709,366000000.0,18.2791411468314
164,3.7,6.18,27.06,1.2,394000000.0,13.51680702431,294000000.0,115.73420600419,369000000.0,18.4617663935592
165,3.7,6.18,27.06,1.3,397000000.0,13.394045509937,297000000.0,119.799650965937,372000000.0,18.6209568384279
166,3.7,6.18,27.06,1.4,400000000.0,13.259040082309,300000000.0,111.051828507331,375000000.0,18.7591568042126
168,3.7,6.18,27.18,1.0,387000000.0,13.866680757523,287000000.0,103.99845810696699,362000000.0,18.5335914379944
169,3.7,6.18,27.18,1.1,390000000.0,13.76998793656,290000000.0,111.877451612018,365000000.0,18.7375303963141
170,3.7,6.18,27.18,1.2,393000000.0,13.655540551438,293000000.0,119.933290070198,368000000.0,18.9162607443665
171,3.7,6.18,27.18,1.3,396000000.0,13.527009348885,296000000.0,116.34048419597501,371000000.0,19.0725968741356
172,3.7,6.18,27.18,1.4,399000000.0,13.387513355137,299000000.0,107.24659222000301,374000000.0,19.208903243551
174,3.7,6.18,27.3,1.0,386000000.0,14.019419139396,286000000.0,108.46926108167801,361000000.0,19.0064666674457
175,3.7,6.18,27.3,1.1,389000000.0,13.914011989187,289000000.0,117.13179805557701,364000000.0,19.205155677431698
176,3.7,6.18,27.3,1.2,392000000.0,13.792333564402,292000000.0,119.114438222342,367000000.0,19.379788374183498
177,3.7,6.18,27.3,1.3,395000000.0,13.657986380109,295000000.0,112.361219548594,370000000.0,19.5331193776536
178,3.7,6.18,27.3,1.4,399000000.0,13.535006524184,299000000.0,109.517043218625,374000000.0,18.9878721258719
180,3.7,6.3,26.7,1.0,389000000.0,13.381065477399,289000000.0,99.64478683584001,364000000.0,17.9187604896239
181,3.7,6.3,26.7,1.1,393000000.0,13.309774264247,293000000.0,100.791387717937,368000000.0,17.4983885172411
182,3.7,6.3,26.7,1.2,396000000.0,13.217022507103,296000000.0,107.8674668292,371000000.0,17.6966740403464
183,3.7,6.3,26.7,1.3,399000000.0,13.104515247468,299000000.0,114.751134663278,374000000.0,17.8677167285929
184,3.7,6.3,26.7,1.4,402000000.0,12.975911277677,302000000.0,114.703645589777,377000000.0,18.0144204334815
186,3.7,6.3,26.82,1.0,389000000.0,13.536524769289,289000000.0,98.370665018153,364000000.0,17.712151763688702
187,3.7,6.3,26.82,1.1,392000000.0,13.458893111811,292000000.0,104.432680799223,367000000.0,17.9358563429604
188,3.7,6.3,26.82,1.2,395000000.0,13.358743174726,295000000.0,112.59896948599,370000000.0,18.1300892458937
189,3.7,6.3,26.82,1.3,398000000.0,13.240147911802,298000000.0,118.292339421712,373000000.0,18.2980687631288
190,3.7,6.3,26.82,1.4,401000000.0,13.106711083809,301000000.0,113.09397498163901,376000000.0,18.4426452614645
192,3.7,6.3,26.94,1.0,388000000.0,13.694515028938,288000000.0,101.627637634633,363000000.0,18.1665871704691
193,3.7,6.3,26.94,1.1,391000000.0,13.607915347908,291000000.0,108.750031612788,366000000.0,18.384909911665098
194,3.7,6.3,26.94,1.2,394000000.0,13.50017718573,294000000.0,117.92714689019999,369000000.0,18.5748158732804
195,3.7,6.3,26.94,1.3,397000000.0,13.375348217909,297000000.0,118.38051826072899,372000000.0,18.7395016001245
196,3.7,6.3,26.94,1.4,400000000.0,13.236967650809,300000000.0,108.97786745817999,375000000.0,18.881756633624
198,3.7,6.3,27.06,1.0,387000000.0,13.85211059472,287000000.0,105.444010620822,362000000.0,18.632116545007698
199,3.7,6.3,27.06,1.1,390000000.0,13.756289827086,290000000.0,113.957925794776,365000000.0,18.8447093473508
200,3.7,6.3,27.06,1.2,393000000.0,13.64077195991,293000000.0,121.55409173828,368000000.0,19.0300002635834
201,3.7,6.3,27.06,1.3,396000000.0,13.509567418013,296000000.0,114.312540225323,371000000.0,19.191154422386703
202,3.7,6.3,27.06,1.4,399000000.0,13.366141336651,299000000.0,105.339467534604,374000000.0,19.3308931947652
204,3.7,6.3,27.18,1.0,386000000.0,14.008542301597,286000000.0,110.055343282528,361000000.0,19.1076834465468
205,3.7,6.3,27.18,1.1,389000000.0,13.903237547393,289000000.0,119.37951987106301,364000000.0,19.3141764151361
206,3.7,6.3,27.18,1.2,392000000.0,13.779745379888,292000000.0,119.580763638288,367000000.0,19.4945504911062
207,3.7,6.3,27.18,1.3,395000000.0,13.642026693087,295000000.0,110.17259377765801,370000000.0,19.6519294173519
208,3.7,6.3,27.18,1.4,399000000.0,13.506440535696,299000000.0,107.364137954993,374000000.0,19.1000773539914
210,3.7,6.3,27.3,1.0,385000000.0,14.162752354563,285000000.0,115.51592368968299,360000000.0,19.5919352021731
211,3.7,6.3,27.3,1.1,388000000.0,14.047689045883,288000000.0,120.699449007853,363000000.0,19.7919365512599
212,3.7,6.3,27.3,1.2,391000000.0,13.916024272112,291000000.0,115.713366100142,366000000.0,19.9670794811013
213,3.7,6.3,27.3,1.3,395000000.0,13.780985276828,295000000.0,112.48224867588401,370000000.0,19.4268763575326
214,3.7,6.3,27.3,1.4,398000000.0,13.66200618665,298000000.0,104.301635871425,373000000.0,19.5905614220022
216,3.82,5.7,26.7,1.0,394000000.0,13.149584234159,294000000.0,83.39805776388101,369000000.0,15.3724975532682
217,3.82,5.7,26.7,1.1,397000000.0,13.091097776047,297000000.0,86.05648562962301,372000000.0,15.562024707811
218,3.82,5.7,26.7,1.2,400000000.0,13.011150007841,300000000.0,89.176657791282,375000000.0,15.725408088871099
219,3.82,5.7,26.7,1.3,403000000.0,12.91307779852,303000000.0,92.95642553602801,378000000.0,15.8651041138938
220,3.82,5.7,26.7,1.4,406000000.0,12.799791289143,306000000.0,97.706304940121,381000000.0,15.9832428521512
222,3.82,5.7,26.82,1.0,393000000.0,13.303064024088,293000000.0,85.237893484774,368000000.0,15.765949278265701
223,3.82,5.7,26.82,1.1,396000000.0,13.237877542039,296000000.0,88.121144912829,371000000.0,15.952851581904
224,3.82,5.7,26.82,1.2,399000000.0,13.152352200666,299000000.0,91.556523725439,374000000.0,16.1144205007748
225,3.82,5.7,26.82,1.3,402000000.0,13.049797726471,302000000.0,95.795870633839,377000000.0,16.253079668838602
226,3.82,5.7,26.82,1.4,405000000.0,12.933065953449,305000000.0,101.233259411509,380000000.0,16.3708949198064
228,3.82,5.7,26.94,1.0,392000000.0,13.45612633207,292000000.0,87.209303759775,367000000.0,16.171604891309798
229,3.82,5.7,26.94,1.1,395000000.0,13.384193569942,295000000.0,90.369477686486,370000000.0,16.355833710686298
230,3.82,5.7,26.94,1.2,398000000.0,13.293086619861,298000000.0,94.204699633028,373000000.0,16.5155748970626
231,3.82,5.7,26.94,1.3,401000000.0,13.186074867738,301000000.0,99.047002024205,376000000.0,16.6532076676304
232,3.82,5.7,26.94,1.4,404000000.0,13.065940789622,304000000.0,105.396506513391,379000000.0,16.770724380863598
234,3.82,5.7,27.06,1.0,391000000.0,13.608491982506,291000000.0,89.342005681486,366000000.0,16.5889923708833
235,3.82,5.7,27.06,1.1,394000000.0,13.529799306483,294000000.0,92.851656867142,369000000.0,16.7705119737015
236,3.82,5.7,27.06,1.2,397000000.0,13.433139786919,297000000.0,97.21049741787,372000000.0,16.9284261050474
237,3.82,5.7,27.06,1.3,400000000.0,13.321728949918,300000000.0,102.86954361213999,375000000.0,17.065057862724302
238,3.82,5.7,27.06,1.4,403000000.0,13.198268890778,303000000.0,110.343157818982,378000000.0,17.1823170901921
240,3.82,5.7,27.18,1.0,390000000.0,13.759776575534,290000000.0,91.677763187207,365000000.0,17.0175051333856
241,3.82,5.7,27.18,1.1,393000000.0,13.674344459427,293000000.0,95.642200380817,368000000.0,17.1962950511247
242,3.82,5.7,27.18,1.2,396000000.0,13.572195991258,296000000.0,100.712306308867,371000000.0,17.3523993781509
243,3.82,5.7,27.18,1.3,399000000.0,13.45647917823,299000000.0,107.466096505359,374000000.0,17.488073454035998
244,3.82,5.7,27.18,1.4,403000000.0,13.332936836129,303000000.0,108.35706581765601,378000000.0,16.9426408903787
246,3.82,5.7,27.3,1.0,389000000.0,13.909459982302,289000000.0,94.277739477714,364000000.0,17.4563754017604
247,3.82,5.7,27.3,1.1,392000000.0,13.81734462421,292000000.0,98.85657826859699,367000000.0,17.632433226699398
248,3.82,5.7,27.3,1.2,395000000.0,13.709807111456,295000000.0,104.913635817122,370000000.0,17.7867646596109
249,3.82,5.7,27.3,1.3,399000000.0,13.592996559869,299000000.0,105.89866007208599,374000000.0,17.2573364862273
250,3.82,5.7,27.3,1.4,402000000.0,13.481822993066,302000000.0,113.100989555667,377000000.0,17.3867092876067
252,3.82,5.82,26.7,1.0,393000000.0,13.292010284395,293000000.0,85.9776197573,368000000.0,15.8544310252778
253,3.82,5.82,26.7,1.1,396000000.0,13.228951046366,296000000.0,89.033402807758,371000000.0,16.0516114577171
254,3.82,5.82,26.7,1.2,399000000.0,13.143980524513,299000000.0,92.719323800855,374000000.0,16.2217203073639
255,3.82,5.82,26.7,1.3,402000000.0,13.040625009946,302000000.0,97.343132020144,377000000.0,16.367407892274798
256,3.82,5.82,26.7,1.4,405000000.0,12.92197333255,305000000.0,103.334360329636,380000000.0,16.4909871343828
258,3.82,5.82,26.82,1.0,392000000.0,13.447996008814,292000000.0,87.983110329908,367000000.0,16.2621713395392
259,3.82,5.82,26.82,1.1,395000000.0,13.377723866664,295000000.0,91.331547370765,370000000.0,16.4561330688503
260,3.82,5.82,26.82,1.2,398000000.0,13.286724748457,298000000.0,95.44541860169801,373000000.0,16.623892184688902
261,3.82,5.82,26.82,1.3,401000000.0,13.178497819688,301000000.0,100.720300062082,376000000.0,16.7680676109635
262,3.82,5.82,26.82,1.4,404000000.0,13.056071163521,304000000.0,107.626698218447,379000000.0,16.8909072325997
264,3.82,5.82,26.94,1.0,391000000.0,13.603725817397,291000000.0,90.154172680895,366000000.0,16.6820930464704
265,3.82,5.82,26.94,1.1,394000000.0,13.526159521202,294000000.0,93.870630967305,369000000.0,16.8727305736076
266,3.82,5.82,26.94,1.2,397000000.0,13.429097100701,297000000.0,98.541706278815,372000000.0,17.0380748363119
267,3.82,5.82,26.94,1.3,400000000.0,13.315997100288,300000000.0,104.687095512247,375000000.0,17.18070167961
268,3.82,5.82,26.94,1.4,403000000.0,13.189815635555,303000000.0,112.626736546199,378000000.0,17.302784703637002
270,3.82,5.82,27.06,1.0,390000000.0,13.758867573225,290000000.0,92.53331536227,365000000.0,17.1136432402094
271,3.82,5.82,27.06,1.1,393000000.0,13.673952868347,293000000.0,96.726601676375,368000000.0,17.3008595391011
272,3.82,5.82,27.06,1.2,396000000.0,13.570820736873,296000000.0,102.14919499787,371000000.0,17.463734434699298
273,3.82,5.82,27.06,1.3,399000000.0,13.452875272179,299000000.0,109.44401593073,374000000.0,17.6047888753592
274,3.82,5.82,27.06,1.4,402000000.0,13.322989436643,302000000.0,117.32559712735299,377000000.0,17.7261130879785
276,3.82,5.82,27.18,1.0,389000000.0,13.912959188599,289000000.0,95.182623350684,364000000.0,17.5561137480659
277,3.82,5.82,27.18,1.1,392000000.0,13.820669733001,292000000.0,100.01673642452499,367000000.0,17.7398223654172
278,3.82,5.82,27.18,1.2,395000000.0,13.711490873116,295000000.0,106.474441013874,370000000.0,17.9001864631409
279,3.82,5.82,27.18,1.3,398000000.0,13.588758256195,298000000.0,114.71701563460499,373000000.0,18.0396602622221
280,3.82,5.82,27.18,1.4,402000000.0,13.459127112919,302000000.0,115.319558824349,377000000.0,17.4887743547622
282,3.82,5.82,27.3,1.0,388000000.0,14.065371097562,288000000.0,98.19701592119799,363000000.0,18.0086078493981
283,3.82,5.82,27.3,1.1,391000000.0,13.965709638535,291000000.0,103.923910211365,366000000.0,18.1887355025976
284,3.82,5.82,27.3,1.2,394000000.0,13.850537838167,294000000.0,111.601931994236,369000000.0,18.3465634510463
